,ratio,rndint,dataset,#trees,rmse,mape,r2,rmse_all,mape_all,r2_all
47,0.05,147.0,Sobol2,1000.0,9.984649946846133,0.010522753734563154,0.9915304620006768,17.867618553901224,0.014860115454899585,0.9618748101683217
48,0.05,561.0,Grid1296,10.0,3.4804984747159344,0.004040590776877394,0.9977680006515524,39.49091019228982,0.04379865678396687,0.849870479992092
49,0.05,561.0,Grid2401,10.0,37.458130663796716,0.013915060413914123,0.6061590280128122,82.83522394191678,0.0884574900845052,0.3763848803382279
50,0.05,561.0,Sobol1,10.0,11.375343825059398,0.01147146392722406,0.9901289712739291,21.723302855341178,0.01798957845498791,0.9452076613590822
51,0.05,561.0,Sobol2,10.0,15.159643239593889,0.016830992513490985,0.9810297092744649,19.439450033692957,0.0164868939796208,0.9548586303890458
52,0.05,561.0,Grid1296,100.0,3.4500779422868324,0.004069508377952627,0.9978068467436367,39.58828816641885,0.043876518488322816,0.8491291786228454
53,0.05,561.0,Grid2401,100.0,37.3212526609199,0.01452583146140295,0.60903208495461,82.90940410454542,0.08854810106248104,0.37526746718982096
54,0.05,561.0,Sobol1,100.0,8.810685263869194,0.008503004548263136,0.994078213761164,21.30039165010026,0.017360574257813562,0.9473202990162904
55,0.05,561.0,Sobol2,100.0,13.279491515071069,0.015536688295447767,0.9854434345853816,18.09739681783327,0.015164483315512216,0.9608763827108819
56,0.05,561.0,Grid1296,250.0,3.4929081989784576,0.004124744157156925,0.9977520558803121,39.62955401126338,0.04391170518969966,0.8488144867273077
57,0.05,561.0,Grid2401,250.0,37.04629817845419,0.014460611844435005,0.6147715706431391,82.94759616964632,0.08857530932021411,0.3746917708303076
58,0.05,561.0,Sobol1,250.0,8.982043810608362,0.008401772826050995,0.9938456287692462,21.290386907677785,0.017356264551043957,0.9473697744505057
59,0.05,561.0,Sobol2,250.0,13.023467962744697,0.015050376650615304,0.9859993139594302,18.000075229653774,0.015079350722272159,0.9612960380567817
60,0.05,561.0,Grid1296,500.0,3.495110699256757,0.0041337798512036065,0.997749220043664,39.613167870014756,0.043891990317268516,0.8489394861156043
61,0.05,561.0,Grid2401,500.0,36.88040970820806,0.014269464949317237,0.6182138511930612,82.94687518697009,0.08857319354155889,0.37470264117404295
62,0.05,561.0,Sobol1,500.0,9.041501459207746,0.008449289908195405,0.9937638799849569,21.303716055403374,0.017383431647830048,0.9473038540281814
63,0.05,561.0,Sobol2,500.0,12.754426090318782,0.014851000394075484,0.9865717979366093,17.93339254370477,0.015036035778662306,0.9615822705933504
64,0.05,561.0,Grid1296,750.0,3.4820654402780082,0.004116309561312867,0.9977659904490246,39.621033201958284,0.04388954821172346,0.8488794929818096
65,0.05,561.0,Grid2401,750.0,36.770913323232854,0.014370746480851224,0.6204774998888305,82.93107355164561,0.08856883872778078,0.37494086062854026
66,0.05,561.0,Sobol1,750.0,8.915780388057902,0.008435432778721854,0.9939360993655554,21.266017802211234,0.017331562573351493,0.9474901872466278
67,0.05,561.0,Sobol2,750.0,12.809420783675844,0.014877377767207885,0.9864557485051583,17.98184815744476,0.015066500208632446,0.9613743824772271
68,0.05,561.0,Grid1296,1000.0,3.48853501435961,0.00413212891485226,0.9977576812904271,39.60676936070287,0.043877274860620166,0.8489882822152265
69,0.05,561.0,Grid2401,1000.0,36.553446956888656,0.014309334706086425,0.6249532834270575,82.96343803723533,0.0886046780442956,0.37445289721402386
70,0.05,561.0,Sobol1,1000.0,8.919519020902674,0.008488835122485595,0.9939310127774348,21.271501268614653,0.017342099179576548,0.9474631043278562
71,0.05,561.0,Sobol2,1000.0,12.84981428393265,0.014947848918397174,0.9863701923580924,17.95587274382921,0.015032042743548779,0.9614858940103667
72,0.05,237.0,Grid1296,10.0,13.410797536480223,0.011224976186989675,0.9735186878238147,40.48626496740341,0.044601445700336945,0.8424385646235311
73,0.05,237.0,Grid2401,10.0,12.813377702720873,0.008480039500614059,0.9648805514400247,83.86997288707192,0.08967545601228392,0.3625063923377638
74,0.05,237.0,Sobol1,10.0,13.221489251937884,0.013054785727767833,0.9875052783873317,21.890255102142024,0.018347165686397493,0.9444858488235052
75,0.05,237.0,Sobol2,10.0,27.023533535209417,0.023933671595414954,0.9460013213665559,19.81554317487662,0.016606049210615675,0.9532943514064376
76,0.05,237.0,Grid1296,100.0,7.2609936692087516,0.008336441200090536,0.9922371283575422,39.877129343012406,0.044148594443012404,0.8471440754120699
77,0.05,237.0,Grid2401,100.0,13.21085917024301,0.007360004529489191,0.9626678882058078,83.77730877677162,0.08953786498393988,0.3639142894082853
78,0.05,237.0,Sobol1,100.0,11.797720829258006,0.011407349578181814,0.9900513978822415,21.1105203361741,0.017285672311562965,0.9483702604390967
79,0.05,237.0,Sobol2,100.0,24.68791055398963,0.021401262846510564,0.9549320782489694,18.40672753540331,0.015455489468669734,0.9596994835287804
80,0.05,237.0,Grid1296,250.0,7.066902740253575,0.008179503379225583,0.9926465944656347,39.9086158706728,0.0441799996070293,0.8469025935158869
81,0.05,237.0,Grid2401,250.0,11.528492695307635,0.006955096810010642,0.9715707443270396,83.82516018943085,0.08957519696135649,0.36318745077261905
82,0.05,237.0,Sobol1,250.0,11.689511361545785,0.011763206561136112,0.9902330593980302,21.224669500460774,0.01734339186839591,0.9478104044788326
83,0.05,237.0,Sobol2,250.0,24.581302603558164,0.021775415309467028,0.9553204647095043,18.26453091529845,0.015436923204537063,0.9603197417538316
84,0.05,237.0,Grid1296,500.0,7.194040058116103,0.008278415367574421,0.9923796311594906,39.926661991779454,0.044192786410041596,0.8467641051753946
85,0.05,237.0,Grid2401,500.0,12.223049973428317,0.007064489540598852,0.9680419989615,83.81739371515472,0.08956217048929929,0.36330544778342855
86,0.05,237.0,Sobol1,500.0,11.7141090872661,0.011545188289773549,0.9901919118621544,21.21967379098243,0.017288052824395512,0.9478349696079469
87,0.05,237.0,Sobol2,500.0,24.304837627659204,0.021607421568022016,0.9563198310792407,18.395260619786452,0.01546282242701638,0.9597496802490368
88,0.05,237.0,Grid1296,750.0,7.173503758451574,0.00825086087087695,0.9924230756803889,39.904560912625065,0.04417770291708982,0.8469337031902396
89,0.05,237.0,Grid2401,750.0,12.399093652733034,0.0070882259380129166,0.9671148132530352,83.77347878012895,0.08951239456915779,0.3639724471716297
90,0.05,237.0,Sobol1,750.0,11.776299442556859,0.011669267626375749,0.9900874928838583,21.1968073713295,0.01727440205296965,0.9479473355933681
91,0.05,237.0,Sobol2,750.0,24.708097463992083,0.02159852612488991,0.9548583454771716,18.403454652481347,0.015470619196603483,0.9597138138485447
92,0.05,237.0,Grid1296,1000.0,7.145617734024681,0.008237513430836549,0.9924818697153683,39.907933636184914,0.04417955392322585,0.8469078278461519
93,0.05,237.0,Grid2401,1000.0,12.133329712226166,0.006978575204352072,0.9685094366187053,83.73644756894875,0.08947685958412914,0.3645346218673706
94,0.05,237.0,Sobol1,1000.0,11.745048174920205,0.011577978877453272,0.9901400335615573,21.18251765602492,0.01726045652132034,0.9480174939923941
95,0.05,237.0,Sobol2,1000.0,24.838703028199898,0.02161806927506046,0.9543798518525017,18.450091061126734,0.015483223465668248,0.9595093757553743
96,0.05,588.0,Grid1296,10.0,7.166662040408249,0.005249736675529774,0.9862808412132412,40.366046718890125,0.044489245793071154,0.8428816428233883
97,0.05,588.0,Grid2401,10.0,33.38896189736355,0.011912244759093384,0.7935954219172471,82.75035969237267,0.08827816222352686,0.38148954151282877
98,0.05,588.0,Sobol1,10.0,12.848131307538177,0.012616544651411009,0.9874466503916183,21.7741720836695,0.018218028749578362,0.9448885018234721
99,0.05,588.0,Sobol2,10.0,15.983164375378005,0.01748247038048052,0.9797403975380533,19.305939701273935,0.016634088810574224,0.955502495826579
100,0.05,588.0,Grid1296,100.0,4.182369412935472,0.004286575931505777,0.995327617242996,39.671328828402565,0.04395928170831636,0.8482432601633886
101,0.05,588.0,Grid2401,100.0,28.899509973317702,0.010303890345126205,0.8453697527336556,82.75096835616033,0.08834085831303436,0.38148044266892545
102,0.05,588.0,Sobol1,100.0,11.504365893584998,0.011472056226197484,0.9899352020028155,21.420967200404917,0.017429326050920728,0.9466619581321954
103,0.05,588.0,Sobol2,100.0,13.172401553995035,0.015133147986846954,0.9862394652786887,18.229011003366676,0.015368412955956619,0.9603283763050551
104,0.05,588.0,Grid1296,250.0,4.409011957219315,0.004271154404900922,0.9948075038133753,39.60830934928074,0.04389321608494183,0.8487250204107323
105,0.05,588.0,Grid2401,250.0,29.904167124225072,0.01045084551917703,0.8344318046766537,82.79741837702109,0.08837120866212052,0.38078586929085934
106,0.05,588.0,Sobol1,250.0,11.686765298370917,0.011589922663259696,0.9896135212765372,21.330598564796308,0.017278237658762186,0.9471110432529497
107,0.05,588.0,Sobol2,250.0,12.649658536194128,0.014401840230961164,0.9873099599644486,17.950238918425157,0.015165737563179708,0.9615324764357356
108,0.05,588.0,Grid1296,500.0,4.3601525319257775,0.004226726643225416,0.9949219497041584,39.54413411662071,0.04383624562940923,0.8492148288577958
109,0.05,588.0,Grid2401,500.0,29.629627573041457,0.010349747505735918,0.837457895632318,82.8732286643328,0.088449424902343,0.379651430735485
110,0.05,588.0,Sobol1,500.0,11.690557296033735,0.011520651944671327,0.989606779994115,21.368864492247706,0.017330216078669913,0.9469211132508145
111,0.05,588.0,Sobol2,500.0,13.047659556755995,0.014706898022589282,0.986498854413349,18.02672703871411,0.015196769947000158,0.9612039485149872
112,0.05,588.0,Grid1296,750.0,4.136196471154147,0.004153524011187577,0.9954302130563797,39.570933269810936,0.04385701793216074,0.8490103846710992
113,0.05,588.0,Grid2401,750.0,29.57216395603332,0.010355218866721376,0.8380877516759471,82.86477316243044,0.08844627076617537,0.3797780118039873
114,0.05,588.0,Sobol1,750.0,11.639172598276792,0.011525937735551564,0.9896979439596321,21.39070603806473,0.017346400291856055,0.9468125518041426
115,0.05,588.0,Sobol2,750.0,13.085049768353537,0.01487948590265847,0.9864213640409077,18.11846364042648,0.015257884000148604,0.9608080836752821
116,0.05,588.0,Grid1296,1000.0,4.229514075515482,0.0041837416219766424,0.9952216871353772,39.56566392883068,0.04385163357335037,0.849050594124304
117,0.05,588.0,Grid2401,1000.0,29.7871431754111,0.01048207713072228,0.8357251049034132,82.88076833915659,0.0884629674759254,0.37953854894414263
118,0.05,588.0,Sobol1,1000.0,11.587812499863787,0.011501698651158573,0.9897886629858158,21.377489096036825,0.01734705709592098,0.9468782586807718
119,0.05,588.0,Sobol2,1000.0,12.995246558397776,0.014863426465168706,0.986607105892097,18.121558329476454,0.015245750241861979,0.960794694333362
120,0.05,951.0,Grid1296,10.0,6.5480710450401025,0.006885136357686034,0.994723811253762,39.9516283216479,0.04420119807764443,0.8467284057416584
121,0.05,951.0,Grid2401,10.0,4.616218167772403,0.004165826544959127,0.9959316044530706,82.78777044871539,0.08845127655168274,0.380090504304344
122,0.05,951.0,Sobol1,10.0,15.335164959156923,0.016966744823669548,0.9883475787028847,21.790267122990578,0.01815144801481627,0.9458083616638039
123,0.05,951.0,Sobol2,10.0,19.91111137428192,0.02415373726071894,0.9689320236054797,19.724235616282854,0.017002038701118098,0.9537175853470008
124,0.05,951.0,Grid1296,100.0,5.700343823817972,0.006242399327157747,0.9960015132540793,39.53361377091849,0.04386805970033361,0.8499189928504758
125,0.05,951.0,Grid2401,100.0,6.767331694267452,0.0046559175032699655,0.9912564973587026,83.0674235602949,0.08869291533847573,0.37589538179625115
126,0.05,951.0,Sobol1,100.0,13.71187265661519,0.0165493109671625,0.9906839284194427,21.271673893235505,0.017366494429661497,0.9483571138832917
127,0.05,951.0,Sobol2,100.0,16.936030477500648,0.018987950002461118,0.9775226443986824,18.16103812097672,0.015329431048249494,0.9607628923989505
128,0.05,951.0,Grid1296,250.0,5.659556365112952,0.006253446805722984,0.9960585289881795,39.47023631629237,0.04380597019102589,0.8503998053558237
129,0.05,951.0,Grid2401,250.0,7.356575799560865,0.004811512687677416,0.9896675824883178,83.16523104866322,0.08881366730809621,0.37442481633293323
130,0.05,951.0,Sobol1,250.0,13.951238556638456,0.016809492847529542,0.9903558311786959,21.223428266547614,0.017373951257091593,0.9485911074957205
131,0.05,951.0,Sobol2,250.0,17.11136927745792,0.01893009729235672,0.9770548188420721,18.151312573768642,0.015392343346059358,0.9608049054339372
132,0.05,951.0,Grid1296,500.0,5.689624595112488,0.006240086897377038,0.9960165370478954,39.515305554164726,0.043845538188005496,0.8500579672121381
133,0.05,951.0,Grid2401,500.0,7.008253505941878,0.004733575146053929,0.9906228659512272,83.13548051666774,0.08877748064011538,0.374872307800459
134,0.05,951.0,Sobol1,500.0,13.865545586497083,0.01647919410377328,0.9904739424626279,21.168231125446443,0.017313972301925128,0.9488581646235252
135,0.05,951.0,Sobol2,500.0,16.821482767035036,0.018611955905546464,0.9778256696520863,18.037331446842803,0.015318835252672643,0.961295610907611
136,0.05,951.0,Grid1296,750.0,5.706813728927215,0.006252913963486037,0.9959924315173319,39.508206677299974,0.04383911336194893,0.8501118361827458
137,0.05,951.0,Grid2401,750.0,6.879218912771502,0.004692562065104964,0.9909649870709875,83.14351924975074,0.08877696346988039,0.3747514092963521
138,0.05,951.0,Sobol1,750.0,13.842233469817323,0.01644417077099206,0.990505947821281,21.189909037720028,0.017313899870608943,0.9487533645686546
139,0.05,951.0,Sobol2,750.0,16.73929505978151,0.018551947319794718,0.9780418224424742,18.121761139893078,0.015352545653995256,0.9609324255097241
140,0.05,951.0,Grid1296,1000.0,5.737566624831079,0.006271311219096055,0.995949123145277,39.51016996389187,0.04383804761192403,0.8500969389875178
141,0.05,951.0,Grid2401,1000.0,6.8997941375402645,0.004697624024576336,0.9909108601630505,83.10271644113416,0.08874976183792856,0.37536494210835913
142,0.05,951.0,Sobol1,1000.0,13.767974309300547,0.01640176271210541,0.9906075396983095,21.181863722282777,0.017314907133250262,0.9487922714914672
143,0.05,951.0,Sobol2,1000.0,16.65658994242466,0.018458350657325033,0.9782582673151732,18.18218130118671,0.015393330628967826,0.9606714791061393
144,0.05,490.0,Grid1296,10.0,3.8216410103233964,0.004861207425294359,0.9961600892986033,39.38018493073961,0.04372178536265541,0.8504622522148211
145,0.05,490.0,Grid2401,10.0,33.46250676594979,0.013549364532664145,0.7622086092118314,82.66811823370327,0.08841646227543692,0.3807992127229518
146,0.05,490.0,Sobol1,10.0,13.000658135697869,0.012864759975567613,0.986107407802341,21.45407548707333,0.017829753429987164,0.9463820685318887
147,0.05,490.0,Sobol2,10.0,27.58399274984977,0.022741077455016384,0.9443911942348249,18.242570090374706,0.015979975752854387,0.9603272269438032
148,0.05,490.0,Grid1296,100.0,3.815307632744975,0.004716863428154162,0.9961728060621923,39.653659363626566,0.043950267110901754,0.8483781204624515
149,0.05,490.0,Grid2401,100.0,33.38956232975476,0.012965158857341888,0.7632441953014995,83.0486102612959,0.08877388563938152,0.37508617214773243
150,0.05,490.0,Sobol1,100.0,11.233942906592828,0.011979211533585212,0.9896266976641387,21.3329023865723,0.01741944075970692,0.9469860286752488
151,0.05,490.0,Sobol2,100.0,24.00332579437858,0.02125337721944435,0.9578912695402795,18.057572488449356,0.015194375763784585,0.9611277888861995
152,0.05,490.0,Grid1296,250.0,3.8484928066791686,0.00474974849653593,0.9961059394018288,39.65513021854517,0.04394949771686968,0.8483668721727885
153,0.05,490.0,Grid2401,250.0,32.976166508496526,0.012723447323620374,0.7690704455374834,83.12565757674656,0.08885795158325491,0.37392612222045674
154,0.05,490.0,Sobol1,250.0,10.973980916603233,0.011672545029653156,0.9901012350385343,21.339881330785776,0.01733134509331358,0.9469513365306508
155,0.05,490.0,Sobol2,250.0,24.55067956129478,0.020836345038121824,0.9559489419395613,17.9627227910475,0.015102643155208843,0.9615350788693503
156,0.05,490.0,Grid1296,500.0,3.8461322348076106,0.004764656790103106,0.9961107149808602,39.66398423580124,0.04398147932862816,0.8482991527022645
157,0.05,490.0,Grid2401,500.0,33.07416459680079,0.012855607448714192,0.7676958599507284,83.20759538595031,0.08892731227649946,0.37269125908733447
158,0.05,490.0,Sobol1,500.0,10.68916664123891,0.011490305561737814,0.9906083844456309,21.34594235647595,0.017352465067139704,0.9469211981275306
159,0.05,490.0,Sobol2,500.0,24.369482299836736,0.020563552883444074,0.9565967835266751,17.843322251160277,0.015036996705174055,0.9620447419265851
160,0.05,490.0,Grid1296,750.0,3.855622459777833,0.00479067201439913,0.9960914978947149,39.65587060918397,0.04397161084190905,0.8483612099144215
161,0.05,490.0,Grid2401,750.0,32.996093575445414,0.012828646000813196,0.7687912657802246,83.19677677389514,0.08891170393746374,0.37285437325207826
162,0.05,490.0,Sobol1,750.0,10.697710994037147,0.011583772936765485,0.9905933641262281,21.36232288972604,0.0173701670854247,0.9468397032308531
163,0.05,490.0,Sobol2,750.0,24.121144676919357,0.02028875428843701,0.9574768786766632,17.745013114658676,0.01496106645089251,0.9624618245214527
164,0.05,490.0,Grid1296,1000.0,3.8366408859483063,0.004762400930389813,0.9961298869751944,39.629833173733026,0.04394866815277396,0.8485602719426344
165,0.05,490.0,Grid2401,1000.0,33.03773689113146,0.012839625840052984,0.7682072951916868,83.19245261271037,0.08890908579379557,0.3729195634771433
166,0.05,490.0,Sobol1,1000.0,10.61290383154601,0.011476189967254736,0.9907419170224631,21.35930152757934,0.017356262651586334,0.9468547395310593
167,0.05,490.0,Sobol2,1000.0,24.106595082965466,0.020268310670887073,0.9575281621097369,17.728501394968948,0.014941152296402752,0.9625316505008699
168,0.05,395.0,Grid1296,10.0,6.427582479648041,0.007013606065260073,0.9938301960435835,39.80006738915549,0.04399703868309676,0.8476781083189917
169,0.05,395.0,Grid2401,10.0,18.252748315644688,0.00945820514138766,0.9275204328148836,83.53539691186045,0.08914515632063402,0.36739722007041353
170,0.05,395.0,Sobol1,10.0,11.827083915055407,0.01323713272411106,0.9895487280771323,22.603276568929925,0.018860706997648635,0.9406559581091358
171,0.05,395.0,Sobol2,10.0,20.267282261720123,0.02016977103353627,0.9751512366428582,19.177383105168254,0.016754140049486235,0.9564561551897968
172,0.05,395.0,Grid1296,100.0,5.735639655692056,0.006356694057383038,0.9950870791705401,39.94666926011297,0.0441461571296434,0.846553899099025
173,0.05,395.0,Grid2401,100.0,19.134825130380182,0.009533658693014962,0.9203459145347873,83.15814264146583,0.08889094341782407,0.37309811383587577
174,0.05,395.0,Sobol1,100.0,9.96500369254936,0.011629082524477226,0.9925806011406629,21.6178676391304,0.01774326002682225,0.9457174762032073
175,0.05,395.0,Sobol2,100.0,18.270545021986305,0.018216886377045438,0.979806260295601,18.044572827245503,0.015216859057352957,0.9614484986541938
176,0.05,395.0,Grid1296,250.0,6.501418446288813,0.006799745569160548,0.9936876323365641,40.030275280673,0.044216168278282564,0.8459109196820586
177,0.05,395.0,Grid2401,250.0,19.271967581958013,0.009499700101150622,0.9192000348745872,83.13227521196012,0.08881170434912378,0.3734880652628746
178,0.05,395.0,Sobol1,250.0,9.630678522770664,0.011307463141348133,0.9930700904969179,21.4997156053484,0.01755977263848367,0.9463092148533905
179,0.05,395.0,Sobol2,250.0,17.886644129600032,0.018071421536127234,0.9806459668268234,17.98249949461936,0.015120701724065152,0.9617132767893507
180,0.05,395.0,Grid1296,500.0,6.570896123283027,0.006803212021974296,0.9935519966945298,40.012792579961314,0.04420952019883326,0.8460454830840775
181,0.05,395.0,Grid2401,500.0,19.107431152164143,0.009484127486853676,0.9205738215398688,83.10731317773511,0.088783498805961,0.3738642528353461
182,0.05,395.0,Sobol1,500.0,9.38015993337485,0.010927855827134856,0.9934259307054762,21.41530342028188,0.017475808374305096,0.9467299887369718
183,0.05,395.0,Sobol2,500.0,17.957487065891886,0.018005705648445933,0.9804923536891645,18.034173855290117,0.015135675120055224,0.9614929198181942
184,0.05,395.0,Grid1296,750.0,6.415251213457709,0.006718517413330516,0.993853846775191,39.98985768612019,0.04419728517468553,0.8462219225839926
185,0.05,395.0,Grid2401,750.0,19.170223602060737,0.00957771170902672,0.9200509297664997,83.06923181308822,0.08874405884475044,0.37443793618238097
186,0.05,395.0,Sobol1,750.0,9.349823126007951,0.010928353368167549,0.9934683849433994,21.443011846549368,0.017476733073750868,0.9465920515769862
187,0.05,395.0,Sobol2,750.0,18.23597960640091,0.018114746243800946,0.9798825957019547,18.047835822283027,0.015126355068219403,0.9614345548792568
188,0.05,395.0,Grid1296,1000.0,6.4738275970688735,0.006745645910006454,0.9937410957542514,39.980345777548656,0.04419108761223644,0.846295068583359
189,0.05,395.0,Grid2401,1000.0,19.188020972462844,0.009565917718525892,0.9199024136366571,83.04077024014657,0.08872794296309854,0.3748665288103067
190,0.05,395.0,Sobol1,1000.0,9.270293230641393,0.010826641251043519,0.9935790286184798,21.452556787673217,0.017466264656891568,0.9465444939684485
191,0.05,395.0,Sobol2,1000.0,18.251845735966903,0.018046419360788386,0.9798475743646994,18.08202038745788,0.01514587529751969,0.9612883222198119
