,ratio,rndint,dataset,kernel,length_scale,nu,alpha,periodicity,rmse_test,mape_test,r2_test,rmse_interpolation,mape_interpolation,r2_interpolation
0,0.2,678.0,Grid1296,RBF,1.0,-,-,-,20.139730214348447,0.018506227668437573,0.9125452463282514,367.0205411743064,0.4667515940893636,-12.19448602109741
1,0.2,678.0,Grid1296,Matern,1.0,1.5,-,-,7.5109781557413635,0.007746916649795264,0.9878362041791444,64.37601071653312,0.058401343692886735,0.5940618612950909
2,0.2,678.0,Grid1296,RQ,1.0,-,1.0,-,14.927262877861777,0.011668812895558224,0.9519562956403819,49.62936707174258,0.05770456444737883,0.7587378419986723
3,0.2,678.0,Grid1296,ESS,1.0,-,-,1.0,677.498188749862,1.0,-97.96745463310137,676.3092052856829,0.9929008979384584,-43.8025086333715
4,0.2,678.0,Grid2401,RBF,1.0,-,-,-,81.55119216315282,0.07177883223104922,-0.42736599048667023,483.65607942629754,0.6510451843776569,-20.705894016425585
5,0.2,678.0,Grid2401,Matern,1.0,1.5,-,-,26.95866425457877,0.015207744547880818,0.8440190876141491,33.35292025828824,0.03888600099874769,0.8967780388320831
6,0.2,678.0,Grid2401,RQ,1.0,-,1.0,-,21.591722008977104,0.014124481652045056,0.8999425854874898,86.83073961518959,0.09058168547919497,0.3003974616379844
7,0.2,678.0,Grid2401,ESS,1.0,-,-,1.0,81.55118258441468,0.07177882296694865,-0.42736565517914404,483.6560574440894,0.6510451527656919,-20.705892043356336
8,0.2,678.0,Sobol1,RBF,1.0,-,-,-,14.178982173897023,0.01451659409218969,0.9849739351109186,25.6690171997031,0.020318946968336613,0.9263395309160788
9,0.2,678.0,Sobol1,Matern,1.0,1.5,-,-,11.48327175465614,0.011863919122385047,0.9901443236735723,20.205370056887144,0.01621959520290684,0.9543595817172918
10,0.2,678.0,Sobol1,RQ,1.0,-,1.0,-,17.248071044565332,0.01703230695238848,0.9777650472093281,21.06438660830703,0.017950268945035312,0.95039635024258
11,0.2,678.0,Sobol1,ESS,1.0,-,-,1.0,652.4545414176415,0.9780344986776285,-30.816738881743117,676.5712175584302,0.98228708448538,-50.173254119971865
12,0.2,678.0,Sobol2,RBF,1.0,-,-,-,27.18627364870257,0.023904119586698743,0.9359230316439471,30.947300517402354,0.02474447789631313,0.8876266882761873
13,0.2,678.0,Sobol2,Matern,1.0,1.5,-,-,16.129576719662992,0.013616756820074918,0.9774447040958603,20.851140517107023,0.016980791738151327,0.9489874227239432
14,0.2,678.0,Sobol2,RQ,1.0,-,1.0,-,18.82735926247958,0.017888079163697137,0.9692686663625726,21.05033705625777,0.017941060679683544,0.9480080933924144
15,0.2,678.0,Sobol2,ESS,1.0,-,-,1.0,662.7801799985108,0.9860034107695962,-37.08391727966031,675.5936984113814,0.9828243051983627,-52.55361791045853
16,0.2,147.0,Grid1296,RBF,1.0,-,-,-,19.259208385485017,0.019878992958107744,0.9428385114846792,379.0343506252864,0.48340681465249086,-12.972814372309294
17,0.2,147.0,Grid1296,Matern,1.0,1.5,-,-,11.893830455674776,0.010216839553090428,0.978199314396868,63.66019841833307,0.05846557486285108,0.6058489167200338
18,0.2,147.0,Grid1296,RQ,1.0,-,1.0,-,25.387415465760924,0.019162927796478452,0.9006738400338159,51.247322400664544,0.05949967875637322,0.7445716448024642
19,0.2,147.0,Grid1296,ESS,1.0,-,-,1.0,19.25919948231566,0.01987898486702466,0.9428385643340264,379.03422473493987,0.4834066438412079,-12.97280509060621
20,0.2,147.0,Grid2401,RBF,1.0,-,-,-,703.8117754687352,1.0,-110.40286097230405,672.840277052085,1.0,-41.04665169814355
