,ratio,rndint,dataset,kernel,length_scale,nu,alpha,periodicity,rmse_test,mape_test,r2_test,rmse_interpolation,mape_interpolation,r2_interpolation
0,0.1,678.0,Grid1296,RBF,1.0,-,-,-,21.55549430303146,0.020291269696331004,0.9115616619036827,406.31925274042976,0.5253518000652113,-14.977311962472449
1,0.1,678.0,Grid1296,Matern,1.0,1.5,-,-,8.499377838382273,0.008168562695425815,0.9862501211255387,66.61043850013526,0.06046875144562681,0.5706084456493565
2,0.1,678.0,Grid1296,RQ,1.0,-,1.0,-,19.2388347540972,0.014626609246108577,0.9295498164558499,49.96518516975085,0.058479022172830714,0.7583961140039941
3,0.1,678.0,Grid1296,ESS,1.0,-,-,1.0,674.0313781130005,1.0,-85.47385683031544,676.0216746781039,0.9924118020900948,-43.22727216445106
4,0.1,678.0,Grid2401,RBF,1.0,-,-,-,89.04736615228556,0.07505423294836726,-0.9190500912923658,507.3874095853137,0.694878943727139,-22.57449900317757
5,0.1,678.0,Grid2401,Matern,1.0,1.5,-,-,12.576197557826365,0.012453895886146628,0.9617225624919485,41.5141382260014,0.05056530827448003,0.8421825021878558
6,0.1,678.0,Grid2401,RQ,1.0,-,1.0,-,14.73193361501332,0.012106857746732175,0.947475290341702,88.13163495785095,0.09305497003696665,0.2887426731578997
7,0.1,678.0,Grid2401,ESS,1.0,-,-,1.0,699.1005864731455,1.0,-117.28331485531159,671.5493655745853,0.9999999999999303,-40.29704582873258
8,0.1,678.0,Sobol1,RBF,1.0,-,-,-,14.450924631560081,0.01579260782983785,0.9863703075789795,23.652887067787066,0.019568390223392396,0.9366275026721889
9,0.1,678.0,Sobol1,Matern,1.0,1.5,-,-,12.73379592709679,0.012704746241966004,0.9894169571537303,19.960783907588578,0.01575882231697499,0.954867676602465
10,0.1,678.0,Sobol1,RQ,1.0,-,1.0,-,18.99340685538879,0.01862358788203817,0.9764549007247714,20.85867879473758,0.017460154453321466,0.9507159830673639
11,0.1,678.0,Sobol1,ESS,1.0,-,-,1.0,651.2204707995594,0.9893054084218782,-26.679030305895182,672.6703558195538,0.9787701075479951,-50.255099780658306
12,0.1,678.0,Sobol2,RBF,1.0,-,-,-,18.94059829353099,0.020882682956625154,0.9724925558486399,27.53112960802964,0.022337715664280045,0.9105772031558466
13,0.1,678.0,Sobol2,Matern,1.0,1.5,-,-,12.683896136058351,0.01223203318969538,0.9876641747817968,20.393457521175108,0.016308061349607914,0.9509338578913987
14,0.1,678.0,Sobol2,RQ,1.0,-,1.0,-,18.561945819566574,0.019448279333880426,0.9735813966398777,20.212272769142814,0.017044356400464575,0.9518018367730391
15,0.1,678.0,Sobol2,ESS,1.0,-,-,1.0,660.3936748740357,0.9968475907442395,-32.440184372727366,680.8241342231942,0.9939998254926263,-53.68523364804348
16,0.1,147.0,Grid1296,RBF,1.0,-,-,-,19.058921950898466,0.02065107954799113,0.9308080850783929,419.82599941565144,0.544056936026586,-16.05601332705884
17,0.1,147.0,Grid1296,Matern,1.0,1.5,-,-,5.668852643015377,0.00624702200592925,0.9938786244713922,66.50768543777716,0.06034937743093582,0.5719617954234371
18,0.1,147.0,Grid1296,RQ,1.0,-,1.0,-,12.71398884705352,0.010063418644636044,0.9692091031224471,49.38037778243505,0.0578704152750742,0.7640349500847393
19,0.1,147.0,Grid1296,ESS,1.0,-,-,1.0,19.058913111266854,0.020651071281118486,0.9308081492615505,419.8258776329965,0.5440567681163072,-16.056003431881848
20,0.1,147.0,Grid2401,RBF,1.0,-,-,-,711.3268818857113,1.0,-102.19292779976979,672.0039010325182,1.0,-40.12980703343883
21,0.1,147.0,Grid2401,Matern,1.0,1.5,-,-,30.115939446693044,0.015548345838735322,0.8150287114575457,35.1376698667109,0.04162700241287133,0.8875501190753662
22,0.1,147.0,Grid2401,RQ,1.0,-,1.0,-,16.83812655339325,0.013807368915903178,0.9421772117137094,87.95284506867033,0.09293280718469037,0.29544829784000093
23,0.1,147.0,Grid2401,ESS,1.0,-,-,1.0,87.16138260029787,0.06486233879826639,-0.5493863043017273,499.92780977538735,0.682778797606908,-21.76290448005692
24,0.1,147.0,Sobol1,RBF,1.0,-,-,-,14.260609627133729,0.014909838305430958,0.9836302271559955,24.185668382727837,0.020122109687766575,0.9326304362514746
25,0.1,147.0,Sobol1,Matern,1.0,1.5,-,-,11.619747391890721,0.011208188198699747,0.9891317444062806,20.089099153036358,0.015833046681301095,0.9535197482089944
