,ratio,rndint,dataset,kernel,length_scale,nu,alpha,periodicity,rmse_test,mape_test,r2_test,rmse_interpolation,mape_interpolation,r2_interpolation
0,0.35,678.0,Grid1296,RBF,1.0,-,-,-,23.570952285278356,0.019723017149667062,0.8997016280130871,296.12973154319934,0.36518907363817843,-7.672847167111788
1,0.35,678.0,Grid1296,Matern,1.0,1.5,-,-,9.0309163726793,0.008721809236291768,0.9852767641976926,61.36870217343676,0.05610826284659973,0.6275297887001314
2,0.35,678.0,Grid1296,RQ,1.0,-,1.0,-,18.004741494620703,0.014297273947297072,0.9414787752059752,50.672595091295776,0.05848792429341144,0.7460524892236209
3,0.35,678.0,Grid1296,ESS,1.0,-,-,1.0,679.5576961944098,1.0,-82.36663978991206,676.8177241251731,0.9940069149095759,-44.30447624311522
4,0.35,678.0,Grid2401,RBF,1.0,-,-,-,100.39904851957941,0.08328861447664299,-1.1844754988341504,448.0795433666533,0.5908124334856607,-18.0571219839458
5,0.35,678.0,Grid2401,Matern,1.0,1.5,-,-,27.376976138185782,0.017477158594161702,0.8375727322923904,31.110013841033062,0.03579916189397857,0.9081355480605574
6,0.35,678.0,Grid2401,RQ,1.0,-,1.0,-,22.281902820511785,0.015364753068234484,0.8924048895966691,85.74411052121103,0.08818084863299926,0.30216029044015347
7,0.35,678.0,Grid2401,ESS,1.0,-,-,1.0,703.6458145642761,1.0,-106.29913019279309,670.5556624466896,0.9910171262474582,-41.67924697254402
8,0.35,678.0,Sobol1,RBF,1.0,-,-,-,14.709207313045697,0.015109336996421084,0.9815494795645953,26.003542533217697,0.0214098752476104,0.9248254113132739
9,0.35,678.0,Sobol1,Matern,1.0,1.5,-,-,12.27485957806511,0.012089393391193031,0.9871511828722579,20.33271984650075,0.016619544887567648,0.9540382051549725
10,0.35,678.0,Sobol1,RQ,1.0,-,1.0,-,18.621747001062552,0.018315593166616802,0.9704286653062959,21.70187513456465,0.019103588322632998,0.9476398903862899
11,0.35,678.0,Sobol1,ESS,1.0,-,-,1.0,660.9116034065884,0.9949028646698581,-36.24919025668173,679.3152231704603,0.9961705838118233,-50.30370390733961
12,0.35,678.0,Sobol2,RBF,1.0,-,-,-,26.780961042194086,0.025409387293699848,0.9445390090352492,29.79796060517245,0.025164419260985303,0.899431730542373
