,ratio,rndint,dataset,kernel,mape_ist,r2_ist,mape_ost,r2_ost
807,0.1,530.0,Sobol2,RBF,0.030389766815504357,0.9346955619732864,0.023605333667538985,0.8882291300049887
808,0.1,530.0,Grid1296,Matern,0.008589420878786056,0.9923833560865484,0.060987551663371734,0.5773996026538539
809,0.1,530.0,Grid2401,Matern,0.016506918040328677,0.7808561786180475,0.04237125167650071,0.8893764341043909
810,0.1,530.0,Sobol1,Matern,0.00863971474723902,0.9917154587619357,0.01622550437522758,0.950565247237098
811,0.1,530.0,Sobol2,Matern,0.017912770113915056,0.9743460201152125,0.016403909351871204,0.9488139271288676
812,0.1,530.0,Grid1296,RQ,0.018464672755667093,0.9433138132094477,0.059624596042788636,0.7548965646481715
813,0.1,530.0,Grid2401,RQ,0.015052015312261103,0.8504522301538746,0.0951565724042772,0.2882029289938596
814,0.1,530.0,Sobol1,RQ,0.012415307797821263,0.9813480714888351,0.017664685552301565,0.9475556029281565
815,0.1,530.0,Sobol2,RQ,0.0230474094159891,0.9580154858579477,0.01698217535704763,0.9500900249974361
816,0.1,999.0,Grid1296,RBF,0.024679494483074348,0.8954202975288829,0.5488921259445918,-15.8865202750831
817,0.1,999.0,Grid2401,RBF,0.0680421884144576,-0.6463290586513033,0.7118154402974256,-22.6326156246948
818,0.1,999.0,Sobol1,RBF,0.014979979240658296,0.98056695900174,0.021336228365739722,0.9205513318979018
819,0.1,999.0,Sobol2,RBF,0.01867006823104915,0.9661260526222278,0.022693137899545714,0.9025017308620777
820,0.1,999.0,Grid1296,Matern,0.00866431028010571,0.9890587983502469,0.06111330894819598,0.5723492392590841
821,0.1,999.0,Grid2401,Matern,0.014573328318566538,0.7903400774908358,0.04513889862641995,0.8747094066468002
822,0.1,999.0,Sobol1,Matern,0.012217300728891859,0.9876752757217514,0.016389322248492672,0.949842582324741
823,0.1,999.0,Sobol2,Matern,0.010827654299447688,0.9867198084611353,0.016291138666414483,0.9499902700145865
824,0.1,999.0,Grid1296,RQ,0.017832083169751906,0.9231312845449677,0.05970437596037214,0.7531582610215933
825,0.1,999.0,Grid2401,RQ,0.012763783002123797,0.8612562000682688,0.0948080998269146,0.29441824339114864
826,0.1,999.0,Sobol1,RQ,0.018508022294989403,0.9698987663484082,0.017817536241957588,0.9467883306866894
827,0.1,999.0,Sobol2,RQ,0.014175946282635446,0.9838537887290344,0.016779627825027104,0.9515529754640476
828,0.1,794.0,Grid1296,RBF,1.0,-101.4637203067591,1.0,-43.214781562204614
829,0.1,794.0,Grid2401,RBF,1.0,-107.37438702574325,1.0,-39.39928014384073
830,0.1,794.0,Sobol1,RBF,1.0,-35.90108497305282,1.0,-53.9800661222328
831,0.1,794.0,Sobol2,RBF,1.0,-28.571578133504786,1.0,-55.45585703501171
832,0.1,794.0,Grid1296,Matern,1.0,-101.4637203067591,1.0,-43.214781562204614
833,0.1,794.0,Grid2401,Matern,1.0,-107.37438702574325,1.0,-39.39928014384073
834,0.1,794.0,Sobol1,Matern,0.01015128351011392,0.9912099441698771,0.016156174222622412,0.9507699627301819
835,0.1,794.0,Sobol2,Matern,0.9999999999999983,-28.571578133504683,0.9999998907414845,-55.45584627397246
836,0.1,794.0,Grid1296,RQ,0.008916549549453697,0.9734636102047122,0.05876395904506446,0.7610698003939659
837,0.1,794.0,Grid2401,RQ,0.019702098735352568,0.6608132380800729,0.09418257412691539,0.29902217605573134
838,0.1,794.0,Sobol1,RQ,0.015175584033541313,0.9773011171071981,0.017675375217765233,0.9474245239561836
839,0.1,794.0,Sobol2,RQ,0.02271911385056682,0.9656620438304876,0.016713933924511547,0.9510805794693189
840,0.1,936.0,Grid1296,RBF,0.020404392734074992,0.9369346523930612,0.5359555055430748,-15.162809040122603
841,0.1,936.0,Grid2401,RBF,0.05943431161122958,-0.3689194619832017,0.6844368944863604,-21.074148051771225
842,0.1,936.0,Sobol1,RBF,0.01263456628137481,0.9904760868351907,0.020066668225849432,0.9304271587822281
843,0.1,936.0,Sobol2,RBF,0.024564426996220072,0.9515094168243191,0.022941729554658674,0.8964470672849544
844,0.1,936.0,Grid1296,Matern,0.007622111348710477,0.9907072369974109,0.06093923923297159,0.5768417103012329
845,0.1,936.0,Grid2401,Matern,0.020139688922221937,0.6045252237817806,0.0374761133280839,0.9152998254760563
846,0.1,936.0,Sobol1,Matern,0.009465814540797333,0.9935548090262976,0.016068332737792918,0.9514045918106153
847,0.1,936.0,Sobol2,Matern,0.01683137761713017,0.9757976246620786,0.01637192193845477,0.9483073329541747
848,0.1,936.0,Grid1296,RQ,0.013843768927067639,0.957698873623186,0.05917043495589522,0.7595094180512032
849,0.1,936.0,Grid2401,RQ,0.01718886597041323,0.7046299007680912,0.09378011990331761,0.3065151981156372
850,0.1,936.0,Sobol1,RQ,0.01459863542163933,0.9805953036797268,0.0175027708439838,0.9481350921108409
851,0.1,936.0,Sobol2,RQ,0.020248392850564113,0.9657129930835389,0.01663042754691234,0.951393100355495
852,0.1,111.0,Grid1296,RBF,0.026215901875996733,0.8610393259009447,0.5516266455425145,-16.028826214278894
853,0.1,111.0,Grid2401,RBF,0.05961529892369959,-0.10977099873306284,0.6953846870624127,-21.663877339733702
854,0.1,111.0,Sobol1,RBF,0.011747817198778673,0.987586787807858,0.019969652503617978,0.9312560595038778
855,0.1,111.0,Sobol2,RBF,0.02628003649190078,0.9671153393953096,0.022600092678676756,0.9024334968868448
856,0.1,111.0,Grid1296,Matern,0.008448614080867169,0.9918512673639698,0.061547607093134296,0.5655949347091603
857,0.1,111.0,Grid2401,Matern,0.016133082085930284,0.8920605760331155,0.04678423544271775,0.8647794031496513
858,0.1,111.0,Sobol1,Matern,0.00819235642453003,0.9929366025292933,0.01621886343439402,0.950130307163343
859,0.1,111.0,Sobol2,Matern,0.020019768959494998,0.9766013437934181,0.016206210195365063,0.9500226673842255
860,0.1,111.0,Grid1296,RQ,0.016040018951068404,0.951598992826459,0.05956731187391262,0.7554929315562738
861,0.1,111.0,Grid2401,RQ,0.014404301416003094,0.9357300553021916,0.09608091564217551,0.27675975365902294
862,0.1,111.0,Sobol1,RQ,0.011018266008904163,0.9879076089923298,0.01766263579323723,0.9471717796288007
863,0.1,111.0,Sobol2,RQ,0.026256165960687444,0.9585419394532377,0.016836322333036318,0.9506326331366731
864,0.1,816.0,Grid1296,RBF,0.025156920360952916,0.9281390553353499,0.5491821254147309,-15.902789128172888
865,0.1,816.0,Grid2401,RBF,0.075919067997843,-1.0123124453224945,0.7112095207463304,-22.574276617550456
866,0.1,816.0,Sobol1,RBF,0.013286380727457584,0.9855369507998089,0.020026577485195967,0.93072756662872
867,0.1,816.0,Sobol2,RBF,0.021559954381707776,0.9668277594921105,0.02262039166947163,0.9023941794762512
868,0.1,816.0,Grid1296,Matern,0.00924269191235139,0.9901232503266766,0.061366784973923214,0.5675786268540595
869,0.1,816.0,Grid2401,Matern,0.014687405497802284,0.8126088154350076,0.04490619608888949,0.8763238994242873
870,0.1,816.0,Sobol1,Matern,0.009007109694738433,0.993290912873391,0.016219987808915703,0.9502480444945643
871,0.1,816.0,Sobol2,Matern,0.014432377264336386,0.9840188180662053,0.016177684596570516,0.9503960469696834
872,0.1,816.0,Grid1296,RQ,0.015474847687569376,0.9544665877312488,0.05936163903215673,0.7563513106065246
873,0.1,816.0,Grid2401,RQ,0.01481228185308679,0.851393429938689,0.09568748678647024,0.28063655538738697
874,0.1,816.0,Sobol1,RQ,0.012758076696421629,0.9855290639123222,0.017601402624361457,0.9470421831626132
875,0.1,816.0,Sobol2,RQ,0.018903796440607062,0.9680554255305449,0.016672721080961243,0.9513916510247946
876,0.1,968.0,Grid1296,RBF,0.020204513517217006,0.8597408768573009,0.5387720715651401,-15.335909371695827
877,0.1,968.0,Grid2401,RBF,0.0641427444649131,-0.15939620021016832,0.6973160972217274,-21.780614862617483
878,0.1,968.0,Sobol1,RBF,0.014086079212922304,0.9790916437718481,0.02086312842723534,0.9241417790634864
879,0.1,968.0,Sobol2,RBF,0.02143877891785682,0.96781179300979,0.022075080911870555,0.9054195986629542
880,0.1,968.0,Grid1296,Matern,0.0059202457156512945,0.9933887146382697,0.06100573522917983,0.5680363359647449
881,0.1,968.0,Grid2401,Matern,0.014244677638179219,0.8723001021473955,0.04673745893012321,0.8659851513556356
882,0.1,968.0,Sobol1,Matern,0.009414272366012149,0.9914116047488526,0.01663760092663133,0.9487741633023992
883,0.1,968.0,Sobol2,Matern,0.014483836405841102,0.9852691984681354,0.016571844380804564,0.9486371692488297
884,0.1,968.0,Grid1296,RQ,0.008667073003254162,0.9763639491654181,0.058830625869184805,0.7614805476307783
885,0.1,968.0,Grid2401,RQ,0.012807425261706015,0.9476094025811646,0.09552834855425187,0.28569837968136447
886,0.1,968.0,Sobol1,RQ,0.012079643189453423,0.9854014016933286,0.017821101965286575,0.9463626177035176
887,0.1,968.0,Sobol2,RQ,0.019228561676563265,0.9760333805240226,0.017159936070357876,0.9493055070769283
888,0.1,48.0,Grid1296,RBF,0.02547428285792192,0.8440914722292157,0.5391705464492789,-15.330430898215845
889,0.1,48.0,Grid2401,RBF,0.06603624019620326,-0.6874607524138279,0.6936885881948952,-21.59219830760908
890,0.1,48.0,Sobol1,RBF,0.01371070356874238,0.9799075467748105,0.021265696430763835,0.9166420187657567
891,0.1,48.0,Sobol2,RBF,0.02384348559699036,0.9678968238525623,0.02280506473431951,0.8972632029792202
892,0.1,48.0,Grid1296,Matern,0.006613677648065211,0.9939306867601766,0.061017649131037494,0.5703482742446344
893,0.1,48.0,Grid2401,Matern,0.022108492223174653,0.6016899189104631,0.039351715894391084,0.9052522815752869
894,0.1,48.0,Sobol1,Matern,0.009464380887217004,0.9913700790461212,0.016452803482428804,0.9495983595719505
895,0.1,48.0,Sobol2,Matern,0.018326903931473588,0.9738345778838383,0.016330590870012686,0.9487289085712818
896,0.1,48.0,Grid1296,RQ,0.011623259085654607,0.9597462708982286,0.05892527405518985,0.7599938332943214
897,0.1,48.0,Grid2401,RQ,0.016528455095903796,0.799763603122763,0.09450066624669756,0.2968438640559583
898,0.1,48.0,Sobol1,RQ,0.014183025534406743,0.9789849025867678,0.01796672397116963,0.946316678692385
899,0.1,48.0,Sobol2,RQ,0.0272750278615059,0.9507266735290586,0.01691134878367376,0.9496936323404329
900,0.1,986.0,Grid1296,RBF,0.9999999999998265,-63.862013820455786,0.9998643233198368,-43.20436330582771
901,0.1,986.0,Grid2401,RBF,0.9999999999997832,-116.975985875559,0.9998525342010911,-39.38644040707234
902,0.1,986.0,Sobol1,RBF,0.01766033253465536,0.9457944718790513,0.020603778252311182,0.918769975613072
903,0.1,986.0,Sobol2,RBF,0.01880032061346291,0.973288298897863,0.021886615708645255,0.9057667367120602
904,0.1,986.0,Grid1296,Matern,0.0072748548305662745,0.9933450756714319,0.06160044234527029,0.566192445572909
905,0.1,986.0,Grid2401,Matern,0.01825732049274839,0.6645412254430061,0.03858924154351483,0.9086552813669911
906,0.1,986.0,Sobol1,Matern,0.0137346526308963,0.9757672251592229,0.016191211614553717,0.9501220891492563
907,0.1,986.0,Sobol2,Matern,0.013079103098798818,0.9849024959708266,0.01624659475800907,0.9497678663861217
908,0.1,986.0,Grid1296,RQ,0.01352763812097875,0.9557667632822542,0.05957226923996851,0.7551420742256237
909,0.1,986.0,Grid2401,RQ,0.016226414840826115,0.7286609590152155,0.09408175467798108,0.30251777001658486
910,0.1,986.0,Sobol1,RQ,0.01806393636063649,0.9621593324476452,0.017759959640677093,0.9461862652585935
911,0.1,986.0,Sobol2,RQ,0.020882345912274634,0.9674517100733865,0.0169352051856751,0.9503272931991116
912,0.1,829.0,Grid1296,RBF,0.024392315228122647,0.7763511390438411,0.5456298754687223,-15.693032372642264
913,0.1,829.0,Grid2401,RBF,0.07454588876751263,-1.7649067841336588,0.7097385371819439,-22.51333612183244
914,0.1,829.0,Sobol1,RBF,0.016020336316894528,0.9766488530880985,0.020510468265554457,0.9276715973943398
915,0.1,829.0,Sobol2,RBF,0.02761450471786684,0.9592021484216242,0.023249073627629416,0.8966275868810074
916,0.1,829.0,Grid1296,Matern,0.0073300903833344744,0.9893804835907455,0.06137857506894763,0.5670050161411022
917,0.1,829.0,Grid2401,Matern,0.015044833957343514,0.7846124666250744,0.04798502037348581,0.8591726670361266
918,0.1,829.0,Sobol1,Matern,0.011323311113424708,0.9883590564432644,0.016094103692193957,0.9510289278028735
919,0.1,829.0,Sobol2,Matern,0.02145239415715429,0.9749441154284388,0.016634860315485597,0.9483818531275447
920,0.1,829.0,Grid1296,RQ,0.011318785714469136,0.9557733737266811,0.05871462318042212,0.7625253596802383
921,0.1,829.0,Grid2401,RQ,0.012956712361653347,0.9389781320125353,0.0955965339108326,0.283359013889673
922,0.1,829.0,Sobol1,RQ,0.017245292079461655,0.9693350331090063,0.01756621343766077,0.9479358731773134
923,0.1,829.0,Sobol2,RQ,0.02897800105723555,0.9543106247003482,0.01709981052531629,0.9491613964544721
924,0.1,996.0,Grid1296,RBF,0.022164182094970373,0.938768531222616,0.536939861093991,-15.213469008778123
925,0.1,996.0,Grid2401,RBF,0.07461002784075911,-0.8555671055943055,0.7055281193865014,-22.252824598343604
926,0.1,996.0,Sobol1,RBF,0.01217430458253237,0.9897621300957129,0.019998264808063514,0.9325495001757795
927,0.1,996.0,Sobol2,RBF,0.020165773779006232,0.9665563674147215,0.023500483137494522,0.8967952823870433
928,0.1,996.0,Grid1296,Matern,0.008701016282583534,0.9870223151615656,0.06076256145907406,0.5772690154876822
929,0.1,996.0,Grid2401,Matern,0.020854327118873663,0.6786083646054777,0.04215113035427847,0.8859420999519009
930,0.1,996.0,Sobol1,Matern,0.010911485625245737,0.9910620760532749,0.016150545048086443,0.9507817745778446
931,0.1,996.0,Sobol2,Matern,0.010086550886031387,0.9920445638694699,0.016347257083808155,0.9497660007248333
932,0.1,996.0,Grid1296,RQ,0.017089126206043522,0.9387918255391855,0.059582283297629664,0.7543906118394232
933,0.1,996.0,Grid2401,RQ,0.014997704374490958,0.9233454943817659,0.09569162870853713,0.28185155466948086
934,0.1,996.0,Sobol1,RQ,0.016113774324110177,0.9778688400130618,0.017678777114457308,0.9469174755960411
935,0.1,996.0,Sobol2,RQ,0.01385264507485103,0.9845082426470401,0.0170043216288783,0.9506079046519078
936,0.1,272.0,Grid1296,RBF,0.02137760794249029,0.9119529309352092,0.5430903329547004,-15.580130741471319
937,0.1,272.0,Grid2401,RBF,0.07050592450884459,-0.8926589332973203,0.7108342584421992,-22.549402939494243
938,0.1,272.0,Sobol1,RBF,0.01767172987028675,0.9475591534344667,0.020997037029419484,0.9163679240615238
939,0.1,272.0,Sobol2,RBF,0.02767538142526772,0.9530269004726544,0.023145839314649634,0.8916515660515176
940,0.1,272.0,Grid1296,Matern,0.00780781142790347,0.9869145336873644,0.06173926940966216,0.5661164982285545
941,0.1,272.0,Grid2401,Matern,0.015435914977451344,0.7822172797272312,0.044291097278142254,0.8795440245252126
942,0.1,272.0,Sobol1,Matern,0.014105482527491716,0.973407374713981,0.016335992924353657,0.9493745814071333
943,0.1,272.0,Sobol2,Matern,0.017333498597390553,0.9805091852177628,0.01642967661654863,0.9488425718886061
944,0.1,272.0,Grid1296,RQ,0.013451240583463999,0.9440581249786187,0.05929847514317817,0.7586545383011696
945,0.1,272.0,Grid2401,RQ,0.014441902327684839,0.8399930231943598,0.09601687242957922,0.276562464530134
946,0.1,272.0,Sobol1,RQ,0.017708166456267372,0.9657192072203012,0.01769553207900655,0.9469554814409852
947,0.1,272.0,Sobol2,RQ,0.02453462884776206,0.9675706995309231,0.017028717561947543,0.9501328656885413
948,0.1,759.0,Grid1296,RBF,1.0,-90.66985228904662,1.0,-43.214781562204614
949,0.1,759.0,Grid2401,RBF,1.0,-95.67435792046271,1.0,-39.39928014384073
950,0.1,759.0,Sobol1,RBF,1.0,-35.68500169194134,1.0,-53.9800661222328
951,0.1,759.0,Sobol2,RBF,1.0,-34.38870247964048,1.0,-55.45585703501171
952,0.1,759.0,Grid1296,Matern,0.007257698612983555,0.9910686382347077,0.06128260915784791,0.5703135161242188
953,0.1,759.0,Grid2401,Matern,1.0,-95.67435792046271,1.0,-39.39928014384073
954,0.1,759.0,Sobol1,Matern,0.00912230653268624,0.9933652322310179,0.016019362520960506,0.9514410309398982
955,0.1,759.0,Sobol2,Matern,0.013878262211197407,0.9564979598602295,0.01577407407989218,0.9523459096988621
956,0.1,759.0,Grid1296,RQ,0.010513658684824812,0.970605939841192,0.0588555750188268,0.7617034999424342
957,0.1,759.0,Grid2401,RQ,0.015050613991468044,0.8467266913380719,0.09425034860417038,0.30101578860506184
958,0.1,759.0,Sobol1,RQ,0.013956198407248757,0.9820121923175689,0.017426399558362823,0.9484135236674142
959,0.1,759.0,Sobol2,RQ,0.018460921462672378,0.9516127650583026,0.01654572040060727,0.9515668515253393
960,0.1,390.0,Grid1296,RBF,0.023242349800795824,0.8983241114863969,0.5505679599124601,-15.9798016267376
961,0.1,390.0,Grid2401,RBF,0.06574418451351183,-0.7811898128700447,0.7004622878672854,-21.992526091000315
962,0.1,390.0,Sobol1,RBF,0.01247479836947867,0.9827082294027609,0.020389667671976214,0.927466725903884
963,0.1,390.0,Sobol2,RBF,0.02707262121514273,0.9523332276922617,0.023132145822095808,0.8901633770053875
964,0.1,390.0,Grid1296,Matern,0.00804411234970162,0.9893132359906734,0.061532476136146104,0.5666214045298287
965,0.1,390.0,Grid2401,Matern,0.017119815398078605,0.7671037253570455,0.041776952519089805,0.8918540016031131
966,0.1,390.0,Sobol1,Matern,0.008594749192632627,0.9940926565778762,0.016161590936165655,0.9507666217773352
967,0.1,390.0,Sobol2,Matern,0.019017454156424973,0.9729043692899485,0.016605344539695675,0.9484159964587727
968,0.1,390.0,Grid1296,RQ,0.01448094436871433,0.9451777877673968,0.05955670690540458,0.755676932600142
969,0.1,390.0,Grid2401,RQ,0.016156696497168922,0.8208481963945994,0.0945737867411731,0.29676771259378587
970,0.1,390.0,Sobol1,RQ,0.012204267941749345,0.9874487675545527,0.01762826575344624,0.9476971644601347
971,0.1,390.0,Sobol2,RQ,0.02329850841383978,0.9591758556779989,0.01694624299293932,0.9500773963301465
972,0.1,930.0,Grid1296,RBF,0.019643539752104703,0.9171686263973402,0.5489402061452255,-15.904506979105317
973,0.1,930.0,Grid2401,RBF,1.0,-93.72399649974636,1.0,-39.39928014384073
974,0.1,930.0,Sobol1,RBF,0.011508866533996177,0.9882874122624777,0.02025566827985803,0.9285900096684203
975,0.1,930.0,Sobol2,RBF,0.017436954876689094,0.9637669834936303,0.02250305496675288,0.9000715301057081
976,0.1,930.0,Grid1296,Matern,0.006071016059303763,0.9942152786643135,0.06118054433335276,0.5689778415462776
977,0.1,930.0,Grid2401,Matern,0.019460209401959146,0.7325339191101499,0.04028927868698206,0.8986342133864215
978,0.1,930.0,Sobol1,Matern,0.007629502083828099,0.9952756859149522,0.016201535649293625,0.9506059634457622
979,0.1,930.0,Sobol2,Matern,0.010191982078897445,0.9901325365509492,0.01640378307348175,0.9490717154598287
980,0.1,930.0,Grid1296,RQ,0.009428574751891535,0.9729471083892356,0.05890285059993132,0.7607344181159925
981,0.1,930.0,Grid2401,RQ,0.015011223315260494,0.8869301774368105,0.09525967456379492,0.28750953122802003
982,0.1,930.0,Sobol1,RQ,0.009127661156923107,0.9918820613133252,0.017520199835437587,0.9478017402125102
983,0.1,930.0,Sobol2,RQ,0.014975751769963094,0.9816670267363601,0.016807889144748872,0.950868912858362
984,0.1,633.0,Grid1296,RBF,1.0,-87.5857472901718,1.0,-43.214781562204614
985,0.1,633.0,Grid2401,RBF,1.0,-105.29703006833311,1.0,-39.39928014384073
986,0.1,633.0,Sobol1,RBF,1.0,-40.0075350562199,1.0,-53.9800661222328
987,0.1,633.0,Sobol2,RBF,1.0,-24.463395679528094,1.0,-55.45585703501171
988,0.1,633.0,Grid1296,Matern,0.9999999999983514,-87.5857472898748,0.9999958493785632,-43.214441554279404
989,0.1,633.0,Grid2401,Matern,0.9999999999979587,-105.29703006789627,0.9999863683664251,-39.397831753043626
990,0.1,633.0,Sobol1,Matern,0.9999999999999994,-40.00753505621985,0.9999834740935393,-53.97792072889819
991,0.1,633.0,Sobol2,Matern,0.01838733569533015,0.980097909274957,0.0161739533014096,0.9500943360352312
992,0.1,633.0,Grid1296,RQ,0.010562152264600671,0.9767339943641762,0.05892118192991706,0.7619073701218991
993,0.1,633.0,Grid2401,RQ,0.013692028970545621,0.9034417926536604,0.0950158099735092,0.2912340652337265
994,0.1,633.0,Sobol1,RQ,0.011889954980652654,0.9853404097007314,0.017491783641893334,0.9479561626332798
995,0.1,633.0,Sobol2,RQ,0.02699788744062826,0.9628782447834566,0.01699964805059999,0.9502491515002224
996,0.1,928.0,Grid1296,RBF,0.01974421285051973,0.8661526687215934,0.5390480582965639,-15.340074416260297
997,0.1,928.0,Grid2401,RBF,0.055784161618642816,-0.3668517504676265,0.6890042936896812,-21.339892767208113
998,0.1,928.0,Sobol1,RBF,0.012582139984910682,0.9766423244189352,0.020666519223264346,0.9252840056937783
999,0.1,928.0,Sobol2,RBF,0.029393281489538764,0.9383730466156703,0.023103200418234576,0.8867162342768251
1000,0.1,928.0,Grid1296,Matern,0.0071889787305021,0.9885611800805465,0.06089218528192886,0.5714586434452605
1001,0.1,928.0,Grid2401,Matern,0.015802216781812706,0.8280315461475343,0.04302658124685079,0.8857782674411278
1002,0.1,928.0,Sobol1,Matern,0.008026417520602874,0.9926017430015339,0.016401343943620996,0.9493592351403964
1003,0.1,928.0,Sobol2,Matern,0.02437196743679552,0.9585338180981345,0.01616703615273224,0.9486477686850489
1004,0.1,928.0,Grid1296,RQ,0.0102161797266634,0.9611497993588459,0.05879095527207049,0.7618511956337928
1005,0.1,928.0,Grid2401,RQ,0.01291785273527923,0.8989343852490927,0.09484263627005333,0.29389021342814947
1006,0.1,928.0,Sobol1,RQ,0.010509214690892249,0.9884207337543078,0.017749421296549543,0.9467970174782128
1007,0.1,928.0,Sobol2,RQ,0.029569453654496747,0.9364207561341523,0.016942086455117543,0.949772776853052
1008,0.1,854.0,Grid1296,RBF,0.02181914854364641,0.9389948093179991,0.5315758417964412,-14.912254127435158
1009,0.1,854.0,Grid2401,RBF,0.05891583156070381,-0.14733465891944997,0.7031531307291419,-22.119325377643946
1010,0.1,854.0,Sobol1,RBF,0.0144752397532312,0.9720599060122612,0.019987558994226023,0.9284354395129717
1011,0.1,854.0,Sobol2,RBF,0.021498316294606783,0.9603066409922042,0.02242173542973691,0.8987123208301268
1012,0.1,854.0,Grid1296,Matern,0.009559733289270836,0.9889369295676517,0.06140718364763881,0.5651916059868043
1013,0.1,854.0,Grid2401,Matern,0.015122665548751798,0.7813525886687938,0.04136869257177667,0.8952691127040853
1014,0.1,854.0,Sobol1,Matern,0.010176121685972206,0.9880681579960426,0.01614205771797833,0.9509734028068076
1015,0.1,854.0,Sobol2,Matern,0.013617571790295966,0.9840956179657541,0.016231300767219035,0.9496423646135479
1016,0.1,854.0,Grid1296,RQ,0.01913282971077166,0.9284409312217882,0.059661428449916246,0.7532821664346216
1017,0.1,854.0,Grid2401,RQ,0.014402181919945497,0.839290713378458,0.09560197818530419,0.28179887748683097
1018,0.1,854.0,Sobol1,RQ,0.015307327305721824,0.9729580611520582,0.01762685460376741,0.9474013966045481
1019,0.1,854.0,Sobol2,RQ,0.018647209452938643,0.9699556013893226,0.01671056910165592,0.9514365053717166
1020,0.1,554.0,Grid1296,RBF,0.015294056307760909,0.9518061332909059,0.5301595804870683,-14.861651954599214
1021,0.1,554.0,Grid2401,RBF,0.06257897261731481,-0.25693751580335444,0.7088354636506985,-22.454114923728046
1022,0.1,554.0,Sobol1,RBF,0.013161967376751594,0.9798946513898172,0.020560828154856846,0.921506498059459
1023,0.1,554.0,Sobol2,RBF,0.024277347841590996,0.9590484610741595,0.02287305704296474,0.9011974538891305
1024,0.1,554.0,Grid1296,Matern,0.006193189787680201,0.9937450329328024,0.060766062885690336,0.5737342958667974
1025,0.1,554.0,Grid2401,Matern,0.013874004165197986,0.8342479907301495,0.046360341109629895,0.8688011922751514
1026,0.1,554.0,Sobol1,Matern,0.008213112947086812,0.9925047907777979,0.016274516535932478,0.9492949141018243
1027,0.1,554.0,Sobol2,Matern,0.018455276842464494,0.9725558745532533,0.016455619828382888,0.9490210683754476
1028,0.1,554.0,Grid1296,RQ,0.008815437318352309,0.9780560989852222,0.058654872751588025,0.7632029723430984
1029,0.1,554.0,Grid2401,RQ,0.012669876876754008,0.8982277550596263,0.09548013846866338,0.28437942776955705
1030,0.1,554.0,Sobol1,RQ,0.010458344749439031,0.9887890400878996,0.017529448142645922,0.9477582789517871
1031,0.1,554.0,Sobol2,RQ,0.02649343632282011,0.9484309268406622,0.016915412271684444,0.9500327430027279
1032,0.1,562.0,Grid1296,RBF,1.0,-58.23154698685295,1.0,-43.214781562204614
1033,0.1,562.0,Grid2401,RBF,1.0,-103.99056782004564,1.0,-39.39928014384073
1034,0.1,562.0,Sobol1,RBF,1.0,-30.755068129172184,1.0,-53.9800661222328
1035,0.1,562.0,Sobol2,RBF,1.0,-35.00830890872055,1.0,-55.45585703501171
1036,0.1,562.0,Grid1296,Matern,0.010927523860361712,0.9811860481239675,0.0609136028272134,0.5816655943755615
1037,0.1,562.0,Grid2401,Matern,0.02148317899905289,0.6800495829238657,0.03764327986280332,0.9118350627945775
1038,0.1,562.0,Sobol1,Matern,0.008444409694108718,0.995178935194744,0.016364903401794882,0.9500658108364854
1039,0.1,562.0,Sobol2,Matern,0.01348401981047224,0.9800031018053577,0.016276219589092818,0.9502096589794125
1040,0.1,562.0,Grid1296,RQ,0.018349805404469344,0.9278614294600096,0.05923021513773473,0.7577536628962955
1041,0.1,562.0,Grid2401,RQ,0.01529881477302518,0.8399307871058387,0.09492601141961388,0.2912284784726483
1042,0.1,562.0,Sobol1,RQ,0.013917954656066994,0.9854050137602709,0.01766094217749666,0.9480300413361329
1043,0.1,562.0,Sobol2,RQ,0.0190969354098591,0.9671486743797267,0.01683857638871924,0.9505634475399234
1044,0.1,78.0,Grid1296,RBF,0.02482522871470791,0.9136760181265678,0.5440642464548836,-15.587589427826213
1045,0.1,78.0,Grid2401,RBF,0.07318418091731989,-0.5184391144602247,0.7003456135942054,-21.94798298405179
1046,0.1,78.0,Sobol1,RBF,0.013496965581082463,0.9821518291381218,0.020664581907437952,0.9255929453633526
1047,0.1,78.0,Sobol2,RBF,0.028829385388599835,0.9604407894430649,0.0227445920018635,0.9023931455741444
1048,0.1,78.0,Grid1296,Matern,0.010241189803358683,0.9871766212528633,0.061053545789954845,0.5765169654677187
1049,0.1,78.0,Grid2401,Matern,0.01620217905916214,0.8175892037806739,0.04239497574264321,0.8900731829731652
1050,0.1,78.0,Sobol1,Matern,0.0099161592633126,0.9885077241805286,0.01627621091082579,0.9495985295960623
1051,0.1,78.0,Sobol2,Matern,0.021845452561495032,0.9728538795165729,0.01640270267377607,0.9494087986780205
1052,0.1,78.0,Grid1296,RQ,0.021828010258581092,0.9134649100898385,0.06004664823967593,0.7497668359241141
1053,0.1,78.0,Grid2401,RQ,0.018497670378408205,0.8184524400666942,0.09599608806365593,0.27561280061567606
1054,0.1,78.0,Sobol1,RQ,0.014241155021436946,0.9773016043460454,0.01763651815606896,0.9468292205873313
1055,0.1,78.0,Sobol2,RQ,0.03125849153136035,0.9467444763348022,0.017209286324147827,0.9498478207830741
1056,0.1,222.0,Grid1296,RBF,1.0,-104.8642512642771,1.0,-43.214781562204614
1057,0.1,222.0,Grid2401,RBF,1.0,-97.54526547212066,1.0,-39.39928014384073
1058,0.1,222.0,Sobol1,RBF,1.0,-40.01975550603761,1.0,-53.9800661222328
