,ratio,rndint,dataset,kernel,length_scale,nu,alpha,periodicity,rmse_test,mape_test,r2_test,rmse_interpolation,mape_interpolation,r2_interpolation
0,0.25,678.0,Grid1296,RBF,1.0,-,-,-,19.485885273378134,0.017605568508604966,0.9205454639572237,339.58687204274764,0.4273322508830957,-10.347470729284305
1,0.25,678.0,Grid1296,Matern,1.0,1.5,-,-,7.791881695078955,0.007795660423607071,0.987295338054511,63.33066751818866,0.057596664973661185,0.6053379049288433
2,0.25,678.0,Grid1296,RQ,1.0,-,1.0,-,15.907148485811168,0.01271686375693733,0.9470503512343423,49.89776771137755,0.057902817300491204,0.7550037033478132
3,0.25,678.0,Grid1296,ESS,1.0,-,-,1.0,676.8584589038821,1.0,-94.86810329490366,676.390195173502,0.9933191903111084,-44.01859043990138
4,0.25,678.0,Grid2401,RBF,1.0,-,-,-,83.33249069860132,0.07134413834648935,-0.44197170770523386,468.2779956295407,0.6246804514439936,-19.470039358127032
5,0.25,678.0,Grid2401,Matern,1.0,1.5,-,-,27.263325020299668,0.01577181776092734,0.845657455264509,31.639931265913738,0.03660677255026915,0.9065493688488158
6,0.25,678.0,Grid2401,RQ,1.0,-,1.0,-,20.832403992824254,0.014368378423298578,0.909882986137206,86.1102232929886,0.089422498415677,0.3078175130129144
7,0.25,678.0,Grid2401,ESS,1.0,-,-,1.0,703.9240546998997,1.0,-101.89153040113003,673.3068547841302,0.999898247214552,-41.319180394585814
8,0.25,678.0,Sobol1,RBF,1.0,-,-,-,14.703954691951065,0.0152757611150226,0.9831352098904649,25.54233593174906,0.020579896400066834,0.9274419396178613
9,0.25,678.0,Sobol1,Matern,1.0,1.5,-,-,12.933495569281035,0.012751948485282305,0.986951984433031,20.209981086317693,0.016341073206403697,0.9545748621432625
10,0.25,678.0,Sobol1,RQ,1.0,-,1.0,-,19.297868954935353,0.01894660763459414,0.9709509900879002,21.34634520123678,0.018432403035730682,0.9493229300978491
11,0.25,678.0,Sobol1,ESS,1.0,-,-,1.0,658.2789091927275,0.9933876241637606,-32.80123049250822,679.0445467257636,0.9944003744701729,-50.28152970234007
12,0.25,678.0,Sobol2,RBF,1.0,-,-,-,27.68562126499251,0.02521721358686743,0.9358280905178464,31.4322684004575,0.025310637491669414,0.8853148020466026
13,0.25,678.0,Sobol2,Matern,1.0,1.5,-,-,17.2387843477074,0.014522772961783595,0.9751200393703611,20.901914970312752,0.017046234856476012,0.9492859758198585
14,0.25,678.0,Sobol2,RQ,1.0,-,1.0,-,20.6301403386444,0.019356296346532412,0.9643679524023255,21.24983544863372,0.018246338295201503,0.9475836153509057
15,0.25,678.0,Sobol2,ESS,1.0,-,-,1.0,661.3457964242252,0.9869482390931045,-35.61791482421044,675.5860570768773,0.9835154311901079,-51.980649223071524
16,0.25,147.0,Grid1296,RBF,1.0,-,-,-,20.032793551520975,0.021386362697892337,0.940020050003145,365.6375824250655,0.46359588246036404,-12.036082352359454
17,0.25,147.0,Grid1296,Matern,1.0,1.5,-,-,12.002394326542065,0.01053289880817082,0.978469265258523,62.01918203048746,0.05739987587783982,0.624942800972772
18,0.25,147.0,Grid1296,RQ,1.0,-,1.0,-,26.687503746769252,0.020562949240644956,0.8935516399102337,51.98554448132834,0.06004805527189627,0.7364817899628038
19,0.25,147.0,Grid1296,ESS,1.0,-,-,1.0,20.032783297364887,0.021386352247056165,0.940020111406824,365.63744438985776,0.4635956954846483,-12.036072509618544
20,0.25,147.0,Grid2401,RBF,1.0,-,-,-,704.2295425512423,1.0,-107.38924732962194,673.4065521378396,1.0,-41.40020990922643
21,0.25,147.0,Grid2401,Matern,1.0,1.5,-,-,35.825659387056696,0.017766968317042674,0.7194914483139268,32.11203332371496,0.03610499277220052,0.9035840370916117
22,0.25,147.0,Grid2401,RQ,1.0,-,1.0,-,20.424653843193823,0.014880839561006994,0.9088268141592871,86.47358166428185,0.08987110661490251,0.30083411989329933
23,0.25,147.0,Grid2401,ESS,1.0,-,-,1.0,97.06773581016961,0.06572989323022387,-1.0592426270028699,453.37695357832007,0.6023674594733922,-18.219063033771032
24,0.25,147.0,Sobol1,RBF,1.0,-,-,-,19.19986919602905,0.015344559502730731,0.9685967763130313,28.4136458943878,0.021828361646617795,0.9087159389574941
25,0.25,147.0,Sobol1,Matern,1.0,1.5,-,-,12.72151040288681,0.011076939090917367,0.9862134675437976,20.69463363509887,0.016492211541434924,0.9515764628407816
26,0.25,147.0,Sobol1,RQ,1.0,-,1.0,-,18.214473892002122,0.015999000698918665,0.9717374752348636,21.961675173934314,0.018716828441390786,0.9454654225076411
27,0.25,147.0,Sobol1,ESS,1.0,-,-,1.0,19.199855503143276,0.01534455094720045,0.9685968211050658,28.413630074277865,0.021828351567471534,0.908716040607489
28,0.25,147.0,Sobol2,RBF,1.0,-,-,-,24.038384336200814,0.024759951517503955,0.955467524407538,27.77652066909332,0.02290475452643242,0.9115856877076801
29,0.25,147.0,Sobol2,Matern,1.0,1.5,-,-,17.957117442061723,0.016822394323601345,0.9751492479950975,19.927604889338113,0.016425692900877188,0.9544931167458598
30,0.25,147.0,Sobol2,RQ,1.0,-,1.0,-,25.515930159303576,0.02604072961329829,0.9498248015468513,20.992783100047834,0.01847547188122775,0.9494981925550183
31,0.25,147.0,Sobol2,ESS,1.0,-,-,1.0,24.03837609509915,0.02475994220228554,0.9554675549417528,27.776510983471322,0.02290474635614005,0.9115857493674876
32,0.25,561.0,Grid1296,RBF,1.0,-,-,-,22.468389562075682,0.019954458555862607,0.9007294858969376,344.7834920124937,0.43452713385193215,-10.674435134162099
33,0.25,561.0,Grid1296,Matern,1.0,1.5,-,-,7.276863039425533,0.007544661333755146,0.9895872657976931,62.55831691455341,0.056601961222220824,0.615662235037707
34,0.25,561.0,Grid1296,RQ,1.0,-,1.0,-,14.234761512185498,0.010884196105240617,0.9601547302320642,49.49100694644412,0.057387825943866475,0.7594554460267784
35,0.25,561.0,Grid1296,ESS,1.0,-,-,1.0,685.9878103536607,1.0,-91.53567086477611,666.8624403991133,0.9704062249144519,-42.673245142229746
36,0.25,561.0,Grid2401,RBF,1.0,-,-,-,56.535896678275535,0.04168330676667888,0.31997069446476145,396.7291069910016,0.5234607069927844,-13.700926138296339
37,0.25,561.0,Grid2401,Matern,1.0,1.5,-,-,35.364561113726495,0.016220278777368424,0.7339179333690794,32.716635017545734,0.03732934431119666,0.9000244448613902
38,0.25,561.0,Grid2401,RQ,1.0,-,1.0,-,30.436112600338245,0.016657633616911482,0.8029132518624488,85.61739607425376,0.08844575925682478,0.31533110704219736
39,0.25,561.0,Grid2401,ESS,1.0,-,-,1.0,704.4518871136333,1.0,-104.58001839497207,655.7740068737958,0.9586047224777972,-39.166589973515165
40,0.25,561.0,Sobol1,RBF,1.0,-,-,-,18.345849423648367,0.01644772316727291,0.9742830090378434,26.813436994282856,0.021428069737433764,0.92002484212102
41,0.25,561.0,Sobol1,Matern,1.0,1.5,-,-,13.13453874616563,0.0120361621390806,0.9868182170916378,20.39526779607771,0.016390198069165685,0.9537289922822504
42,0.25,561.0,Sobol1,RQ,1.0,-,1.0,-,18.684406237996978,0.018224009965778488,0.9733250812469341,21.482754168306087,0.01854420604032022,0.948663051400461
43,0.25,561.0,Sobol1,ESS,1.0,-,-,1.0,664.0144769224237,0.9953072997301097,-32.689890464294976,679.7616890292037,0.9950582270356497,-50.40004537918421
44,0.25,561.0,Sobol2,RBF,1.0,-,-,-,22.717339153233237,0.02185772411751922,0.9533489752898261,32.55736286045945,0.024507942132237497,0.8759101277439452
45,0.25,561.0,Sobol2,Matern,1.0,1.5,-,-,14.548538697310923,0.01381594092057137,0.9808669145451768,21.008231827612867,0.017024575280891803,0.9483325651863537
46,0.25,561.0,Sobol2,RQ,1.0,-,1.0,-,19.012115911548708,0.017798646296255487,0.9673256338913763,21.361994720869042,0.018079095975031278,0.9465778325202643
47,0.25,561.0,Sobol2,ESS,1.0,-,-,1.0,664.819958133723,0.9940716303441318,-38.95345686162164,680.5200054212305,0.9945004270773475,-53.21502861165485
48,0.25,237.0,Grid1296,RBF,1.0,-,-,-,668.5475293140402,0.9999999999999968,-76.09613973554134,678.7859823121692,0.9999782765294817,-44.10798506400277
49,0.25,237.0,Grid1296,Matern,1.0,1.5,-,-,9.72201885897574,0.009184402428151179,0.983696495218344,61.83493251098314,0.05679292215500409,0.6256692709834489
50,0.25,237.0,Grid1296,RQ,1.0,-,1.0,-,23.197195714424147,0.018355364130388848,0.9071805415798849,51.4556412961814,0.05945239450037627,0.7407888443752408
51,0.25,237.0,Grid1296,ESS,1.0,-,-,1.0,18.52510385136441,0.017671030239083865,0.9408044091966435,340.15727571017254,0.4288312538215979,-10.327843152844059
52,0.25,237.0,Grid2401,RBF,1.0,-,-,-,706.7656875778486,0.9999999999999968,-97.22911040175507,673.5529862367633,0.9998920617699651,-41.197278497354496
53,0.25,237.0,Grid2401,Matern,1.0,1.5,-,-,30.140412271636876,0.017794837298782562,0.8213563128481669,31.742788570667457,0.036440961464042285,0.9062802625927386
54,0.25,237.0,Grid2401,RQ,1.0,-,1.0,-,27.619986720862308,0.018112895143087247,0.8499844675312571,87.87221407937972,0.09131831826977645,0.2818022357854806
55,0.25,237.0,Grid2401,ESS,1.0,-,-,1.0,91.92431506423753,0.08096516122852576,-0.6616903666215568,476.3929639971588,0.6382211956356321,-20.109190903420103
56,0.25,237.0,Sobol1,RBF,1.0,-,-,-,660.748336051058,0.9999999999960419,-32.50673419872238,681.3207405185138,0.9998181188820771,-50.51024175203093
57,0.25,237.0,Sobol1,Matern,1.0,1.5,-,-,16.110243101375204,0.014194062066866863,0.9800811559194987,20.383854099064965,0.01631976554156459,0.9538934132419987
58,0.25,237.0,Sobol1,RQ,1.0,-,1.0,-,21.4997738715692,0.020093670300256296,0.9645245650752559,22.067252837537154,0.018880270451790394,0.9459635374445725
59,0.25,237.0,Sobol1,ESS,1.0,-,-,1.0,19.048774262667305,0.017499101946424078,0.9721519997155551,24.982846019039393,0.02038464258225717,0.9307413230370915
60,0.25,237.0,Sobol2,RBF,1.0,-,-,-,25.07808222025252,0.020832804684418067,0.953578151677846,27.3912389787321,0.022236364942405454,0.9143203773418915
61,0.25,237.0,Sobol2,Matern,1.0,1.5,-,-,17.11943851325445,0.01531980842588109,0.9783671959024743,19.914106475679546,0.016530723826906905,0.9547127613374392
62,0.25,237.0,Sobol2,RQ,1.0,-,1.0,-,21.461055292272142,0.02042940974384212,0.9660033650921818,20.335322704366607,0.01764342776251382,0.9527767004466687
63,0.25,237.0,Sobol2,ESS,1.0,-,-,1.0,25.07808175162591,0.020832804279790958,0.9535781534127883,27.391238507217626,0.0222363645571323,0.9143203802916802
64,0.25,588.0,Grid1296,RBF,1.0,-,-,-,23.07860444067046,0.020595897283836043,0.8902040850486991,342.61365085360615,0.4320262160503142,-10.543479101185422
65,0.25,588.0,Grid1296,Matern,1.0,1.5,-,-,6.119401590389111,0.007028680691658678,0.99228057405782,63.50891076251823,0.056861999094041944,0.6033598039210735
66,0.25,588.0,Grid1296,RQ,1.0,-,1.0,-,12.526659173585516,0.011290925845099423,0.9676527311949972,49.823817162115624,0.057802435086330886,0.7558811080935419
67,0.25,588.0,Grid1296,ESS,1.0,-,-,1.0,6.454517463444297,0.006124938643009967,0.9914119481986463,67.44812703394545,0.05462870735344267,0.5526296635857337
68,0.25,588.0,Grid2401,RBF,1.0,-,-,-,87.84979264092107,0.06788396635116548,-0.6065629706793492,464.1956206879628,0.6184730959727373,-19.09488297097089
69,0.25,588.0,Grid2401,Matern,1.0,1.5,-,-,32.337855174005924,0.01817793339525573,0.782309892047206,32.69082979065388,0.03704850429512041,0.9003366933339658
70,0.25,588.0,Grid2401,RQ,1.0,-,1.0,-,20.814816778951894,0.015524187945949439,0.9098093626213041,86.81274707129691,0.09031742690160693,0.2971698207870991
71,0.25,588.0,Grid2401,ESS,1.0,-,-,1.0,21.57115752886567,0.013597997004114267,0.9031358276339275,307.9892166564899,0.19333083137473353,-7.846152579603698
72,0.25,588.0,Sobol1,RBF,1.0,-,-,-,15.15533273407454,0.014200835600054822,0.9808074646866481,24.17887413471556,0.019556668621882184,0.934077616451649
73,0.25,588.0,Sobol1,Matern,1.0,1.5,-,-,13.541160740435481,0.012332639570501795,0.9846780802349955,20.105621855387586,0.01615124628694122,0.9544177485060363
74,0.25,588.0,Sobol1,RQ,1.0,-,1.0,-,18.939089110025815,0.017769815152142383,0.9700277344428384,21.308936510669234,0.01818714230928888,0.9487983090915472
75,0.25,588.0,Sobol1,ESS,1.0,-,-,1.0,668.0914812215683,0.9974009876054705,-36.296945437829756,679.3368433675615,0.9933577816302049,-51.039257392209834
