,target,minMAPE-0,AbsDiffs-0,RelDiffs-0,minMAPE-1,AbsDiffs-1,RelDiffs-1,minMAPE-2,AbsDiffs-2,RelDiffs-2,minMAPE-3,AbsDiffs-3,RelDiffs-3,minMAPE-4,AbsDiffs-4,RelDiffs-4,minMAPE-5,AbsDiffs-5,RelDiffs-5,minMAPE-6,AbsDiffs-6,RelDiffs-6,minMAPE-7,AbsDiffs-7,RelDiffs-7,minMAPE-8,AbsDiffs-8,RelDiffs-8,minMAPE-9,AbsDiffs-9,RelDiffs-9,minMAPE-10,AbsDiffs-10,RelDiffs-10,minMAPE-11,AbsDiffs-11,RelDiffs-11
24,1.611,2.0751,0.46409999999999996,0.28808193668528864,2.1338999999999997,0.5228999999999997,0.324581005586592,1.72457,0.11356999999999995,0.07049658597144627,1.2282600000000001,-0.38273999999999986,-0.23757914338919917,3.2359,1.6249,1.0086281812538795,2.0927999999999995,0.48179999999999956,0.2990689013035379,3.1130999999999993,1.5020999999999993,0.9324022346368711,2.02543,0.4144300000000001,0.2572501551831161,3.1019000000000005,1.4909000000000006,0.9254500310366236,3.2487999999999992,1.6377999999999993,1.016635630043451,2.0777,0.4667000000000001,0.2896958410924892,3.1145999999999994,1.5035999999999994,0.9333333333333329
25,1.699,1.8907000000000003,0.1917000000000002,0.11283107710417904,1.9441,0.24509999999999987,0.14426133019423182,1.4416799999999999,-0.2573200000000002,-0.1514537963507947,1.23669,-0.46231,-0.2721071218363743,2.5210999999999997,0.8220999999999996,0.48387286639199506,1.8966999999999998,0.19769999999999976,0.1163625662154207,2.516399999999999,0.817399999999999,0.4811065332548552,1.78153,0.08252999999999999,0.04857563272513243,2.4824,0.7834000000000001,0.46109476162448504,2.5293,0.8303,0.4886992348440259,1.8597000000000001,0.16070000000000007,0.09458505002942912,2.5205,0.8215000000000001,0.48351971748087114
26,2.412,2.4629000000000003,0.05090000000000039,0.021102819237147758,2.5056000000000003,0.09360000000000035,0.038805970149253875,2.12987,-0.28213,-0.116969320066335,1.97025,-0.44174999999999986,-0.18314676616915418,2.9323999999999995,0.5203999999999995,0.21575456053067973,2.4717000000000002,0.05970000000000031,0.024751243781094657,2.9574,0.5453999999999999,0.22611940298507457,2.38883,-0.023169999999999913,-0.009606135986732966,2.9251000000000005,0.5131000000000006,0.21272802653399692,2.9363,0.5243000000000002,0.2173714759535656,2.445,0.03299999999999992,0.013681592039800962,2.9641,0.5521000000000003,0.2288971807628525
27,2.669,2.8781,0.20909999999999984,0.07834394904458593,2.9395000000000007,0.27050000000000063,0.10134881978269038,2.35127,-0.31773000000000007,-0.11904458598726117,2.19535,-0.4736500000000001,-0.17746346946421884,3.467199999999999,0.7981999999999991,0.29906331959535376,2.8883,0.21930000000000005,0.08216560509554142,3.4824,0.8134000000000001,0.3047583364556014,2.7471300000000003,0.07813000000000025,0.02927313600599485,3.443199999999999,0.7741999999999991,0.29007118771075274,3.4743999999999993,0.8053999999999992,0.3017609591607341,2.8377000000000003,0.1687000000000003,0.06320719370550779,3.488999999999999,0.819999999999999,0.30723117272386624
28,1.531,1.7368000000000001,0.2058000000000002,0.13442194644023528,1.7902000000000002,0.2592000000000003,0.16930111038536927,1.33448,-0.1965199999999998,-0.12836054866100577,1.10375,-0.4272499999999999,-0.2790659699542782,2.4067,0.8756999999999999,0.5719790986283475,1.7444,0.21340000000000003,0.1393860222077074,2.3921,0.8611000000000002,0.5624428478118878,1.6469300000000002,0.11593000000000031,0.0757217504898761,2.3585000000000003,0.8275000000000003,0.5404964075767474,2.4143999999999997,0.8833999999999997,0.5770084911822337,1.71,0.17900000000000005,0.11691704768125412,2.3948,0.8638000000000001,0.5642064010450687
29,2.608,2.5173,-0.0907,-0.03477760736196319,2.5579,-0.05010000000000003,-0.019210122699386514,2.20457,-0.4034300000000002,-0.15468941717791418,2.03245,-0.5755500000000002,-0.22068634969325163,2.9885,0.38050000000000006,0.14589723926380369,2.526,-0.0820000000000003,-0.03144171779141115,3.0107999999999997,0.4027999999999996,0.15444785276073603,2.4504300000000003,-0.15756999999999977,-0.060417944785275984,2.9792000000000005,0.3712000000000004,0.14233128834355843,2.9939,0.3858999999999999,0.1479677914110429,2.5016,-0.10640000000000027,-0.04079754601227004,3.0153999999999996,0.40739999999999954,0.1562116564417176
30,3.153,3.1135,-0.03949999999999987,-0.012527751347922571,3.1713000000000005,0.018300000000000427,0.005803996194100992,2.65717,-0.4958300000000002,-0.157256581033936,2.41105,-0.7419500000000001,-0.2353155724706629,3.8114,0.6583999999999999,0.2088169996828417,3.1257,-0.02729999999999988,-0.008658420551855337,3.8293999999999997,0.6763999999999997,0.21452584839835068,3.01403,-0.13897000000000004,-0.04407548366634952,3.7895000000000003,0.6365000000000003,0.20187123374563917,3.8179,0.6648999999999998,0.2108785283856644,3.0902,-0.06280000000000019,-0.019917538851887153,3.835699999999999,0.6826999999999992,0.21652394544877868
31,2.923,2.9326,0.009599999999999831,0.0032842969551829734,2.9923,0.06930000000000014,0.023708518645227553,2.45997,-0.46302999999999983,-0.15840916866233315,2.23555,-0.6874500000000001,-0.2351864522750599,3.6137000000000006,0.6907000000000005,0.23629832364009598,2.9436,0.02059999999999995,0.0070475538829969046,3.629299999999999,0.7062999999999988,0.2416353061922678,2.82263,-0.10036999999999985,-0.034338008894970865,3.5885,0.6654999999999998,0.22767704413274026,3.6204,0.6974,0.23859048922340062,2.9031999999999996,-0.019800000000000484,-0.006773862470065167,3.636099999999999,0.713099999999999,0.24396168320218917
32,1.876,2.0323,0.15630000000000033,0.08331556503198312,2.0915,0.21550000000000002,0.11487206823027721,1.55377,-0.3222299999999998,-0.1717643923240937,1.36737,-0.5086299999999999,-0.2711247334754797,2.6426999999999996,0.7666999999999997,0.408688699360341,2.0418000000000003,0.1658000000000004,0.08837953091684457,2.6465999999999994,0.7705999999999995,0.4107675906183367,1.91243,0.036430000000000184,0.019418976545842317,2.6106999999999996,0.7346999999999997,0.3916311300639657,2.6502,0.7742,0.4126865671641791,1.9975,0.12150000000000016,0.06476545842217493,2.6524,0.7764000000000002,0.41385927505330505
33,3.011,3.1158,0.1048,0.03480571238791099,3.1726,0.16159999999999997,0.05366987711723679,2.6625699999999997,-0.34843000000000046,-0.11571903022251759,2.44075,-0.5702500000000001,-0.18938890733975428,3.8023,0.7912999999999997,0.2628030554633011,3.1273,0.11629999999999985,0.03862504151444698,3.823599999999999,0.8125999999999989,0.269877117236798,3.01623,0.005230000000000068,0.0017369644636333669,3.7812,0.7702,0.25579541680504814,3.8101000000000003,0.7991000000000001,0.26539355695782135,3.0921999999999996,0.0811999999999995,0.02696778478910644,3.8306000000000004,0.8196000000000003,0.2722019262703422
34,3.129,3.1245000000000003,-0.0044999999999997264,-0.0014381591562798743,3.2032000000000007,0.07420000000000071,0.023713646532438706,2.44057,-0.6884299999999999,-0.22001597954618085,2.2367500000000002,-0.8922499999999998,-0.28515500159795454,3.918,0.7890000000000001,0.25215723873442,3.1380999999999997,0.009099999999999664,0.0029082774049215927,3.9217999999999993,0.7927999999999993,0.25337168424416723,2.95603,-0.17296999999999985,-0.0552796420581655,3.8748000000000005,0.7458000000000005,0.23835091083413246,3.9290000000000003,0.8000000000000003,0.2556727388942155,3.0726999999999998,-0.05630000000000024,-0.017992968999680486,3.9298,0.8008000000000002,0.2559284116331097
35,2.963,2.998,0.03500000000000014,0.011812352345595727,3.0548,0.0918000000000001,0.03098211272359099,2.5653699999999997,-0.39763000000000037,-0.13419844751940613,2.30995,-0.6530499999999999,-0.22040161997975022,3.7223999999999995,0.7593999999999994,0.2562942963212958,3.0104999999999995,0.04749999999999943,0.01603104961187966,3.729799999999999,0.766799999999999,0.2587917651029359,2.90513,-0.057869999999999866,-0.019530880863989155,3.6907999999999994,0.7277999999999993,0.24562942963212936,3.7296999999999993,0.7666999999999993,0.2587580155248057,2.9774,0.014399999999999746,0.004859939250759279,3.7354000000000003,0.7724000000000002,0.2606817414782316
36,3.588,3.5835999999999997,-0.004400000000000404,-0.0012263099219622083,3.6568000000000005,0.06880000000000042,0.01917502787068016,3.0024699999999998,-0.5855300000000003,-0.163191192865106,2.71885,-0.8691499999999999,-0.2422380156075808,4.4646,0.8765999999999998,0.24431438127090296,3.5984,0.010399999999999743,0.002898550724637609,4.477599999999999,0.8895999999999988,0.24793756967669978,3.45363,-0.1343700000000001,-0.03744983277591976,4.427,0.8389999999999995,0.23383500557413586,4.4735,0.8854999999999995,0.24679487179487164,3.5517999999999996,-0.036200000000000454,-0.010089186176142824,4.4856,0.8975999999999997,0.2501672240802675
37,3.323,3.3194,-0.0036000000000000476,-0.0010833584110743447,3.3824000000000005,0.05940000000000056,0.017875413782726623,2.80617,-0.5168300000000001,-0.15553114655431843,2.5997500000000002,-0.7232499999999997,-0.21764971411375256,3.9545000000000003,0.6315000000000004,0.1900391212759556,3.3312,0.008199999999999985,0.0024676497141137483,3.9926999999999992,0.6696999999999993,0.20153475774902177,3.19753,-0.12546999999999997,-0.03775804995486006,3.9465000000000003,0.6235000000000004,0.18763165814023486,3.9611,0.6381000000000001,0.1920252783629251,3.2868,-0.03620000000000001,-0.010893770689136325,4.0001,0.6770999999999998,0.2037616611495636
38,3.093,3.0730000000000004,-0.019999999999999574,-0.006466214031684311,3.1321000000000003,0.03910000000000036,0.012641448431943213,2.61777,-0.4752299999999998,-0.15364694471386997,2.37535,-0.7176499999999999,-0.2320239249919172,3.7634999999999996,0.6704999999999997,0.21677982541222104,3.0859999999999994,-0.007000000000000561,-0.0022631749110897386,3.778599999999999,0.6855999999999991,0.22166181700614263,2.97163,-0.12136999999999976,-0.039240219851277,3.7386999999999997,0.6456999999999997,0.20876172001293233,3.7706,0.6776,0.21907533139346913,3.0489,-0.044099999999999806,-0.014258001939864148,3.7852999999999994,0.6922999999999995,0.22382799870675701
39,3.101,3.0760000000000005,-0.024999999999999467,-0.008061915511125272,3.1304,0.02939999999999987,0.00948081264108348,2.64187,-0.45913000000000004,-0.148058690744921,2.38665,-0.71435,-0.23036117381489843,3.7830000000000004,0.6820000000000004,0.21992905514350222,3.0896999999999997,-0.01130000000000031,-0.0036439858110288003,3.7918000000000003,0.6908000000000003,0.22276684940341834,2.98163,-0.11936999999999998,-0.03849403418252176,3.7540999999999993,0.6530999999999993,0.2106094808126409,3.7924000000000007,0.6914000000000007,0.2229603353756855,3.0558,-0.04519999999999991,-0.014575943244114771,3.795399999999999,0.694399999999999,0.22392776523702
40,2.959,3.4446000000000003,0.48560000000000025,0.16410949645150397,3.5294,0.5703999999999998,0.1927678269685704,2.7197699999999996,-0.2392300000000005,-0.08084825954714447,2.55765,-0.4013499999999999,-0.13563703954038522,4.1819,1.2228999999999997,0.41328151402500835,3.4596999999999998,0.5006999999999997,0.1692125718148022,4.208600000000001,1.2496000000000005,0.4223048327137548,3.2659300000000004,0.30693000000000037,0.10372761067928367,4.1555,1.1965,0.4043595809395065,4.191599999999999,1.2325999999999993,0.4165596485299085,3.39,0.43100000000000005,0.14565731666103415,4.216899999999999,1.257899999999999,0.4251098344035143
41,3.153,3.3475,0.19450000000000012,0.06168728195369493,3.4247000000000005,0.2717000000000005,0.08617189977798938,2.7194700000000003,-0.43352999999999975,-0.1374976213130351,2.44075,-0.71225,-0.22589597209007295,4.199699999999999,1.046699999999999,0.3319695528068503,3.3633999999999995,0.21039999999999948,0.06673009831906104,4.1828,1.0298000000000003,0.32660957817951164,3.1977300000000004,0.04473000000000038,0.014186489058040083,4.1426,0.9895999999999998,0.313859816048208,4.210100000000001,1.0571000000000006,0.33526799873136715,3.3044,0.15139999999999976,0.04801776086267039,4.189399999999999,1.036399999999999,0.3287028227085313
42,3.193,3.383,0.18999999999999995,0.05950516755402441,3.4617000000000004,0.2687000000000004,0.08415283432508625,2.7151699999999996,-0.4778300000000004,-0.14964923269652378,2.49485,-0.69815,-0.21865017225180083,4.1758,0.9827999999999997,0.30779830880050096,3.3972999999999995,0.20429999999999948,0.06398371437519558,4.1866,0.9936000000000003,0.31118070779830886,3.2183300000000004,0.025330000000000297,0.007932978390228718,4.1373,0.9442999999999997,0.2957406827435013,4.1850000000000005,0.9920000000000004,0.3106796116504856,3.3328,0.13980000000000015,0.04378327591606644,4.194699999999999,1.0016999999999991,0.3137175070466643
43,1.466,2.1225,0.6565000000000001,0.4478171896316508,2.1837,0.7177,0.48956343792633017,1.84147,0.37546999999999997,0.256118690313779,1.10818,-0.35782,-0.24407912687585268,3.7303000000000006,2.2643000000000004,1.5445429740791272,2.1460999999999997,0.6800999999999997,0.4639154160982263,3.510299999999999,2.044299999999999,1.3944747612551152,2.1135300000000004,0.6475300000000004,0.44169849931787203,3.5143000000000004,2.0483000000000002,1.3972032742155527,3.7493,2.2832999999999997,1.5575034106412005,2.1461,0.6801000000000001,0.46391541609822656,3.508799999999999,2.042799999999999,1.3934515688949516
