,SigC,SigH,EpsC,EpsH,density
786,0.15,0.1365,0.1643,0.06,644.402
787,0.15,0.1365,0.1643,0.08,643.762
788,0.15,0.1365,0.1643,0.1,652.159
789,0.15,0.1365,0.1643,0.12,645.518
790,0.15,0.1365,0.1643,0.14,655.915
791,0.15,0.1365,0.3286,0.02,639.92
792,0.15,0.1365,0.3286,0.04,644.064
793,0.15,0.1365,0.3286,0.06,646.635
794,0.15,0.1365,0.3286,0.08,648.095
795,0.15,0.1365,0.3286,0.1,647.174
796,0.15,0.1365,0.3286,0.12,652.707
797,0.15,0.1365,0.3286,0.14,652.719
798,0.15,0.1365,0.4929,0.02,647.233
799,0.15,0.1365,0.4929,0.04,646.877
800,0.15,0.1365,0.4929,0.06,643.91
801,0.15,0.1365,0.4929,0.08,653.443
802,0.15,0.1365,0.4929,0.1,647.892
803,0.15,0.1365,0.4929,0.12,653.803
804,0.15,0.1365,0.4929,0.14,654.89
805,0.15,0.1365,0.6572,0.02,635.159
806,0.15,0.1365,0.6572,0.04,650.468
807,0.15,0.1365,0.6572,0.06,645.021
808,0.2,0.091,0.1643,0.1,644.642
809,0.15,0.1365,0.6572,0.08,647.482
810,0.15,0.1365,0.6572,0.1,648.149
811,0.15,0.1365,0.6572,0.12,652.877
812,0.15,0.1365,0.6572,0.14,655.31
813,0.15,0.1365,0.8215,0.02,646.809
814,0.15,0.1365,0.8215,0.04,645.744
815,0.15,0.1365,0.8215,0.06,646.394
816,0.15,0.1365,0.8215,0.08,650.878
817,0.15,0.1365,0.8215,0.1,652.6
818,0.15,0.1365,0.8215,0.12,652.179
819,0.15,0.1365,0.8215,0.14,656.58
820,0.15,0.1365,0.9858,0.02,650.535
821,0.15,0.1365,0.9858,0.04,650.301
822,0.15,0.1365,0.9858,0.06,640.904
823,0.15,0.1365,0.9858,0.08,653.153
824,0.15,0.1365,0.9858,0.1,651.487
825,0.15,0.1365,0.9858,0.12,660.661
826,0.15,0.1365,0.9858,0.14,658.668
827,0.15,0.1365,1.1501,0.02,648.589
828,0.15,0.1365,1.1501,0.04,646.856
829,0.15,0.1365,1.1501,0.06,649.73
830,0.15,0.1365,1.1501,0.08,651.46
831,0.15,0.1365,1.1501,0.1,650.359
832,0.15,0.1365,1.1501,0.12,659.693
833,0.15,0.1365,1.1501,0.14,658.954
834,0.15,0.182,0.1643,0.02,648.678
835,0.15,0.182,0.1643,0.04,654.599
836,0.15,0.182,0.1643,0.06,664.491
837,0.15,0.182,0.1643,0.08,667.118
838,0.15,0.182,0.1643,0.1,672.583
839,0.15,0.182,0.1643,0.12,683.251
840,0.15,0.182,0.1643,0.14,687.918
841,0.15,0.182,0.3286,0.02,646.183
842,0.15,0.182,0.3286,0.04,654.169
843,0.15,0.182,0.3286,0.06,666.888
844,0.15,0.182,0.3286,0.08,666.323
845,0.15,0.182,0.3286,0.1,672.692
846,0.15,0.182,0.3286,0.12,686.368
847,0.15,0.182,0.3286,0.14,690.656
848,0.15,0.182,0.4929,0.02,651.678
849,0.15,0.182,0.4929,0.04,656.128
850,0.15,0.182,0.4929,0.06,660.137
851,0.15,0.182,0.4929,0.08,669.773
852,0.15,0.182,0.4929,0.1,677.2
853,0.15,0.182,0.4929,0.12,684.79
854,0.15,0.182,0.4929,0.14,692.684
855,0.15,0.182,0.6572,0.02,651.153
856,0.15,0.182,0.6572,0.04,658.571
857,0.15,0.182,0.6572,0.06,665.038
858,0.15,0.182,0.6572,0.08,674.438
859,0.15,0.182,0.6572,0.1,678.908
860,0.15,0.182,0.6572,0.12,683.503
861,0.15,0.182,0.6572,0.14,686.94
862,0.15,0.182,0.8215,0.02,650.766
863,0.15,0.182,0.8215,0.04,657.412
864,0.15,0.182,0.8215,0.06,663.22
865,0.15,0.182,0.8215,0.08,669.486
866,0.15,0.182,0.8215,0.1,679.463
867,0.15,0.182,0.8215,0.12,687.459
868,0.15,0.182,0.8215,0.14,694.643
869,0.15,0.182,0.9858,0.02,652.683
870,0.15,0.182,0.9858,0.04,659.932
871,0.15,0.182,0.9858,0.06,668.935
872,0.15,0.182,0.9858,0.08,672.238
873,0.15,0.182,0.9858,0.1,680.226
874,0.15,0.182,0.9858,0.12,687.943
875,0.15,0.182,0.9858,0.14,691.43
876,0.15,0.182,1.1501,0.02,652.287
877,0.15,0.182,1.1501,0.04,661.015
878,0.15,0.182,1.1501,0.06,665.191
879,0.15,0.182,1.1501,0.08,674.054
880,0.15,0.182,1.1501,0.1,680.278
881,0.15,0.182,1.1501,0.12,688.735
882,0.15,0.182,1.1501,0.14,694.757
883,0.15,0.2275,0.1643,0.02,644.299
884,0.15,0.2275,0.1643,0.04,651.868
885,0.15,0.2275,0.1643,0.06,657.704
886,0.15,0.2275,0.1643,0.08,662.458
887,0.15,0.2275,0.1643,0.1,673.162
888,0.15,0.2275,0.1643,0.12,679.932
889,0.15,0.2275,0.1643,0.14,685.901
890,0.15,0.2275,0.3286,0.02,642.119
891,0.15,0.2275,0.3286,0.04,649.711
892,0.15,0.2275,0.3286,0.06,654.909
893,0.15,0.2275,0.3286,0.08,665.185
894,0.15,0.2275,0.3286,0.1,673.618
895,0.15,0.2275,0.3286,0.12,680.53
896,0.15,0.2275,0.3286,0.14,687.838
897,0.15,0.2275,0.4929,0.02,642.947
898,0.15,0.2275,0.4929,0.04,649.476
899,0.15,0.2275,0.4929,0.06,658.508
900,0.15,0.2275,0.4929,0.08,665.746
901,0.15,0.2275,0.4929,0.1,673.962
902,0.15,0.2275,0.4929,0.12,680.658
903,0.15,0.2275,0.4929,0.14,686.756
904,0.15,0.2275,0.6572,0.02,642.415
905,0.15,0.2275,0.6572,0.04,650.947
906,0.15,0.2275,0.6572,0.06,657.654
907,0.15,0.2275,0.6572,0.08,664.907
908,0.15,0.2275,0.6572,0.1,673.769
909,0.2,0.091,0.3286,0.1,649.687
910,0.15,0.2275,0.6572,0.12,679.029
911,0.15,0.2275,0.6572,0.14,687.174
912,0.15,0.2275,0.8215,0.02,646.056
913,0.15,0.2275,0.8215,0.04,650.782
914,0.15,0.2275,0.8215,0.06,658.074
915,0.15,0.2275,0.8215,0.08,664.484
916,0.15,0.2275,0.8215,0.1,675.852
917,0.15,0.2275,0.8215,0.12,682.232
918,0.15,0.2275,0.8215,0.14,688.277
919,0.15,0.2275,0.9858,0.02,646.396
920,0.15,0.2275,0.9858,0.04,652.052
921,0.15,0.2275,0.9858,0.06,659.339
922,0.15,0.2275,0.9858,0.08,664.412
923,0.15,0.2275,0.9858,0.1,675.961
924,0.15,0.2275,0.9858,0.12,683.512
925,0.15,0.2275,0.9858,0.14,689.855
926,0.15,0.2275,1.1501,0.02,648.735
927,0.15,0.2275,1.1501,0.04,655.898
928,0.15,0.2275,1.1501,0.06,659.194
929,0.15,0.2275,1.1501,0.08,667.375
930,0.15,0.2275,1.1501,0.1,675.583
931,0.15,0.2275,1.1501,0.12,682.363
932,0.15,0.2275,1.1501,0.14,690.527
1010,0.2,0.091,0.4929,0.1,646.387
1032,0.2,0.0455,0.1643,0.02,644.169
1033,0.2,0.0455,0.1643,0.04,643.245
1034,0.2,0.0455,0.1643,0.06,645.362
1035,0.2,0.0455,0.1643,0.08,644.429
1036,0.2,0.0455,0.1643,0.1,644.093
1037,0.2,0.0455,0.1643,0.12,641.072
1038,0.2,0.0455,0.1643,0.14,644.815
1039,0.2,0.0455,0.3286,0.02,648.237
1040,0.2,0.0455,0.3286,0.04,646.462
1041,0.2,0.0455,0.3286,0.06,645.057
1042,0.2,0.0455,0.3286,0.08,646.534
1043,0.2,0.0455,0.3286,0.1,648.218
1044,0.2,0.0455,0.3286,0.12,645.093
1045,0.2,0.0455,0.3286,0.14,649.015
1046,0.2,0.0455,0.4929,0.02,658.162
1047,0.2,0.0455,0.4929,0.04,653.743
1048,0.2,0.0455,0.4929,0.06,649.203
1049,0.2,0.0455,0.4929,0.08,653.638
1050,0.2,0.0455,0.4929,0.1,650.723
1051,0.2,0.0455,0.4929,0.12,651.703
1052,0.2,0.0455,0.4929,0.14,655.655
1053,0.2,0.0455,0.6572,0.02,652.295
1054,0.2,0.0455,0.6572,0.04,656.083
1055,0.2,0.0455,0.6572,0.06,656.295
1056,0.2,0.0455,0.6572,0.08,660.959
1057,0.2,0.0455,0.6572,0.1,662.518
1058,0.2,0.0455,0.6572,0.12,655.707
1059,0.2,0.0455,0.6572,0.14,657.59
1060,0.2,0.0455,0.8215,0.02,660.878
1061,0.2,0.0455,0.8215,0.04,662.133
1062,0.2,0.0455,0.8215,0.06,661.791
1063,0.2,0.0455,0.8215,0.08,664.374
1064,0.2,0.0455,0.8215,0.1,659.52
1065,0.2,0.0455,0.8215,0.12,659.004
1066,0.2,0.0455,0.8215,0.14,665.175
1067,0.2,0.0455,0.9858,0.02,665.335
1068,0.2,0.0455,0.9858,0.04,663.547
1069,0.2,0.0455,0.9858,0.06,666.683
1070,0.2,0.0455,0.9858,0.08,660.766
1071,0.2,0.0455,0.9858,0.1,665.77
1072,0.2,0.0455,0.9858,0.12,667.704
1073,0.2,0.0455,0.9858,0.14,662.949
1074,0.2,0.0455,1.1501,0.02,668.823
1075,0.2,0.0455,1.1501,0.04,669.855
1076,0.2,0.0455,1.1501,0.06,670.923
1077,0.2,0.0455,1.1501,0.08,672.93
1078,0.2,0.0455,1.1501,0.1,668.662
1079,0.2,0.0455,1.1501,0.12,670.381
1080,0.2,0.0455,1.1501,0.14,669.856
1081,0.2,0.091,0.1643,0.02,639.978
1082,0.2,0.091,0.1643,0.04,642.325
1083,0.2,0.091,0.1643,0.06,642.715
1084,0.2,0.091,0.1643,0.08,646.886
1085,0.2,0.091,0.1643,0.12,644.201
1086,0.2,0.091,0.1643,0.14,647.68
1087,0.2,0.091,0.3286,0.02,652.574
1088,0.2,0.091,0.3286,0.04,650.468
1089,0.2,0.091,0.3286,0.06,651.996
1090,0.2,0.091,0.3286,0.08,653.998
1091,0.2,0.091,0.3286,0.12,649.044
1092,0.2,0.091,0.3286,0.14,652.803
1093,0.2,0.091,0.4929,0.02,648.431
1094,0.2,0.091,0.4929,0.04,651.608
1095,0.2,0.091,0.4929,0.06,654.637
1096,0.2,0.091,0.4929,0.08,653.153
1097,0.2,0.091,0.4929,0.12,651.886
1098,0.2,0.091,0.4929,0.14,657.452
1099,0.2,0.091,0.6572,0.02,660.388
1100,0.2,0.091,0.6572,0.04,660.601
1101,0.2,0.091,0.6572,0.06,658.029
1102,0.2,0.091,0.6572,0.08,652.909
1103,0.2,0.091,0.6572,0.1,656.295
1104,0.2,0.091,0.6572,0.12,652.472
1105,0.2,0.091,0.6572,0.14,654.452
1106,0.2,0.091,0.8215,0.02,661.259
1107,0.2,0.091,0.8215,0.04,660.46
1108,0.2,0.091,0.8215,0.06,663.673
1109,0.2,0.091,0.8215,0.08,659.965
1110,0.2,0.091,0.8215,0.1,663.282
1111,0.2,0.091,0.8215,0.12,663.387
1112,0.2,0.091,0.8215,0.14,664.259
1113,0.2,0.091,0.9858,0.02,664.291
1114,0.2,0.091,0.9858,0.04,666.129
1115,0.2,0.091,0.9858,0.06,667.47
1116,0.2,0.091,0.9858,0.08,667.129
1117,0.2,0.091,0.9858,0.1,662.428
1118,0.2,0.091,0.9858,0.12,665.233
1119,0.2,0.091,0.9858,0.14,665.473
1120,0.2,0.091,1.1501,0.02,670.875
1121,0.2,0.091,1.1501,0.04,671.066
1122,0.2,0.091,1.1501,0.06,668.215
1123,0.2,0.091,1.1501,0.08,672.234
1124,0.2,0.091,1.1501,0.1,672.058
1125,0.2,0.091,1.1501,0.12,670.509
1126,0.2,0.091,1.1501,0.14,668.208
1127,0.2,0.1365,0.1643,0.02,643.774
1128,0.2,0.1365,0.1643,0.04,649.318
1129,0.2,0.1365,0.1643,0.06,646.364
1130,0.2,0.1365,0.1643,0.08,652.227
1131,0.2,0.1365,0.1643,0.1,646.463
1132,0.2,0.1365,0.1643,0.12,657.006
1133,0.2,0.1365,0.1643,0.14,654.996
1134,0.2,0.1365,0.3286,0.02,647.81
1135,0.2,0.1365,0.3286,0.04,654.441
1136,0.2,0.1365,0.3286,0.06,654.272
1137,0.2,0.1365,0.3286,0.08,657.649
1138,0.2,0.1365,0.3286,0.1,656.571
1139,0.2,0.1365,0.3286,0.12,657.111
1140,0.2,0.1365,0.3286,0.14,661.651
1141,0.2,0.1365,0.4929,0.02,659.245
1142,0.2,0.1365,0.4929,0.04,653.741
1143,0.2,0.1365,0.4929,0.06,659.573
1144,0.2,0.1365,0.4929,0.08,660.734
1145,0.2,0.1365,0.4929,0.1,664.793
1146,0.2,0.1365,0.4929,0.12,661.267
1147,0.2,0.1365,0.4929,0.14,662.608
1148,0.2,0.1365,0.6572,0.02,660.893
1149,0.2,0.1365,0.6572,0.04,659.031
1150,0.2,0.1365,0.6572,0.06,664.077
1151,0.2,0.1365,0.6572,0.08,663.543
1152,0.2,0.1365,0.6572,0.1,668.733
1153,0.2,0.1365,0.6572,0.12,666.962
1154,0.2,0.1365,0.6572,0.14,671.229
1155,0.2,0.1365,0.8215,0.02,663.241
1156,0.2,0.1365,0.8215,0.04,670.294
1157,0.2,0.1365,0.8215,0.06,665.266
1158,0.2,0.1365,0.8215,0.08,669.908
1159,0.2,0.1365,0.8215,0.1,672.483
1160,0.2,0.1365,0.8215,0.12,669.602
1161,0.2,0.1365,0.8215,0.14,674.72
1162,0.2,0.1365,0.9858,0.02,666.242
1163,0.2,0.1365,0.9858,0.04,669.884
1164,0.2,0.1365,0.9858,0.06,672.355
1165,0.2,0.1365,0.9858,0.08,670.901
1166,0.2,0.1365,0.9858,0.1,677.526
1167,0.2,0.1365,0.9858,0.12,679.042
1168,0.2,0.1365,0.9858,0.14,673.642
1169,0.2,0.1365,1.1501,0.02,671.806
1170,0.2,0.1365,1.1501,0.04,670.517
1171,0.2,0.1365,1.1501,0.06,673.057
1172,0.2,0.1365,1.1501,0.08,674.603
1173,0.2,0.1365,1.1501,0.1,679.715
1174,0.2,0.1365,1.1501,0.12,680.587
1175,0.2,0.1365,1.1501,0.14,679.555
1176,0.2,0.182,0.1643,0.02,656.764
1177,0.2,0.182,0.1643,0.04,660.522
1178,0.2,0.182,0.1643,0.06,664.675
1179,0.2,0.182,0.1643,0.08,672.602
1180,0.2,0.182,0.1643,0.1,679.262
1181,0.2,0.182,0.1643,0.12,685.528
1182,0.2,0.182,0.1643,0.14,694.905
1183,0.2,0.182,0.3286,0.02,659.13
1184,0.2,0.182,0.3286,0.04,659.947
1185,0.2,0.182,0.3286,0.06,670.658
1186,0.2,0.182,0.3286,0.08,675.001
1187,0.2,0.182,0.3286,0.1,680.381
1188,0.2,0.182,0.3286,0.12,687.412
1189,0.2,0.182,0.3286,0.14,698.36
1190,0.2,0.182,0.4929,0.02,660.737
1191,0.2,0.182,0.4929,0.04,669.253
1192,0.2,0.182,0.4929,0.06,671.49
1193,0.2,0.182,0.4929,0.08,677.204
1194,0.2,0.182,0.4929,0.1,684.161
1195,0.2,0.182,0.4929,0.12,691.184
1196,0.2,0.182,0.4929,0.14,699.471
1197,0.2,0.182,0.6572,0.02,667.256
1198,0.2,0.182,0.6572,0.04,668.377
1199,0.2,0.182,0.6572,0.06,677.234
1200,0.2,0.182,0.6572,0.08,679.978
1201,0.2,0.182,0.6572,0.1,688.931
1202,0.2,0.182,0.6572,0.12,695.564
1203,0.2,0.182,0.6572,0.14,701.864
1204,0.2,0.182,0.8215,0.02,667.763
1205,0.2,0.182,0.8215,0.04,671.483
1206,0.2,0.182,0.8215,0.06,682.512
1207,0.2,0.182,0.8215,0.08,685.899
1208,0.2,0.182,0.8215,0.1,694.764
1209,0.2,0.182,0.8215,0.12,700.581
1210,0.2,0.182,0.8215,0.14,704.49
1211,0.2,0.182,0.9858,0.02,669.21
1212,0.2,0.182,0.9858,0.04,680.399
1213,0.2,0.182,0.9858,0.06,687.368
1214,0.2,0.182,0.9858,0.08,689.607
1215,0.2,0.182,0.9858,0.1,698.648
1216,0.2,0.182,0.9858,0.12,704.433
1217,0.2,0.182,0.9858,0.14,708.859
1218,0.2,0.182,1.1501,0.02,676.627
1219,0.2,0.182,1.1501,0.04,684.443
1220,0.2,0.182,1.1501,0.06,688.197
1221,0.2,0.182,1.1501,0.08,695.379
1222,0.2,0.182,1.1501,0.1,701.993
1223,0.2,0.182,1.1501,0.12,706.186
1224,0.2,0.182,1.1501,0.14,712.156
1225,0.2,0.2275,0.1643,0.02,642.746
1226,0.2,0.2275,0.1643,0.04,650.438
1227,0.2,0.2275,0.1643,0.06,661.341
1228,0.2,0.2275,0.1643,0.08,666.532
1229,0.2,0.2275,0.1643,0.1,673.51
1230,0.2,0.2275,0.1643,0.12,680.752
1231,0.2,0.2275,0.1643,0.14,690.691
1232,0.2,0.2275,0.3286,0.02,648.631
1233,0.2,0.2275,0.3286,0.04,655.807
1234,0.2,0.2275,0.3286,0.06,663.205
1235,0.2,0.2275,0.3286,0.08,669.932
1236,0.2,0.2275,0.3286,0.1,674.489
1237,0.2,0.2275,0.3286,0.12,684.219
1238,0.2,0.2275,0.3286,0.14,692.396
1239,0.2,0.2275,0.4929,0.02,649.125
1240,0.2,0.2275,0.4929,0.04,658.818
1241,0.2,0.2275,0.4929,0.06,664.068
1242,0.2,0.2275,0.4929,0.08,673.903
1243,0.2,0.2275,0.4929,0.1,679.671
1244,0.2,0.2275,0.4929,0.12,687.091
1245,0.2,0.2275,0.4929,0.14,695.029
1246,0.2,0.2275,0.6572,0.02,658.537
1247,0.2,0.2275,0.6572,0.04,665.147
1248,0.2,0.2275,0.6572,0.06,671.126
1249,0.2,0.2275,0.6572,0.08,677.811
1250,0.2,0.2275,0.6572,0.1,684.429
1251,0.2,0.2275,0.6572,0.12,692.493
1252,0.2,0.2275,0.6572,0.14,698.013
1253,0.2,0.2275,0.8215,0.02,663.985
1254,0.2,0.2275,0.8215,0.04,665.83
1255,0.2,0.2275,0.8215,0.06,673.093
1256,0.2,0.2275,0.8215,0.08,681.252
1257,0.2,0.2275,0.8215,0.1,685.858
1258,0.2,0.2275,0.8215,0.12,692.998
1259,0.2,0.2275,0.8215,0.14,699.866
1260,0.2,0.2275,0.9858,0.02,667.09
1261,0.2,0.2275,0.9858,0.04,668.173
1262,0.2,0.2275,0.9858,0.06,676.839
1263,0.2,0.2275,0.9858,0.08,682.588
1264,0.2,0.2275,0.9858,0.1,687.939
1265,0.2,0.2275,0.9858,0.12,695.413
1266,0.2,0.2275,0.9858,0.14,704.12
1267,0.2,0.2275,1.1501,0.02,667.542
1268,0.2,0.2275,1.1501,0.04,675.785
1269,0.2,0.2275,1.1501,0.06,678.977
1270,0.2,0.2275,1.1501,0.08,687.904
1271,0.2,0.2275,1.1501,0.1,694.123
1272,0.2,0.2275,1.1501,0.12,698.334
1273,0.2,0.2275,1.1501,0.14,704.94
1372,0.25,0.0455,0.1643,0.02,652.8
1373,0.25,0.0455,0.1643,0.04,652.055
1374,0.25,0.0455,0.1643,0.06,655.43
1375,0.25,0.0455,0.1643,0.08,651.047
1376,0.25,0.0455,0.1643,0.1,660.254
1377,0.25,0.0455,0.1643,0.12,655.199
1378,0.25,0.0455,0.1643,0.14,650.258
1379,0.25,0.0455,0.3286,0.02,677.426
1380,0.25,0.0455,0.3286,0.04,674.275
1381,0.25,0.0455,0.3286,0.06,668.995
1382,0.25,0.0455,0.3286,0.08,672.093
1383,0.25,0.0455,0.3286,0.1,671.523
1384,0.25,0.0455,0.3286,0.12,668.178
1385,0.25,0.0455,0.3286,0.14,671.551
1386,0.25,0.0455,0.4929,0.02,683.342
1387,0.25,0.0455,0.4929,0.04,683.811
1388,0.25,0.0455,0.4929,0.06,683.715
1389,0.25,0.0455,0.4929,0.08,686.697
1390,0.25,0.0455,0.4929,0.1,683.547
1391,0.25,0.0455,0.4929,0.12,685.096
1392,0.25,0.0455,0.4929,0.14,685.473
1393,0.25,0.0455,0.6572,0.02,696.069
1394,0.25,0.0455,0.6572,0.04,699.024
1395,0.25,0.0455,0.6572,0.06,697.384
1396,0.25,0.0455,0.6572,0.08,699.671
1397,0.25,0.0455,0.6572,0.1,700.885
1398,0.25,0.0455,0.6572,0.12,699.143
1399,0.25,0.0455,0.6572,0.14,700.453
1400,0.25,0.0455,0.8215,0.02,711.617
1401,0.25,0.0455,0.8215,0.04,708.373
1402,0.25,0.0455,0.8215,0.06,710.258
1403,0.25,0.0455,0.8215,0.08,709.822
1404,0.25,0.0455,0.8215,0.1,710.939
1405,0.25,0.0455,0.8215,0.12,711.094
1406,0.25,0.0455,0.8215,0.14,707.456
1407,0.25,0.0455,0.9858,0.02,722.481
1408,0.25,0.0455,0.9858,0.04,721.779
1409,0.25,0.0455,0.9858,0.06,724.716
1410,0.25,0.0455,0.9858,0.08,724.205
1411,0.25,0.0455,0.9858,0.1,723.16
1412,0.25,0.0455,0.9858,0.12,724.061
1413,0.25,0.0455,0.9858,0.14,723.644
1414,0.25,0.0455,1.1501,0.02,734.565
1415,0.25,0.0455,1.1501,0.04,733.721
1416,0.25,0.0455,1.1501,0.06,735.471
1417,0.25,0.0455,1.1501,0.08,732.716
1418,0.25,0.0455,1.1501,0.1,731.913
1419,0.25,0.0455,1.1501,0.12,737.946
1420,0.25,0.0455,1.1501,0.14,732.042
1421,0.25,0.091,0.1643,0.02,653.628
1422,0.25,0.091,0.1643,0.04,655.539
1423,0.25,0.091,0.1643,0.06,656.919
1424,0.25,0.091,0.1643,0.08,657.475
1425,0.25,0.091,0.1643,0.1,657.415
1426,0.25,0.091,0.1643,0.12,656.141
1427,0.25,0.091,0.1643,0.14,658.72
1428,0.25,0.091,0.3286,0.02,673.362
1429,0.25,0.091,0.3286,0.04,668.239
1430,0.25,0.091,0.3286,0.06,671.981
1431,0.25,0.091,0.3286,0.08,670.022
1432,0.25,0.091,0.3286,0.1,672.034
1433,0.25,0.091,0.3286,0.12,671.418
1434,0.25,0.091,0.3286,0.14,671.562
1435,0.25,0.091,0.4929,0.02,687.953
1436,0.25,0.091,0.4929,0.04,685.287
1437,0.25,0.091,0.4929,0.06,684.793
1438,0.25,0.091,0.4929,0.08,681.901
1439,0.25,0.091,0.4929,0.1,685.183
1440,0.25,0.091,0.4929,0.12,686.225
1441,0.25,0.091,0.4929,0.14,685.42
1442,0.25,0.091,0.6572,0.02,698.701
1443,0.25,0.091,0.6572,0.04,699.639
1444,0.25,0.091,0.6572,0.06,697.434
1445,0.25,0.091,0.6572,0.08,700.794
1446,0.25,0.091,0.6572,0.1,698.357
1447,0.25,0.091,0.6572,0.12,699.568
1448,0.25,0.091,0.6572,0.14,698.28
1449,0.25,0.091,0.8215,0.02,714.375
1450,0.25,0.091,0.8215,0.04,710.177
1451,0.25,0.091,0.8215,0.06,707.851
1452,0.25,0.091,0.8215,0.08,711.395
1453,0.25,0.091,0.8215,0.1,713.912
1454,0.25,0.091,0.8215,0.12,709.431
1455,0.25,0.091,0.8215,0.14,712.677
1456,0.25,0.091,0.9858,0.02,723.719
1457,0.25,0.091,0.9858,0.04,726.065
1458,0.25,0.091,0.9858,0.06,722.006
1459,0.25,0.091,0.9858,0.08,724.72
1460,0.25,0.091,0.9858,0.1,721.564
1461,0.25,0.091,0.9858,0.12,721.758
1462,0.25,0.091,0.9858,0.14,723.475
1463,0.25,0.091,1.1501,0.02,734.789
1464,0.25,0.091,1.1501,0.04,734.064
1465,0.25,0.091,1.1501,0.06,736.97
1466,0.25,0.091,1.1501,0.08,737.691
1467,0.25,0.091,1.1501,0.1,734.173
1468,0.25,0.091,1.1501,0.12,732.226
1469,0.25,0.091,1.1501,0.14,735.202
1470,0.25,0.1365,0.1643,0.02,661.047
1471,0.25,0.1365,0.1643,0.04,659.348
1472,0.25,0.1365,0.1643,0.06,658.915
1473,0.25,0.1365,0.1643,0.08,662.301
1474,0.25,0.1365,0.1643,0.1,668.639
1475,0.25,0.1365,0.1643,0.12,668.696
1476,0.25,0.1365,0.1643,0.14,665.754
1477,0.25,0.1365,0.3286,0.02,674.221
1478,0.25,0.1365,0.3286,0.04,675.205
1479,0.25,0.1365,0.3286,0.06,670.746
1480,0.25,0.1365,0.3286,0.08,678.548
1481,0.25,0.1365,0.3286,0.1,675.147
1482,0.25,0.1365,0.3286,0.12,680.07
1483,0.25,0.1365,0.3286,0.14,683.715
1484,0.25,0.1365,0.4929,0.02,685.993
1485,0.25,0.1365,0.4929,0.04,688.419
1486,0.25,0.1365,0.4929,0.06,691.905
1487,0.25,0.1365,0.4929,0.08,689.893
1488,0.25,0.1365,0.4929,0.1,695.143
1489,0.25,0.1365,0.4929,0.12,692.864
1490,0.25,0.1365,0.4929,0.14,694.317
1491,0.25,0.1365,0.6572,0.02,699.157
1492,0.25,0.1365,0.6572,0.04,700.57
1493,0.25,0.1365,0.6572,0.06,702.323
1494,0.25,0.1365,0.6572,0.08,705.37
1495,0.25,0.1365,0.6572,0.1,702.731
1496,0.25,0.1365,0.6572,0.12,707.953
1497,0.25,0.1365,0.6572,0.14,706.291
1498,0.25,0.1365,0.8215,0.02,710.587
1499,0.25,0.1365,0.8215,0.04,714.321
1500,0.25,0.1365,0.8215,0.06,717.079
1501,0.25,0.1365,0.8215,0.08,719.23
1502,0.25,0.1365,0.8215,0.1,715.981
1503,0.25,0.1365,0.8215,0.12,717.254
1504,0.25,0.1365,0.8215,0.14,721.162
1505,0.25,0.1365,0.9858,0.02,722.173
1506,0.25,0.1365,0.9858,0.04,727.412
1507,0.25,0.1365,0.9858,0.06,726.737
1508,0.25,0.1365,0.9858,0.08,729.75
1509,0.25,0.1365,0.9858,0.1,729.605
1510,0.25,0.1365,0.9858,0.12,731.909
1511,0.25,0.1365,0.9858,0.14,730.674
1512,0.25,0.1365,1.1501,0.02,732.552
1513,0.25,0.1365,1.1501,0.04,737.006
1514,0.25,0.1365,1.1501,0.06,734.809
1515,0.25,0.1365,1.1501,0.08,739.412
1516,0.25,0.1365,1.1501,0.1,740.449
1517,0.3,0.091,0.1643,0.1,682.97
1518,0.25,0.1365,1.1501,0.12,743.059
1519,0.25,0.1365,1.1501,0.14,744.587
1520,0.25,0.182,0.1643,0.02,663.434
1521,0.25,0.182,0.1643,0.04,667.749
1522,0.25,0.182,0.1643,0.06,679.223
1523,0.25,0.182,0.1643,0.08,685.821
1524,0.25,0.182,0.1643,0.1,688.51
1525,0.25,0.182,0.1643,0.12,695.522
1526,0.25,0.182,0.1643,0.14,701.944
1527,0.25,0.182,0.3286,0.02,678.059
1528,0.25,0.182,0.3286,0.04,681.798
1529,0.25,0.182,0.3286,0.06,690.543
1530,0.25,0.182,0.3286,0.08,696.104
1531,0.25,0.182,0.3286,0.1,701.919
1532,0.25,0.182,0.3286,0.12,706.177
1533,0.25,0.182,0.3286,0.14,714.351
1534,0.25,0.182,0.4929,0.02,694.318
1535,0.25,0.182,0.4929,0.04,698.868
1536,0.25,0.182,0.4929,0.06,703.436
1537,0.25,0.182,0.4929,0.08,706.275
1538,0.25,0.182,0.4929,0.1,712.014
1539,0.25,0.182,0.4929,0.12,720.54
1540,0.25,0.182,0.4929,0.14,724.549
1541,0.25,0.182,0.6572,0.02,542.887
1542,0.25,0.182,0.6572,0.04,708.873
1543,0.25,0.182,0.6572,0.06,716.868
1544,0.25,0.182,0.6572,0.08,722.851
1545,0.25,0.182,0.6572,0.1,724.469
1546,0.25,0.182,0.6572,0.12,731.166
1547,0.25,0.182,0.6572,0.14,735.952
1548,0.25,0.182,0.8215,0.02,718.625
1549,0.25,0.182,0.8215,0.04,723.809
1550,0.25,0.182,0.8215,0.06,725.311
1551,0.25,0.182,0.8215,0.08,731.954
1552,0.25,0.182,0.8215,0.1,738.196
1553,0.25,0.182,0.8215,0.12,741.9
1554,0.25,0.182,0.8215,0.14,747.61
1555,0.25,0.182,0.9858,0.02,729.964
