,target,maxR2-0,AbsDiffs-0,RelDiffs-0,maxR2-1,AbsDiffs-1,RelDiffs-1,maxR2-2,AbsDiffs-2,RelDiffs-2,maxR2-3,AbsDiffs-3,RelDiffs-3,maxR2-4,AbsDiffs-4,RelDiffs-4,maxR2-5,AbsDiffs-5,RelDiffs-5,maxR2-6,AbsDiffs-6,RelDiffs-6,maxR2-7,AbsDiffs-7,RelDiffs-7,maxR2-8,AbsDiffs-8,RelDiffs-8,maxR2-9,AbsDiffs-9,RelDiffs-9,maxR2-10,AbsDiffs-10,RelDiffs-10,maxR2-11,AbsDiffs-11,RelDiffs-11
11,0.679,0.60612,-0.07288000000000006,0.0,1.0933,0.4142999999999999,0.0,1.6541999999999994,0.9751999999999994,0.0,1.6050999999999993,0.9260999999999993,0.0,1.6103000000000005,0.9313000000000005,0.0,0.86151,0.18250999999999995,0.0,1.6875999999999998,1.0085999999999997,0.0,1.0622000000000003,0.3832000000000002,0.0,1.6240000000000006,0.9450000000000005,0.0,1.0369300000000004,0.3579300000000003,0.0,0.84677,0.16776999999999997,0.0,1.0599999999999998,0.3809999999999998,0.0
12,1.27,1.00957,-0.26042999999999994,-0.2050629921259842,1.6875000000000002,0.4175000000000002,0.3287401574803151,2.4833999999999996,1.2133999999999996,0.9554330708661414,2.412799999999999,1.142799999999999,0.8998425196850385,2.4160000000000004,1.1460000000000004,0.9023622047244098,1.36147,0.09146999999999994,0.07202362204724405,2.5337999999999994,1.2637999999999994,0.99511811023622,1.6428000000000003,0.37280000000000024,0.29354330708661436,2.4385000000000003,1.1685000000000003,0.9200787401574806,1.60393,0.33393000000000006,0.2629370078740158,1.3380100000000001,0.06801000000000013,0.0535511811023623,1.6375999999999997,0.3675999999999997,0.28944881889763757
13,0.929,0.73189,-0.19711,0.0,1.3954000000000002,0.46640000000000015,0.0,2.3221,1.3930999999999998,0.0,2.1978999999999997,1.2688999999999997,0.0,2.2211,1.2920999999999998,0.0,1.16824,0.2392399999999999,0.0,2.3657000000000004,1.4367000000000003,0.0,1.3568000000000002,0.4278000000000002,0.0,2.2463000000000006,1.3173000000000006,0.0,1.3466300000000002,0.41763000000000017,0.0,1.0921699999999999,0.16316999999999982,0.0,1.3555,0.4264999999999999,0.0
14,1.257,0.98637,-0.2706299999999999,-0.21529832935560855,1.6739,0.41690000000000005,0.3316626889419253,2.4631,1.2061,0.9595067621320605,2.3950999999999993,1.1380999999999994,0.9054097056483688,2.3974,1.1404000000000003,0.9072394590294355,1.33384,0.07684000000000002,0.061129673826571224,2.5139999999999993,1.2569999999999995,0.9999999999999997,1.6294,0.37240000000000006,0.29626093874303905,2.4185000000000008,1.1615000000000009,0.9240254574383461,1.5838300000000003,0.3268300000000004,0.26000795544948324,1.3162099999999999,0.059209999999999985,0.04710421638822593,1.6260000000000001,0.3690000000000002,0.2935560859188546
15,1.128,0.8724257,-0.2555742999999999,-0.22657296099290775,1.574,0.4460000000000002,0.395390070921986,2.3659999999999997,1.2379999999999998,1.0975177304964538,2.3020999999999994,1.1740999999999995,1.0408687943262407,2.3039000000000005,1.1759000000000006,1.0424645390070928,1.21499,0.08699000000000012,0.07711879432624125,2.4177,1.2897,1.1433510638297875,1.5281000000000002,0.40010000000000034,0.35469858156028405,2.3245000000000005,1.1965000000000006,1.0607269503546106,1.48143,0.35343000000000013,0.31332446808510656,1.2023100000000002,0.07431000000000032,0.06587765957446838,1.5241999999999998,0.3961999999999999,0.351241134751773
16,1.047,0.804239,-0.2427609999999999,-0.23186341929321863,1.2741,0.22710000000000008,0.2169054441260746,1.6677999999999997,0.6207999999999998,0.5929321872015281,1.6613999999999995,0.6143999999999996,0.5868194842406873,1.6451000000000002,0.5981000000000003,0.5712511938872974,0.94068,-0.10631999999999997,-0.10154727793696273,1.7060000000000004,0.6590000000000005,0.6294173829990454,1.2392000000000003,0.19220000000000037,0.18357211079274152,1.6590000000000007,0.6120000000000008,0.5845272206303732,1.1661300000000003,0.1191300000000004,0.11378223495702044,0.97731,-0.06968999999999992,-0.06656160458452715,1.2337,0.1867000000000001,0.17831900668576897
17,1.37,0.98017,-0.3898300000000001,-0.28454744525547454,1.8616,0.4915999999999998,0.358832116788321,3.0080999999999998,1.6380999999999997,1.195693430656934,2.8711,1.5011,1.0956934306569344,2.891000000000001,1.5210000000000008,1.1102189781021903,1.49597,0.12596999999999992,0.09194890510948898,3.068200000000001,1.6982000000000008,1.239562043795621,1.8059000000000003,0.4359000000000002,0.3181751824817519,2.9231000000000007,1.5531000000000006,1.1336496350364966,1.7708300000000001,0.40083,0.2925766423357664,1.4283100000000002,0.058310000000000084,0.042562043795620494,1.8015999999999999,0.43159999999999976,0.3150364963503648
18,1.368,1.11745,-0.25055000000000005,-0.18315058479532165,1.8465,0.4784999999999999,0.34978070175438586,2.5755,1.2074999999999998,0.882675438596491,2.527799999999999,1.159799999999999,0.8478070175438589,2.5229,1.1548999999999998,0.8442251461988302,1.42652,0.058519999999999905,0.042777777777777706,2.626100000000001,1.2581000000000009,0.919663742690059,1.795,0.4269999999999998,0.31213450292397643,2.5434,1.1754,0.8592105263157894,1.72573,0.3577299999999999,0.2614985380116958,1.43851,0.07050999999999985,0.0515423976608186,1.7882,0.4201999999999999,0.30716374269005836
19,1.181,0.887896,-0.29310400000000003,-0.24818289585097378,1.3789,0.19789999999999996,0.16756985605419134,1.7398999999999996,0.5588999999999995,0.47324301439458044,1.7451999999999996,0.5641999999999996,0.47773073666384386,1.7264,0.5453999999999999,0.4618120237087213,1.00628,-0.17472,-0.14794242167654528,1.7789000000000001,0.5979000000000001,0.5062658763759527,1.3372000000000002,0.15620000000000012,0.13226079593564785,1.7366000000000001,0.5556000000000001,0.4704487722269264,1.2532300000000003,0.07223000000000024,0.06116003386960223,1.0547499999999999,-0.1262500000000002,-0.10690093141405604,1.3326999999999998,0.15169999999999972,0.1284504657070277
20,0.888,0.71314,-0.17486000000000002,0.0,1.3989,0.5109,0.0,2.2984,1.4104,0.0,2.1856999999999998,1.2976999999999999,0.0,2.2045000000000003,1.3165000000000004,0.0,1.13125,0.24325000000000008,0.0,2.3436000000000003,1.4556000000000004,0.0,1.3577,0.4696999999999999,0.0,2.2283,1.3403,0.0,1.33413,0.44613,0.0,1.07028,0.1822799999999999,0.0,1.3558999999999999,0.46789999999999987,0.0
21,2.381,1.9553500000000001,-0.42564999999999964,-0.17876942461150763,2.4897,0.10870000000000024,0.04565308693826134,2.9165,0.5355000000000003,0.22490550188996236,2.941699999999999,0.5606999999999993,0.23548929021419546,2.9143,0.5333000000000001,0.22398152036959268,2.11487,-0.26613,-0.11177236455270895,2.9619999999999997,0.581,0.24401511969760606,2.4474,0.06640000000000024,0.027887442251155078,2.9269000000000007,0.5459000000000009,0.22927341453170977,2.37223,-0.008769999999999722,-0.003683326333473214,2.15801,-0.2229899999999998,-0.09365392692146149,2.4432,0.062200000000000255,0.0261234775304495
22,1.011,0.7540800000000001,-0.2569199999999998,-0.2541246290801185,1.2213,0.21030000000000015,0.20801186943620195,1.6170999999999998,0.6060999999999999,0.599505440158259,1.6129999999999995,0.6019999999999996,0.5954500494559839,1.5967000000000002,0.5857000000000003,0.5793273986152329,0.89426,-0.11673999999999984,-0.11546983184965366,1.6555,0.6445000000000001,0.6374876360039566,1.1862,0.17520000000000002,0.1732937685459941,1.6097000000000001,0.5987000000000002,0.5921859545004948,1.11883,0.10783000000000009,0.10665677546983195,0.92905,-0.08194999999999986,-0.08105835806132529,1.1821999999999997,0.1711999999999998,0.16933728981206708
