,ratio,rndint,dataset,mape_test,r2_test,mape_interpolation,r2_interpolation
0,0.05,985.0,Sobol1,0.0056481974693648,0.9959680839907756,0.0157679652144999,0.9524159225774684
1,0.05,111.0,Sobol1,0.0063970461983622,0.9964950282433942,0.0156992164360053,0.9529976207572574
2,0.05,294.0,Sobol1,0.0066230280035262,0.994481314517784,0.0157637635859502,0.9525891633062226
3,0.05,930.0,Sobol1,0.0067952312667082,0.9967210943646996,0.0158364428592637,0.9524475027281212
4,0.05,390.0,Sobol1,0.0068296236763551,0.9961636298014316,0.0157865064872002,0.9526885605747556
5,0.05,794.0,Sobol1,0.0068830888731673,0.9940298804130836,0.0158060963707392,0.9522126792624312
6,0.05,936.0,Sobol1,0.007034362215041,0.995958674995974,0.015721204523731,0.9531557437615136
7,0.05,554.0,Sobol1,0.00704493846943,0.990809629397302,0.0160611510233369,0.950448796342479
8,0.1,510.0,Sobol1,0.0074020423633133,0.995098000712599,0.0157377556360681,0.9531358011831996
9,0.05,678.0,Sobol1,0.0075123832938906,0.9964505687008128,0.0157862886273009,0.9530203103217432
10,0.05,854.0,Sobol1,0.0075429032617323,0.993048458529876,0.0157997880812025,0.95273881793977
11,0.1,930.0,Sobol1,0.007629502083828,0.9952756859149522,0.0158410798445533,0.9529228303363804
12,0.15,297.0,Sobol1,0.0076395717259093,0.9945327397531336,0.0159008669997047,0.9537153681957196
13,0.15,928.0,Sobol1,0.0076452348361298,0.9935413812999278,0.0160150222393986,0.952671317427222
14,0.15,510.0,Sobol1,0.0076897034805505,0.9947588390974904,0.0158292861905569,0.953366613324304
15,0.05,928.0,Sobol1,0.0077498079335141,0.9956461289094972,0.0157982669025009,0.953051481819372
16,0.15,294.0,Sobol1,0.0078266970333329,0.9942158236362152,0.0158179114885176,0.954111172301874
17,0.1,297.0,Sobol1,0.0080005922925374,0.9947178186155324,0.0158946656516721,0.9536517019797722
18,0.1,928.0,Sobol1,0.0080264175206028,0.992601743001534,0.0160491765354564,0.9518714930614242
19,0.05,759.0,Sobol1,0.0080543370404066,0.995606340454184,0.0158053027189949,0.9529456766335956
20,0.05,593.0,Sobol1,0.0081103244650653,0.9943001436304962,0.0159498632243439,0.9520642693315532
21,0.15,816.0,Sobol1,0.0081724870540739,0.9940945169527822,0.0158341396434558,0.95357706599913
22,0.1,111.0,Sobol1,0.00819235642453,0.9929366025292932,0.0158813471354436,0.9526301965582455
23,0.1,554.0,Sobol1,0.0082131129470868,0.992504790777798,0.0159355328285354,0.95173044896789
24,0.05,249.0,Sobol1,0.0082196137393639,0.9904959774475038,0.0157734008383388,0.9520534504218984
25,0.05,111.0,Sobol1,0.0082277985052908,0.9932278917628508,0.0170562820834194,0.9502574344594464
26,0.2,510.0,Sobol1,0.0082513557543526,0.9940453857231926,0.0158632935567225,0.9541382221716892
27,0.05,530.0,Sobol1,0.008306336553453,0.9918942479766244,0.0158175843156021,0.9523950371822556
28,0.25,510.0,Sobol1,0.0083151439213886,0.9944687669709016,0.0160399807497244,0.9544353819910604
29,0.05,554.0,Sobol1,0.0083685787691231,0.9887506391597756,0.0171959657934945,0.949214001975697
30,0.1,395.0,Sobol1,0.0083875242691198,0.9941072350965824,0.0158277581988704,0.9541806748368692
31,0.1,294.0,Sobol1,0.0084054253407317,0.9932203426735304,0.0159197987484838,0.9529477003578748
32,0.2,928.0,Sobol1,0.0084069249373966,0.9923761626036496,0.0163029449534557,0.951602025276811
33,0.2,791.0,Sobol1,0.0084188777982937,0.9929298492643414,0.0160220144456181,0.9535373670319542
34,0.2,297.0,Sobol1,0.0084288932416835,0.9931290764923976,0.0162339092800929,0.9523917218796414
35,0.1,562.0,Sobol1,0.0084444096941087,0.995178935194744,0.0160318449843796,0.9532054456857536
36,0.05,816.0,Sobol1,0.0084662264686057,0.994117529382586,0.0158691356331296,0.9526006552348752
37,0.05,490.0,Sobol1,0.0085201951986973,0.9937662894605124,0.0157925227487673,0.95263286338311
