,ratio,rndint,dataset,mape_test,r2_test,mape_interpolation,r2_interpolation
28,0.05,390.0,Sobol1,0.0091707133956657,0.994793440917192,0.0173872875849796,0.947592514507641
29,0.05,554.0,Sobol1,0.009187730079565,0.987436112638838,0.0174955872740601,0.946018602017612
30,0.05,791.0,Sobol1,0.0091914118761222,0.9936427716974248,0.0173264575689472,0.9480265752751064
31,0.05,791.0,Sobol1,0.0093003442889762,0.9934565223412716,0.0173188851923066,0.9480620430301054
32,0.05,791.0,Sobol1,0.0093004882085876,0.9934312773000312,0.0173359915242767,0.9479529751301622
33,0.1,554.0,Sobol1,0.0093320023281925,0.987461627386884,0.0173160312370622,0.947943546346232
34,0.1,554.0,Sobol1,0.0093579005756905,0.9872893499889474,0.017322112705126,0.9480887462681824
35,0.1,510.0,Sobol1,0.0093695496366278,0.992729785820148,0.0174490273720615,0.9473045808403112
36,0.1,554.0,Sobol1,0.0093759676685882,0.9874227085001736,0.0173355982228332,0.9477798228619978
37,0.1,554.0,Sobol1,0.009416682005271,0.986868928026198,0.0173485168364477,0.9476201898590876
38,0.1,554.0,Sobol1,0.0094646142224692,0.9871794956124044,0.0173291391321737,0.948113861458746
39,0.2,222.0,Sobol1,0.0095042379895769,0.9894288296158072,0.0169917454754067,0.9504364728311092
40,0.05,791.0,Sobol1,0.0095124003744871,0.993289758858212,0.0175900948648311,0.947704278955512
41,0.05,111.0,Sobol1,0.0095321925188953,0.9920001637224668,0.0171444486481467,0.9482801516949938
42,0.2,222.0,Sobol1,0.0095355429863888,0.989388656990048,0.017006172070096,0.9503711345559326
43,0.2,222.0,Sobol1,0.0095503741814605,0.9893099070755432,0.016993472422824,0.9503801441686158
44,0.1,936.0,Sobol1,0.0096076603165496,0.9921940788481052,0.0168652254937793,0.9498083395477404
45,0.2,222.0,Sobol1,0.0096321982368531,0.989417321096525,0.0170756623679417,0.9499497138085342
46,0.1,936.0,Sobol1,0.009636342355866,0.9920439506513408,0.0168910676946411,0.9496461523466015
47,0.05,111.0,Sobol1,0.0096435344930743,0.9919815743769622,0.0171695998468757,0.948194181830712
48,0.05,854.0,Sobol1,0.0096706875969878,0.9904142280129336,0.0172115524429175,0.9477574203286598
49,0.05,111.0,Sobol1,0.0096890125789778,0.99171405522851,0.0171677715928865,0.948235205131056
50,0.05,35.0,Sobol1,0.0120001269942591,0.9942001759858468,0.0172391359752922,0.948535365632291
51,0.05,928.0,Sobol1,0.0103496207213174,0.9941610226573284,0.0171086688939168,0.9482024200863858
52,0.05,928.0,Sobol1,0.0104084904277421,0.9940870324021924,0.0171423317019886,0.9482202580214548
53,0.05,928.0,Sobol1,0.010423794818925,0.9940479258657676,0.0171443028593122,0.9484448614600544
54,0.05,928.0,Sobol1,0.0103924104626394,0.9940398734825818,0.0170984045584632,0.9483482879537668
55,0.1,390.0,Sobol1,0.0101036599386525,0.994011602906719,0.0172780431922517,0.9487343048947
56,0.1,395.0,Sobol1,0.0104037381849597,0.9939877012547352,0.0171470743528556,0.949826607495273
57,0.05,35.0,Sobol1,0.0123244452564249,0.9939641422575516,0.0171807283889271,0.9488332098610546
58,0.05,35.0,Sobol1,0.0124416031040792,0.9939554449993512,0.0171346758626305,0.9490080296549154
59,0.1,390.0,Sobol1,0.0101538447320491,0.993933041747007,0.0171832514185827,0.9490842868705668
60,0.05,35.0,Sobol1,0.0123124086948876,0.9939096020131056,0.0171794354343156,0.9489097338430142
61,0.1,395.0,Sobol1,0.0103933788896816,0.9938883338419978,0.0170806387919803,0.9500444033684174
62,0.1,390.0,Sobol1,0.0102477083743837,0.9938867058853093,0.0172006517147726,0.948954833437038
63,0.1,390.0,Sobol1,0.0102125284291564,0.9938696214129624,0.017187611740105,0.949010534262264
64,0.05,35.0,Sobol1,0.0124528756879035,0.9938440439822578,0.0171534400373555,0.9488931462171
65,0.1,395.0,Sobol1,0.0104907448054618,0.993824367641964,0.0171609502737312,0.9497228872693266
66,0.1,395.0,Sobol1,0.0105146023109778,0.9937865267770852,0.0171908548845756,0.94964924125683
67,0.05,272.0,Sobol1,0.0098959982860047,0.9937275288173768,0.0171886348039106,0.9484325312199816
68,0.1,561.0,Sobol1,0.0100306038507368,0.993724644835684,0.0173916978023895,0.9496861895805084
69,0.05,928.0,Sobol1,0.0107541371851879,0.9936925201417056,0.0173251862358842,0.9474911269966502
70,0.1,561.0,Sobol1,0.0100488914280707,0.993668683652376,0.0173608772021412,0.9495329555816506
71,0.1,561.0,Sobol1,0.0100862105390039,0.9936560618151018,0.017350929923486,0.9495782008584956
72,0.05,75.0,Sobol1,0.0105263600598538,0.9936340292733752,0.0171850537425583,0.9476535246553012
73,0.1,395.0,Sobol1,0.0105628664350139,0.9936199681216138,0.0170717803108467,0.9499854427965284
74,0.1,390.0,Sobol1,0.010340310017631,0.9936066862674092,0.0172398972217098,0.9487878931679572
75,0.05,272.0,Sobol1,0.0099607648366342,0.9936053281641116,0.0171738738699448,0.9485136498869006
76,0.1,561.0,Sobol1,0.0102276124043213,0.993586594536479,0.0173438427195053,0.9496820402284653
77,0.15,35.0,Sobol1,0.0110534191124488,0.9935812341549424,0.0167305531758079,0.9531639354749444
78,0.05,272.0,Sobol1,0.0100041167185234,0.9935794387788556,0.0171908036068057,0.9484311910540796
79,0.1,561.0,Sobol1,0.0100440621265699,0.9935792640762652,0.0173829898880834,0.9496262033405486
80,0.05,395.0,Sobol1,0.0108266412510435,0.9935790286184798,0.0174662646568915,0.9465444939684484
81,0.15,35.0,Sobol1,0.0109640492905786,0.9935625207263458,0.0167275161178436,0.9531504805356648
82,0.05,75.0,Sobol1,0.0105846094074101,0.9935523555454512,0.0171671636967697,0.9477901006919146
