,ratio,rndint,dataset,mape_test,r2_test,mape_interpolation,r2_interpolation
0,0.85,222.0,Sobol1,0.0080986883376628,0.9949624845255348,0.0142106120516735,0.96886271885078
1,0.95,554.0,Sobol1,0.0086531366229747,0.9929547961780752,0.0153375427584392,0.9665011803705922
2,0.85,633.0,Sobol1,0.0088781898957477,0.9943863907586722,0.0156013122309303,0.965087428567092
3,0.95,968.0,Sobol1,0.0090684515860417,0.9923584961996976,0.014429105855135,0.9677156850361716
4,0.95,928.0,Sobol1,0.0090809042065945,0.996330743860148,0.0151075190881119,0.9644329532410107
5,0.9,930.0,Sobol2,0.0096406697956314,0.9952069068089756,0.0128036752511453,0.9714862796301512
6,0.85,669.0,Sobol1,0.0097141577739889,0.9934810782511124,0.0154358297975867,0.9649476840849468
7,0.85,711.0,Sobol1,0.0097254112693137,0.9941974464952076,0.0147413563415031,0.9683582431121924
8,0.95,111.0,Sobol1,0.00989435342077,0.9930818491871338,0.0166618367908693,0.9599932454403184
9,0.9,791.0,Sobol1,0.0099184143872209,0.9940067971688836,0.0160073551542109,0.9627957853275472
10,0.95,561.0,Sobol1,0.0100319267648525,0.9925834572120534,0.0154592905307174,0.9648515455692648
11,0.95,490.0,Sobol1,0.0100719709244709,0.9934852319885952,0.0143458447148763,0.969088463112971
12,0.85,78.0,Sobol1,0.0101031252433802,0.9935679843187012,0.0175167754579825,0.9626765063371576
13,0.95,249.0,Sobol1,0.0101253826665296,0.9909305410263816,0.0190701442631133,0.9581937357022552
14,0.95,854.0,Sobol1,0.0102054895083971,0.9892463630712124,0.0154701860527499,0.9674697564644476
15,0.9,16.0,Sobol2,0.0102137027479089,0.9809615851179522,0.0155471329055338,0.9630239265131167
16,0.95,633.0,Sobol1,0.0104298084021447,0.991848584040077,0.0159548186104722,0.962138614730648
17,0.95,35.0,Sobol2,0.010454604655145,0.9924779701548824,0.0137538289002459,0.9661230102633012
18,0.85,928.0,Sobol1,0.0104765506600753,0.9932283550035332,0.0160619605033268,0.963652794514373
19,0.85,249.0,Sobol1,0.0104914113433141,0.9933912032916437,0.0180536036644511,0.961653494841878
20,0.85,986.0,Sobol1,0.0106560739884435,0.98123005904619,0.0147801302889268,0.9647307377189284
21,0.85,877.0,Sobol1,0.0107566451947175,0.9927367607983454,0.0164998442343461,0.9654123663580833
22,0.95,222.0,Sobol1,0.0108830696037885,0.9934855140162072,0.0144807497885306,0.9696651780397656
23,0.95,936.0,Sobol1,0.0109383971294698,0.9864517668310814,0.0150850591039319,0.9633218724580128
24,0.85,35.0,Sobol1,0.0109403473833264,0.9935241446807292,0.0164628431634206,0.9614586626440074
25,0.95,593.0,Sobol1,0.0111320020935412,0.9903875703240106,0.0180420092632334,0.9573573417250218
26,0.95,669.0,Sobol1,0.0112587405593838,0.9925689016388254,0.0167302343596972,0.9621574422703838
27,0.85,936.0,Sobol1,0.0113516732880552,0.9930255888170806,0.0171709437827033,0.9639157333114672
28,0.85,829.0,Sobol1,0.0114197385000074,0.9859198147615188,0.0151503905729172,0.965585486923772
29,0.95,711.0,Sobol1,0.01144866494367,0.9925930066342136,0.0150999860961265,0.9667448887682728
30,0.9,490.0,Sobol1,0.0114653145476785,0.9920305546415228,0.0152466285414371,0.9652595337196616
31,0.85,816.0,Sobol1,0.011576287446585,0.9920024503923912,0.0191553346114195,0.9563506515431676
32,0.95,996.0,Sobol2,0.011609697055611,0.987023154223582,0.0173414631251842,0.9577496735971148
33,0.9,48.0,Sobol1,0.0116312448859101,0.9886288606463896,0.0164936866206757,0.9622553564069534
34,0.95,75.0,Sobol1,0.0117368720953094,0.991059307784458,0.0173184851291459,0.9600348853014758
35,0.75,562.0,Sobol2,0.0117853406365447,0.986398408649102,0.0150622770381715,0.9624020340280208
36,0.95,634.0,Sobol2,0.0118260609131079,0.9876783563413322,0.0141902231667886,0.9648657853110236
37,0.9,510.0,Sobol2,0.0119442099643642,0.988602823168455,0.0147314928332949,0.9642365740336616
38,0.85,111.0,Sobol1,0.0119490366006247,0.9882603015680752,0.0171906087789724,0.9640981566815444
39,0.9,930.0,Sobol1,0.0121246665639945,0.9881059617818598,0.0169960036583981,0.9627127482031896
40,0.95,930.0,Sobol2,0.0121601308089548,0.9925634195293526,0.0165464215131873,0.9600873372414884
41,0.9,35.0,Sobol2,0.0121679150191987,0.989974919437325,0.0148630724271968,0.961522253155687
42,0.8,222.0,Sobol2,0.0122148179879191,0.9894562067113376,0.016795279011774,0.9602019596341356
43,0.75,582.0,Sobol1,0.0122788704969138,0.988241899744294,0.0174864980790913,0.9618537217897152
44,0.95,78.0,Sobol1,0.0122843637972972,0.9830829826648652,0.0165005705587627,0.961375957195214
45,0.95,791.0,Sobol1,0.0123958633761147,0.991163433595958,0.0191232018622832,0.9558335535876846
46,0.85,510.0,Sobol1,0.012417932735033,0.9888870371355366,0.015943487725878,0.9653165559464832
47,0.85,490.0,Sobol1,0.0124544044540425,0.9907404850343888,0.0195952183417336,0.9561620752416832
48,0.85,999.0,Sobol1,0.0125029824043948,0.981749676213874,0.0153366266132572,0.9641938658400352
49,0.85,554.0,Sobol1,0.0125122540082724,0.988219795314075,0.0192789173969136,0.9515824436275232
50,0.95,968.0,Sobol2,0.01270603230554,0.992777562193528,0.018740779603759,0.9601123950008388
51,0.95,678.0,Sobol2,0.0130440651231851,0.9927413179947436,0.0153942315496037,0.9665894629925872
52,0.95,985.0,Sobol2,0.0125333203440713,0.9920502524968442,0.0136921162333009,0.9675264854900064
53,0.95,35.0,Sobol1,0.0137122498149202,0.9916780654123708,0.0185559744244279,0.9588294386944568
54,0.95,171.0,Sobol2,0.0128683188671881,0.9911509010813424,0.0164239111690781,0.9613354209815792
55,0.95,395.0,Sobol2,0.0130648422695136,0.9907611954475012,0.0168734639147305,0.959728329203376
56,0.9,816.0,Sobol1,0.0125819475184099,0.9906036693651517,0.0155190207767177,0.9659880737464124
57,0.9,35.0,Sobol1,0.0136243372878764,0.9904397109871592,0.0180734903749272,0.95986530185746
58,0.85,791.0,Sobol1,0.0125610830290457,0.9903775198236014,0.0180877788598212,0.9584475117658848
59,0.95,237.0,Sobol1,0.0146603745052669,0.990161401854227,0.0168330424350013,0.965350042776036
60,0.95,930.0,Sobol1,0.0139936554765968,0.9897708817895348,0.0168109161939608,0.965327398743448
61,0.9,222.0,Sobol1,0.012644980718763,0.98972105655191,0.0194794727081603,0.9528743925706112
62,0.5,490.0,Sobol1,0.0128179159516071,0.989519540895429,0.0180204939884586,0.9619981149915332
63,0.9,111.0,Sobol1,0.0130051609848175,0.9893988584515748,0.0162301474139884,0.9650672700168964
64,0.85,390.0,Sobol1,0.013922962677331,0.9892407190632,0.0202467467079655,0.9539144326200611
65,0.75,936.0,Sobol1,0.013067903609269,0.9891490634213014,0.0165000649963308,0.9618325263146628
