,ratio,rndint,dataset,mape_ist,r2_ist,mape_ost,r2_ost
0,0.05,985.0,Sobol1,0.0056481974693648,0.9959680839907756,0.015991179135063,0.9513751529586368
1,0.05,111.0,Sobol1,0.0063970461983622,0.9964950282433942,0.0159043964303277,0.951630643558414
2,0.05,294.0,Sobol1,0.0066230280035262,0.994481314517784,0.0159653827809327,0.951482199641898
3,0.05,930.0,Sobol1,0.0067952312667082,0.9967210943646996,0.016035866831932,0.9510048492326812
4,0.05,390.0,Sobol1,0.0068296236763551,0.9961636298014316,0.0159840704015691,0.9512409929707908
5,0.05,794.0,Sobol1,0.0068830888731673,0.9940298804130836,0.0160029130899474,0.9511615389967866
6,0.05,936.0,Sobol1,0.007034362215041,0.995958674995974,0.0159128120959471,0.951990305100798
7,0.05,554.0,Sobol1,0.00704493846943,0.990809629397302,0.0162600235867666,0.9494004079464428
8,0.1,510.0,Sobol1,0.0074020423633133,0.995098000712599,0.0161036604991001,0.9507704086320176
9,0.05,678.0,Sobol1,0.0075123832938906,0.9964505687008128,0.0159687879587433,0.9513144884801836
10,0.05,854.0,Sobol1,0.0075429032617323,0.993048458529876,0.015981911987463,0.9515916964527577
11,0.1,930.0,Sobol1,0.007629502083828,0.9952756859149522,0.0162015356492936,0.9506059634457622
12,0.15,297.0,Sobol1,0.0076395717259093,0.9945327397531336,0.0164439222251715,0.9501218195897992
13,0.15,928.0,Sobol1,0.0076452348361298,0.9935413812999278,0.0165652091816096,0.9489641630292316
14,0.15,510.0,Sobol1,0.0076897034805505,0.9947588390974904,0.016364340655661,0.9498717363197252
15,0.05,928.0,Sobol1,0.0077498079335141,0.9956461289094972,0.015975793514396,0.9513428061735616
16,0.15,294.0,Sobol1,0.0078266970333329,0.9942158236362152,0.0163432129846982,0.9507405678199412
17,0.1,297.0,Sobol1,0.0080005922925374,0.9947178186155324,0.0162411842682229,0.9509043569536008
18,0.1,928.0,Sobol1,0.0080264175206028,0.992601743001534,0.0164013439436209,0.9493592351403964
19,0.05,759.0,Sobol1,0.0080543370404066,0.995606340454184,0.0159762674566095,0.9513446590357016
20,0.05,593.0,Sobol1,0.0081103244650653,0.9943001436304962,0.0161227816376846,0.9508550363152036
21,0.15,816.0,Sobol1,0.0081724870540739,0.9940945169527822,0.0163377774310522,0.9499845775969658
22,0.1,111.0,Sobol1,0.00819235642453,0.9929366025292932,0.016218863434394,0.950130307163343
23,0.1,554.0,Sobol1,0.0082131129470868,0.992504790777798,0.0162745165359324,0.9492949141018244
24,0.05,249.0,Sobol1,0.0082196137393639,0.9904959774475038,0.0159400163650906,0.9510702074132272
25,0.05,111.0,Sobol1,0.0082277985052908,0.9932278917628508,0.0172510138679556,0.9489050844890168
26,0.2,510.0,Sobol1,0.0082513557543526,0.9940453857231926,0.0165298991602932,0.9493914055053252
27,0.05,530.0,Sobol1,0.008306336553453,0.9918942479766244,0.0159832615429394,0.9513812538260776
28,0.25,510.0,Sobol1,0.0083151439213886,0.9944687669709016,0.0168868617472839,0.9480822481573172
29,0.05,554.0,Sobol1,0.0083685787691231,0.9887506391597756,0.0173906733911057,0.9481857949716151
30,0.1,395.0,Sobol1,0.0083875242691198,0.9941072350965824,0.0161543550584205,0.951327652262634
31,0.1,294.0,Sobol1,0.0084054253407317,0.9932203426735304,0.0162496500380575,0.9505912532759035
32,0.2,928.0,Sobol1,0.0084069249373966,0.9923761626036496,0.0169944286893019,0.9468876404744916
33,0.2,791.0,Sobol1,0.0084188777982937,0.9929298492643414,0.016687849299424,0.9486863599564656
34,0.2,297.0,Sobol1,0.0084288932416835,0.9931290764923976,0.016917423460351,0.94763419873183
35,0.1,562.0,Sobol1,0.0084444096941087,0.995178935194744,0.0163649034017948,0.9500658108364854
36,0.05,816.0,Sobol1,0.0084662264686057,0.994117529382586,0.0160324232124301,0.9513306277037908
37,0.05,490.0,Sobol1,0.0085201951986973,0.9937662894605124,0.0159529300609658,0.9513116678492384
38,0.05,588.0,Sobol1,0.008520820861053,0.9953724980433956,0.0159912129816823,0.951080393818636
39,0.3,510.0,Sobol1,0.0085368822964179,0.993989738374093,0.0170734911335978,0.9475590284919512
40,0.05,968.0,Sobol1,0.0085494427436677,0.9898306056410844,0.0162669679910443,0.9500501270971804
41,0.15,395.0,Sobol1,0.0085805981104739,0.9936841117560028,0.0163461270604923,0.9509104958552204
42,0.1,588.0,Sobol1,0.0085866526740664,0.9933192698710588,0.0160898539929262,0.9512673884722213
43,0.1,222.0,Sobol1,0.0085868298454761,0.9919075555883542,0.016103159408768,0.9513047660890872
44,0.1,390.0,Sobol1,0.0085947491926326,0.9940926565778762,0.0161615909361656,0.9507666217773352
45,0.05,510.0,Sobol1,0.0086140871152026,0.9930264432400516,0.0159540762706854,0.9513038207749084
46,0.15,711.0,Sobol1,0.0086299563713082,0.9937414111119016,0.0166036303863981,0.9483332529624424
47,0.1,530.0,Sobol1,0.008639714747239,0.9917154587619356,0.0162255043752275,0.950565247237098
48,0.05,561.0,Sobol1,0.0086645762043953,0.993658146701748,0.0159548377052583,0.9514053914880178
49,0.15,222.0,Sobol1,0.0086826554820177,0.9920319237285772,0.0161736891120547,0.95119316181415
50,0.05,877.0,Sobol2,0.0086923424157801,0.9930772031914934,0.0161832771228191,0.9499172884628324
51,0.1,180.0,Sobol1,0.0087073586933867,0.991961215736548,0.0161519838974857,0.9500854797570324
52,0.1,791.0,Sobol1,0.0087460347596928,0.9943741401241196,0.0162770142201358,0.9499912603514284
53,0.05,75.0,Sobol1,0.0088219755446078,0.9942559695425164,0.0159980459792997,0.951228492503894
54,0.1,877.0,Sobol1,0.0088573159605961,0.9931160178438726,0.0160801166167888,0.9509010558775594
55,0.1,582.0,Sobol1,0.0088789326167786,0.9934826585147816,0.0159468202579723,0.9515945631966938
56,0.2,562.0,Sobol1,0.0088957563216787,0.9936664393168684,0.016462618207574,0.9500274787830688
57,0.05,395.0,Sobol1,0.0089330354996926,0.9934993545600712,0.0159162330777517,0.9521526695736628
58,0.25,816.0,Sobol1,0.0089537489925018,0.9913693460023184,0.0165609917104675,0.9494586060286804
59,0.1,816.0,Sobol1,0.0090071096947384,0.993290912873391,0.0162199878089157,0.9502480444945643
60,0.05,711.0,Sobol1,0.0090171797656693,0.9924369333220036,0.0161702304471267,0.9498227700726226
61,0.25,928.0,Sobol1,0.0090217958110686,0.9909793881985132,0.0171193961870747,0.9461811062738618
62,0.2,390.0,Sobol1,0.0090240060346826,0.9943495132956258,0.0164253862481109,0.9497661404473364
63,0.1,75.0,Sobol1,0.0090335403141982,0.9938249727426453,0.0162521029337966,0.9504680078279348
64,0.2,222.0,Sobol1,0.0090504899037735,0.9916342260742456,0.0166387757387193,0.9493316879527132
65,0.2,530.0,Sobol1,0.009060101921257,0.9902677764919824,0.0167489352513,0.9485567832087736
66,0.3,928.0,Sobol1,0.0091112823126451,0.9913930322686928,0.017583223203563,0.944287422313432
67,0.1,669.0,Sobol1,0.0091125883449452,0.9922632642805058,0.0162940441053452,0.950513561902092
68,0.1,759.0,Sobol1,0.0091223065326862,0.993365232231018,0.0160193625209605,0.9514410309398982
69,0.15,390.0,Sobol1,0.0091239447115609,0.994390169997544,0.0163032725695398,0.95028919765731
70,0.25,180.0,Sobol1,0.0091246855214214,0.9885030824014258,0.0168084410080779,0.948338004967812
71,0.1,930.0,Sobol1,0.0091276611569231,0.9918820613133252,0.0175201998354375,0.9478017402125102
72,0.15,562.0,Sobol1,0.0091398786654373,0.9941062902663914,0.0164326405090483,0.9502794103823732
73,0.15,669.0,Sobol1,0.0091423258777106,0.993090490633874,0.0164034466445961,0.9504234067189066
74,0.05,985.0,Sobol1,0.0091471596240301,0.9910336006015386,0.0201663291919011,0.9294191684166012
75,0.2,877.0,Sobol1,0.0091864319659607,0.9930835144276188,0.0166045072524162,0.9493796812125485
76,0.15,78.0,Sobol1,0.0091891199290104,0.990247907925584,0.0164774637451347,0.9489933416082598
77,0.15,530.0,Sobol1,0.0092004006484627,0.9885927248856996,0.0166070496788179,0.948701032243982
78,0.25,390.0,Sobol1,0.0092065826711633,0.9938476432446848,0.0167289149708765,0.9491431168478672
79,0.1,711.0,Sobol1,0.0092239598711272,0.992320424477932,0.0165056635417872,0.9485895985184593
80,0.35,928.0,Sobol1,0.0092413547343966,0.9915132734094116,0.0178009709131421,0.9441064693470588
81,0.2,711.0,Sobol1,0.0092751701808553,0.9931718532422495,0.0167829322972791,0.9480145769461572
82,0.3,816.0,Sobol1,0.0092813762121973,0.9912062475880342,0.0167569410490266,0.9491556327866
83,0.2,180.0,Sobol1,0.0092870156211731,0.987367085980599,0.0165823094477941,0.949118015500407
84,0.05,930.0,Sobol1,0.0093150383527354,0.9934191985161516,0.0174029727471301,0.948153308481262
85,0.15,791.0,Sobol1,0.0093151431652697,0.9930874500648248,0.0165509864935444,0.9489527349826452
86,0.05,996.0,Sobol2,0.0093285984513758,0.9925880688724412,0.0162192603947127,0.9499863352820462
87,0.2,78.0,Sobol1,0.0093294351685038,0.9904491889347702,0.0166269170887519,0.9488014486768376
88,0.05,794.0,Sobol1,0.0093474741567035,0.9892903575694,0.0173721488166487,0.9482815088146264
89,0.2,816.0,Sobol1,0.0093614286261659,0.9909874758930955,0.0163813160139233,0.9499633441327696
90,0.15,877.0,Sobol1,0.0093920058563364,0.992505692814483,0.0162952924823462,0.950562611805166
91,0.05,791.0,Sobol1,0.00939254075273,0.9914524593573462,0.0161979369965066,0.950388557077336
92,0.15,111.0,Sobol1,0.0094024455740499,0.9896656260710548,0.0162034832624274,0.9509210676010528
93,0.15,180.0,Sobol1,0.009410084756433,0.9869464770610265,0.0165104643815001,0.9486494910704028
94,0.1,968.0,Sobol1,0.0094142723660121,0.9914116047488526,0.0166376009266313,0.9487741633023992
95,0.05,16.0,Sobol1,0.0094207328107205,0.9904370653089734,0.0160626498752367,0.9506671244425076
96,0.15,490.0,Sobol1,0.0094452566549959,0.9932401146609744,0.016200003205753,0.9512707152964596
97,0.1,48.0,Sobol1,0.009464380887217,0.9913700790461212,0.0164528034824288,0.9495983595719504
98,0.1,936.0,Sobol1,0.0094658145407973,0.9935548090262976,0.0160683327377929,0.9514045918106152
99,0.05,854.0,Sobol2,0.0094739573593915,0.9867623112917898,0.0161526587626384,0.9493929129956376
100,0.05,294.0,Sobol1,0.0095220086136952,0.9896489046127858,0.0173579864292887,0.9485635849083288
101,0.25,222.0,Sobol1,0.0095261688538253,0.9911281255957276,0.0172093404303714,0.947032501124371
102,0.25,562.0,Sobol1,0.0095577400485861,0.9922203412511758,0.0168614072020772,0.9486127848774496
103,0.05,222.0,Sobol1,0.0095891580770838,0.9924117588273728,0.0160508980917423,0.9509480705828088
104,0.25,711.0,Sobol1,0.009590497635438,0.9919879665004816,0.0170221434323348,0.9474922635360724
105,0.25,593.0,Sobol1,0.009605445216418,0.9900631368447388,0.0166933607386015,0.9493490697088156
106,0.3,180.0,Sobol1,0.0096099785615604,0.9886552666836282,0.0170605839256697,0.9475275194846468
107,0.25,791.0,Sobol1,0.0096361085354294,0.9897888981084336,0.017484477685087,0.9437371593942476
108,0.2,582.0,Sobol1,0.0096530007149493,0.9913479449736152,0.0166069102028249,0.9492497850693146
109,0.25,582.0,Sobol1,0.0096562582845515,0.9914540134599366,0.0167937971628726,0.9491022568736868
110,0.25,877.0,Sobol1,0.0096563187095869,0.9912685578714744,0.0167794389179052,0.9480703294907316
111,0.25,530.0,Sobol1,0.0096650235870939,0.989816702676243,0.0169134195097815,0.9479030905076018
112,0.15,75.0,Sobol1,0.0096700025105995,0.993997045385318,0.016430633483922,0.9501882737759254
113,0.15,968.0,Sobol1,0.009691529702591,0.990522895212415,0.0168400712804635,0.9481815976885652
114,0.05,490.0,Sobol1,0.0097107889275496,0.9948536833142524,0.0201034929928167,0.9291532957426464
115,0.2,968.0,Sobol1,0.0097133910816897,0.9900949150324044,0.0170303485165658,0.9481620966626328
116,0.2,294.0,Sobol1,0.0097270697915829,0.9905910276916868,0.0165477006481852,0.9503512621632618
117,0.1,16.0,Sobol1,0.0097329149189374,0.989741118628765,0.0162907161360045,0.9496301611736536
118,0.25,297.0,Sobol1,0.0097442128395736,0.9884920497140288,0.0170580438940474,0.9468843163075794
