,ratio,rndint,dataset,learning_rate,batchsize,epochs,loss,time,mape,r2,mape_test,r2_test,mape_interpolation,r2_interpolation
2844,0.75,35.0,Grid1296,0.001,9.0,200.0,49.79871368408203,18.834975481033325,0.0508049606378527,-0.0014994265058989,0.0522688509209389,0.0338343734651096,0.0730433664530945,-1.0412221974185174
2845,0.75,35.0,Grid2401,0.001,661.0,200.0,33.192283630371094,0.8338212966918945,0.0460647000509417,0.3887626711676297,0.0434165212960035,0.5350522070218293,0.0801094246529057,-2.609022572331213
2846,0.75,35.0,Sobol1,0.001,9.0,200.0,4.700992107391357,33.805521965026855,0.017423433770646,0.977869723926203,0.0183990756147812,0.979968474035306,0.0188177864568726,0.9592406730745072
2847,0.75,35.0,Sobol2,0.001,5.0,200.0,3.5372314453125,52.07493829727173,0.0170600329460496,0.972398502777275,0.0155778332521265,0.9769844570037952,0.0162594535303076,0.9603522744985652
2848,0.75,390.0,Grid1296,0.001,9.0,200.0,25.52436065673828,19.11474323272705,0.0529540016662209,-0.3156333175604346,0.0540061555329684,-0.4647455699930076,0.0793532734747021,-1.7218938741963608
2849,0.75,390.0,Grid2401,0.001,661.0,200.0,31.47826385498047,0.8329746723175049,0.0443805302263385,0.2386235602290539,0.0433220120387867,0.3418661211011287,0.0791430273398383,-3.501901930880954
2850,0.75,390.0,Sobol1,0.001,9.0,200.0,45.56425476074219,34.62776064872742,0.0853078461824899,-0.8406851839806382,0.0868221980854801,-0.8954645279430049,0.0748437644018331,-0.3968993996687193
2851,0.75,390.0,Sobol2,0.001,5.0,200.0,2.9159178733825684,53.13296341896057,0.0172838244067649,0.9775330751215868,0.0172174106222065,0.9769504660911116,0.0151172471474809,0.9658873111479588
2852,0.75,395.0,Grid1296,0.001,9.0,200.0,15.438042640686035,18.863497972488403,0.0508309683240341,-0.0797872859267561,0.0517525261189085,-0.2531333908391628,0.0745247927705642,-1.3138010219413054
2853,0.75,395.0,Grid2401,0.001,661.0,200.0,34.044769287109375,0.8293712139129639,0.0464088431184175,0.414180749446132,0.0476044220497887,0.4359952622099595,0.0828012741457886,-2.700899792190138
2854,0.75,395.0,Sobol1,0.001,9.0,200.0,10.904486656188965,34.01285123825073,0.0193452030042251,0.967739023929742,0.0184735855035299,0.973690152708534,0.0212873135488926,0.9449731753594646
2855,0.75,395.0,Sobol2,0.001,5.0,200.0,11.822027206420898,52.5441575050354,0.0177766982632185,0.9749725994722525,0.0220511633831819,0.9697662642379856,0.0175714908350604,0.961137405816822
2856,0.75,48.0,Grid1296,0.001,9.0,200.0,11.98866081237793,18.880171298980716,0.0349810328941776,0.4999752000600876,0.0357161796800653,0.5404762125317223,0.061989788323115,-0.1758898478480253
2857,0.75,48.0,Grid2401,0.001,661.0,200.0,33.39400100708008,0.8258466720581055,0.0457482395672769,0.4584041452125913,0.0468944672492148,0.3724752803114847,0.080919597578862,-2.5548893993590807
2858,0.75,48.0,Sobol1,0.001,9.0,200.0,7.575900554656982,33.95259523391724,0.0125425709826261,0.9874078128501772,0.0134363715560989,0.9823422435044398,0.0177271881186335,0.9591147647652978
2859,0.75,48.0,Sobol2,0.001,5.0,200.0,19.654216766357425,51.81795358657837,0.0183194485630013,0.9732170931004944,0.020191259447993,0.9741524320234008,0.0190287394476428,0.9554260869311972
2860,0.75,490.0,Grid1296,0.001,9.0,200.0,60.22938919067383,19.30620074272156,0.0502499105429831,0.0120366864664033,0.0511216048137797,-0.0682506506747218,0.0703929323676875,-1.077911069836306
