,ratio,rndint,dataset,mape_ist,r2_ist,mape_ost,r2_ost
0,0.05,294.0,Sobol1,0.0856636519968067,0.5590476033874294,0.0928790270388341,0.3998993196904664
1,0.15,222.0,Sobol1,0.0859255003334861,0.5885302337708906,0.0929385594538628,0.398832528733046
2,0.05,249.0,Sobol1,0.0872416632425143,0.4868881981272409,0.0928651157277838,0.4002024184360746
3,0.2,222.0,Sobol1,0.0876962936324663,0.5759163626278734,0.0930885630674275,0.3971948019205756
4,0.1,222.0,Sobol1,0.0878736847960249,0.5846528576873762,0.0930758823706539,0.397821793209525
5,0.05,930.0,Sobol1,0.0889267647283068,0.6422227210565361,0.0927165627019885,0.4017136826615495
6,0.15,294.0,Sobol1,0.0892046567525554,0.5791037551147851,0.0931392123908918,0.3973656640767239
7,0.1,294.0,Sobol1,0.0899415084679843,0.5888280287874325,0.0928143534528196,0.4003599196684788
8,0.1,928.0,Sobol1,0.0910200132226305,0.5816018506438785,0.0926328753575854,0.4023771279675394
9,0.05,510.0,Sobol1,0.0910331911342937,0.5450693804932114,0.0930357627675468,0.3982418765923642
10,0.05,297.0,Sobol2,0.0910459600772474,0.5618600267472983,0.0935520339565351,0.3753092611209622
11,0.15,928.0,Sobol1,0.0910832438185669,0.5757965854456235,0.0926826138929534,0.4020819470817098
12,0.05,721.0,Sobol2,0.091292024816381,0.4175359626422082,0.0942431723165368,0.3669882614399354
13,0.25,222.0,Sobol1,0.0915577465860785,0.5705032298887021,0.0929880455952385,0.3984144569427523
14,0.1,297.0,Sobol2,0.0917400727128124,0.5756202831505458,0.0936457014258233,0.3740045891721966
15,0.05,794.0,Sobol1,0.0918586095249994,0.5167291705476343,0.092889770248991,0.3997099645221252
16,0.15,530.0,Sobol1,0.0919310688300134,0.5146692548297744,0.0931467245191572,0.3968095991570959
17,0.05,16.0,Sobol1,0.0920556549961668,0.5445069671427347,0.092849383138447,0.4002820746516359
18,0.05,78.0,Sobol1,0.0923371119725426,0.56787244386749,0.0928045576167118,0.4003503618303105
19,0.1,930.0,Sobol1,0.092567379444252,0.5553416420228892,0.092928566407764,0.3995490804378745
20,0.2,294.0,Sobol1,0.0930423755652274,0.5749801983879665,0.0932184529255128,0.3967482563070817
21,0.05,554.0,Sobol1,0.0931973255058843,0.5349462893551828,0.0928442269785632,0.4000140196323347
22,0.05,985.0,Sobol1,0.0934751189291688,0.4260587470845086,0.0929582263273469,0.3985558932414349
23,0.1,16.0,Sobol1,0.0936693440884387,0.5603584162578171,0.0930128436611469,0.3987187329103544
24,0.1,510.0,Sobol1,0.093694023712469,0.5527270344219077,0.0933596987623713,0.3949610037224499
25,0.05,669.0,Sobol2,0.0937728029341269,0.6230880922664251,0.0931947626296891,0.3790491803699433
26,0.2,530.0,Sobol1,0.0937893735896576,0.5120879614909031,0.0931772881093242,0.3963159576225379
27,0.05,996.0,Sobol2,0.0941806738667199,0.5015514873082194,0.0938306283229127,0.3718366786102315
28,0.05,968.0,Sobol1,0.0942032898493547,0.4523471825065972,0.0931631058103481,0.3969294578802312
29,0.05,530.0,Sobol1,0.0942146593476849,0.4703534498883296,0.0930081935389831,0.3983426299997005
30,0.3,222.0,Sobol1,0.0943347477948126,0.5695581569317993,0.0925346649038356,0.4025587718024673
31,0.2,968.0,Sobol1,0.0943913967774898,0.5222574990802518,0.0933622038348872,0.3942606766181475
32,0.2,928.0,Sobol1,0.0944292575266779,0.5280788849007899,0.0930105127943476,0.3982552328268141
33,0.25,816.0,Sobol1,0.0946508825562209,0.5224678645763621,0.093438062495296,0.3940086813970642
34,0.2,986.0,Sobol1,0.0947428696808318,0.5153232581478899,0.0939885817143411,0.3890264527240178
35,0.05,759.0,Sobol1,0.0947994605906055,0.6537381940178351,0.0925754572767304,0.4028290531254691
36,0.2,180.0,Sobol1,0.0948717235848999,0.5504265441938956,0.0929437078478613,0.398716810136381
37,0.1,530.0,Sobol1,0.0948829030404149,0.5149239726920944,0.0929739291497687,0.3985858749724694
38,0.15,75.0,Sobol2,0.0949443534257527,0.5404969496503307,0.0944400763651284,0.3644463171051588
39,0.1,554.0,Sobol1,0.095023462125377,0.5817539396724862,0.092687172429339,0.4016035044552364
40,0.15,78.0,Sobol1,0.0953238533880579,0.5632439169038961,0.0931669295539922,0.3970504897309653
41,0.25,530.0,Sobol1,0.0953702999323871,0.5137754659221501,0.0935381865333481,0.3930032308837269
42,0.25,180.0,Sobol1,0.0953966495427979,0.5327198572772169,0.0932363819545847,0.3956653842734561
43,0.2,78.0,Sobol1,0.0954865645183608,0.5646550923137421,0.0931307902093225,0.3969016616624229
44,0.3,180.0,Sobol1,0.0955682997067613,0.5373802162047696,0.0932046508806707,0.3961585029104711
45,0.05,791.0,Sobol2,0.0955787477550937,0.5231740807104881,0.0936948472060352,0.3731806330991258
46,0.2,816.0,Sobol1,0.0956621053367559,0.5359774390587598,0.0930726951583749,0.3977862502794896
47,0.25,928.0,Sobol1,0.0958031276248752,0.5272486038766919,0.0929177321774819,0.3991259281557089
48,0.3,816.0,Sobol1,0.0959213795649838,0.5165234854899747,0.0935832376862298,0.3922548328397524
49,0.1,78.0,Sobol1,0.0961028206680496,0.5231769017147074,0.0930515986980678,0.3982094839863527
50,0.05,854.0,Sobol2,0.0961489453160012,0.4228286735631154,0.0936269485960306,0.3740574283165172
51,0.2,510.0,Sobol1,0.0962315757245761,0.553724407744818,0.0932433433259914,0.3959333524042535
52,0.15,816.0,Sobol1,0.0962609056782859,0.5366066013685891,0.0930353578032433,0.3983882626492286
53,0.05,791.0,Sobol1,0.0964751879099076,0.5432787975854128,0.0926958480745559,0.4016516076587402
54,0.25,294.0,Sobol1,0.0965802388912534,0.5519266935210019,0.0932008563563657,0.396824792471724
55,0.05,877.0,Sobol2,0.0967222433873838,0.4245294339364552,0.0941043491191033,0.3688370249979638
56,0.1,75.0,Sobol2,0.0968949114450788,0.5968899425535883,0.093883880971424,0.3715299434804819
57,0.15,986.0,Sobol1,0.0969064683674455,0.4989429837459637,0.0935026808564325,0.3937993257139357
58,0.15,588.0,Sobol2,0.0969081282255244,0.5229014476428575,0.0938888508320458,0.3702866115731594
59,0.4,180.0,Sobol1,0.0969616491249866,0.5346817294682844,0.0934246913933797,0.3935201868971881
60,0.35,928.0,Sobol1,0.0970125980575541,0.5378523456146815,0.0927976394545011,0.4003226771903648
61,0.05,928.0,Sobol1,0.0970551192598886,0.6500630994454181,0.0925167864478,0.4036485160804901
62,0.1,968.0,Sobol1,0.0970881596950303,0.5421996157015045,0.0931600645349433,0.3968127542821721
63,0.5,633.0,Sobol1,0.097197650518705,0.5215215825555317,0.0952508795884428,0.3749713913116788
64,0.2,725.0,Sobol1,0.0973334215216761,0.5045308730214876,0.09313398036126,0.396525990858483
65,0.3,928.0,Sobol1,0.0974309632896062,0.5259595078385437,0.0930519692627734,0.3978514240163229
66,0.45,633.0,Sobol1,0.0974556871935363,0.5252075345929954,0.0946563610002521,0.3823398488253799
67,0.15,16.0,Sobol1,0.0975983670789323,0.5566782633014858,0.0927611672548972,0.4011181562857637
68,0.25,968.0,Sobol1,0.0976403572549469,0.5311997813213024,0.0932066600633313,0.3959574491068062
69,0.4,222.0,Sobol1,0.097645062182569,0.5652896376398613,0.092208207118572,0.4062532879105569
70,0.15,968.0,Sobol1,0.0977468981575445,0.5182372901465018,0.0931551769399428,0.3966219436495548
71,0.25,930.0,Sobol1,0.0977750652993679,0.5040027742570206,0.0938447577814694,0.3903381006199478
72,0.25,986.0,Sobol1,0.0979491810982743,0.5298195217020691,0.0937151205477114,0.3921583612505753
73,0.5,582.0,Sobol1,0.0980492009941798,0.5305165115262249,0.0955257005707658,0.3724136565549076
74,0.35,562.0,Sobol2,0.0980855651280017,0.5070496302952828,0.095093971851013,0.3559145002983074
75,0.55,633.0,Sobol1,0.0981313756257673,0.5219697499557481,0.0955718299680844,0.371410384234109
76,0.25,490.0,Sobol1,0.0981605588775789,0.5464032970984605,0.0923930256369108,0.4034330625994564
77,0.1,588.0,Sobol2,0.098170821377025,0.5544114622761582,0.093324933969068,0.3773888363374906
78,0.4,928.0,Sobol1,0.098197112635557,0.5306422674467731,0.0924106869489053,0.403932884414719
79,0.15,111.0,Sobol1,0.0982629330528293,0.484953634456679,0.0930207271797813,0.3972605972757208
80,0.4,930.0,Sobol1,0.0984575048035412,0.5366303396599246,0.0937706574351383,0.3914153785705548
81,0.35,816.0,Sobol1,0.0984637251961015,0.5156737164746654,0.0934504231378967,0.3930511678437004
