,ratio,rndint,dataset,rmse,mape,r2,rmse_all,mape_all,r2_all
78,0.05,794.0,Sobol1,67.83523440279181,0.09185860952499945,0.5167291705476343,71.36119568685687,0.09286751656669973,0.40275131762771055
79,0.05,794.0,Sobol2,87.5629457604766,0.12053293818110754,0.40492547364492826,72.19394905913306,0.0938520810776318,0.378484744122788
80,0.05,936.0,Grid1296,46.846611702957226,0.05322957447530959,0.6284691639444906,78.44838407474968,0.09586666085860403,0.4077532561943057
81,0.05,936.0,Grid2401,36.516541940593285,0.04205801927323054,0.6105009362939543,101.23046047597342,0.11813893136890888,0.0694823872405187
82,0.05,936.0,Sobol1,76.51008689228446,0.10249191511221872,0.44105865106947306,71.49755920605129,0.09299423269663826,0.40171594120130694
83,0.05,936.0,Sobol2,85.92269423375447,0.1245736545666389,0.54000750748168,71.91573442414935,0.09353031357611447,0.3870474906677783
84,0.05,111.0,Grid1296,52.95265925701017,0.06593869039436476,0.6515032917811377,78.78431127206363,0.09584908488790093,0.4039964328856529
85,0.05,111.0,Grid2401,44.96858249367944,0.05043526781850511,0.6555321683113592,101.7014682023386,0.11870838537911207,0.06586275522972729
86,0.05,111.0,Sobol1,77.71115594593411,0.10618730962381147,0.4912026525759867,71.53396325067854,0.09305366580621795,0.4035199914040053
87,0.05,111.0,Sobol2,84.24818013659157,0.12527481429237874,0.6139421119841446,72.13428630818463,0.0938826268126329,0.3861683579718427
88,0.05,816.0,Grid1296,62.5900909857062,0.07505954330512209,0.5980986203885982,78.79728203333397,0.09597031539467042,0.4047636615705895
89,0.05,816.0,Grid2401,40.19605860823456,0.04245333462565825,0.5281909402314721,101.50237909253907,0.11852474329502721,0.06346869265941624
90,0.05,816.0,Sobol1,73.11893045190898,0.09903256703293074,0.5389036929626196,71.39566057832644,0.09287438862095962,0.4053330679607874
91,0.05,816.0,Sobol2,86.52126099558646,0.12388237902129179,0.45316856501812897,72.33625892796232,0.09420356840178709,0.37680909811301255
92,0.05,968.0,Grid1296,42.724518229433635,0.04845644082062472,0.4347377782502212,78.35054855235941,0.09577780273563818,0.40769034210299804
93,0.05,968.0,Grid2401,39.07689679454826,0.04516859924076425,0.7106662019888874,101.23371089620318,0.1181757208259599,0.07274850538909738
94,0.05,968.0,Sobol1,71.82246584286833,0.09420328984935479,0.4523471825065972,71.60702112619155,0.09318555422657455,0.39828428037147445
95,0.05,968.0,Sobol2,73.3599089869744,0.10195134368880596,0.6115813672732751,71.88290948568869,0.0934570361475729,0.3851403722801552
96,0.05,48.0,Grid1296,50.198668541725986,0.05805664561813104,0.60261660484571,78.41170891145728,0.09591643305028862,0.40865295186525097
97,0.05,48.0,Grid2401,47.923334231339396,0.04974797504020308,0.42602306466623574,101.56400952023708,0.11864262150258567,0.06342609564416701
98,0.05,48.0,Sobol1,75.02090191442679,0.103938323093177,0.561843065658677,71.34561115579756,0.09283561012829308,0.40805637768411007
99,0.05,48.0,Sobol2,77.05601258154341,0.10927676372522577,0.5620442452349119,71.96852878937786,0.09361904967941309,0.3829800052102491
100,0.05,986.0,Grid1296,48.09549411275023,0.05397680442575078,0.6463093624554961,78.37504615898418,0.09582028000385966,0.40934910333555274
101,0.05,986.0,Grid2401,38.93196115522014,0.041897476733940085,0.6631175605084056,101.15131853756996,0.11809119596582836,0.072977381389003
102,0.05,986.0,Sobol1,80.07987504672066,0.11663458011926428,0.552623479513078,71.41476752562627,0.09302010052821295,0.40944644535282293
103,0.05,986.0,Sobol2,78.5763193596334,0.11709074722631108,0.49147999847042045,72.00342630685667,0.09379587123260164,0.3816228272353177
104,0.05,829.0,Grid1296,48.35072559071656,0.05895904449374699,0.48508443477686747,78.39826767954612,0.09591564479346126,0.4077505875018894
105,0.05,829.0,Grid2401,38.08279517491954,0.04145485789790027,0.6679455533309873,101.83619475277342,0.11879552214643359,0.05931392482753528
106,0.05,829.0,Sobol1,72.6476741804314,0.09959096938516522,0.5254479203079563,71.31584418321675,0.09276675583299393,0.406488053382726
107,0.05,829.0,Sobol2,83.1871440945558,0.1191038536324904,0.48200750074255205,72.023407511947,0.09369558201441693,0.38252823839234007
108,0.05,996.0,Grid1296,46.16053855500317,0.05145325933063953,0.5846915634857974,78.24230046314241,0.09576130415728065,0.41042584795397197
109,0.05,996.0,Grid2401,42.800818445083095,0.04878753759304575,0.6820576398726468,102.08685755618241,0.11916862790645219,0.057774668006742136
110,0.05,996.0,Sobol1,82.48372267804089,0.11946047181943226,0.5272495733603566,71.45462422543925,0.09305627534229373,0.4095903827284414
111,0.05,996.0,Sobol2,72.00441228150622,0.09418067386671995,0.5015514873082194,72.18144326532355,0.09383661622213259,0.3748266887635435
112,0.05,272.0,Grid1296,41.09894681272575,0.052046269534601244,0.3567410666447828,78.21178515858335,0.09586055302961406,0.40942931403009963
113,0.05,272.0,Grid2401,32.90244228098394,0.038997009784350875,0.6401871892426705,101.12687814823582,0.11807719732512517,0.06979124574625262
114,0.05,272.0,Sobol1,74.08366535699128,0.09966272542237338,0.5411321130613171,71.3895847055848,0.09285847493726078,0.4058742773221834
115,0.05,272.0,Sobol2,88.62016618144196,0.1435615301072825,0.544184782073184,71.94260498161269,0.09387923803796967,0.3903130895134621
116,0.05,759.0,Grid1296,43.474602193218935,0.05123529967289635,0.4414914317087858,78.39761065887352,0.09585101822595017,0.4070598179972744
117,0.05,759.0,Grid2401,39.49593482090428,0.04340644740690762,0.6645277923689259,101.10418430700625,0.11805527629865777,0.07395174378996305
118,0.05,759.0,Sobol1,69.0212285741555,0.09479946059060551,0.6537381940178351,71.20378542631299,0.09262345392944443,0.41241954275882176
119,0.05,759.0,Sobol2,75.91853578260131,0.10895498804432985,0.5567928405828407,72.00400050754982,0.09371003079010964,0.3815868797580261
120,0.05,390.0,Grid1296,50.21304705878733,0.05893927830005103,0.5972682724572558,78.5371805344404,0.09595969686985593,0.4066724174552613
121,0.05,390.0,Grid2401,39.95019716580287,0.042372694278189627,0.656790949507344,101.32501894403005,0.1182474362778922,0.06958682663510196
122,0.05,390.0,Sobol1,76.86863810579764,0.109079052938685,0.5177548517844703,71.4888441372371,0.09312150561725192,0.4053070788945282
123,0.05,390.0,Sobol2,76.44685915075074,0.11262978545541714,0.6462846679597969,71.9365415508578,0.09368394748132898,0.38773037240696995
124,0.05,930.0,Grid1296,48.071801346592096,0.052570800853967085,0.5452013292125866,78.4839943528617,0.09579280049092401,0.4067370067602255
125,0.05,930.0,Grid2401,39.091938864497955,0.04275305556531527,0.7051424452680934,101.30985014283013,0.11820008257746037,0.07074805998772704
126,0.05,930.0,Sobol1,66.43430432099456,0.08892676472830682,0.6422227210565361,71.21582820698143,0.09263477432691551,0.4094809906675648
127,0.05,930.0,Sobol2,80.97322198730353,0.11234331780021928,0.5391713897185714,72.08331115941738,0.09373781468627622,0.38267709318275867
128,0.05,633.0,Grid1296,45.15251918021209,0.05332137995424408,0.6067908210922259,78.37183684267352,0.09584297567791229,0.40849158539169705
129,0.05,633.0,Grid2401,37.94235215073143,0.04236505965922316,0.6959495196927931,101.81864330778718,0.11877721200687508,0.06078905319469574
130,0.05,633.0,Sobol1,74.35580372713939,0.10338324648779758,0.4897376022420582,71.3814877892635,0.09288606589396158,0.4058651113759596
131,0.05,633.0,Sobol2,78.67968753316727,0.10989287421284756,0.5356034988473424,71.98508429123221,0.09363185650057318,0.38251247397524213
132,0.05,928.0,Grid1296,54.66654754828001,0.06489910483994722,0.5411815906138313,78.58204451265262,0.09599471421440528,0.4061049538279685
133,0.05,928.0,Grid2401,33.65712993731428,0.03906327984112578,0.7742828850920359,101.07242398390699,0.11791101385601803,0.07536561366253369
134,0.05,928.0,Sobol1,72.12546933536584,0.09705511925988869,0.6500630994454181,71.22231937299125,0.09261472910036866,0.4135910315540898
135,0.05,928.0,Sobol2,76.80596067494629,0.10632461366975886,0.5453020520523542,71.79218629431284,0.09332338525269264,0.3859127086663632
136,0.05,854.0,Grid1296,50.020548929478814,0.05967359872959994,0.6241248661922455,78.49061985807556,0.09575063941653383,0.40765613688122637
137,0.05,854.0,Grid2401,43.57830779419534,0.04873286309272854,0.6285658599206476,101.84389026826423,0.11888204517120556,0.06107426405801075
138,0.05,854.0,Sobol1,77.59574132287169,0.10506348852075345,0.43348388741744204,71.5424385651503,0.09306667878724584,0.40160817941153637
139,0.05,854.0,Sobol2,72.18291589949204,0.09614894531600127,0.4228286735631154,72.05896928704166,0.09367009001708065,0.37511438752294446
140,0.05,554.0,Grid1296,48.47929863318325,0.058707790968524125,0.5747711443370157,78.42761025496354,0.09592263803944921,0.407855469329682
141,0.05,554.0,Grid2401,33.36135285021615,0.03817612574814463,0.6552718323758273,101.43882349828885,0.11840519540761263,0.06496121268722255
142,0.05,554.0,Sobol1,67.34713479411472,0.09319732550588436,0.5349462893551828,71.33349276454591,0.09285184726729388,0.4036619225976822
143,0.05,554.0,Sobol2,78.52090750739754,0.1056881798606856,0.4546958156245572,72.30437470586295,0.09404038666584068,0.3737015162152749
144,0.05,562.0,Grid1296,41.888929643650016,0.04936462753249685,0.6439078209129454,78.05663498238502,0.09570002540797262,0.4134805269637867
145,0.05,562.0,Grid2401,45.02696461061115,0.04784259816408462,0.5116969234335578,101.58169233719526,0.11865862561277071,0.06391605962371283
146,0.05,562.0,Sobol1,80.32815853204983,0.1141087175366638,0.5075483371483591,71.51964790634659,0.09312139301422047,0.4066567008720994
147,0.05,562.0,Sobol2,74.56658889326864,0.1014562884086501,0.5942125411233793,71.82106078958269,0.09333915856554141,0.3868755353452301
148,0.05,78.0,Grid1296,75.06125614249629,0.0899721815698812,0.5035760991950048,79.34241934550757,0.09610901435684853,0.3974594049595678
149,0.05,78.0,Grid2401,50.32435055247803,0.053350168221422835,0.48924104810881475,101.98177797405211,0.11913105446428446,0.057906145381561025
150,0.05,78.0,Sobol1,69.21327672990716,0.09233711197254267,0.56787244386749,71.35243042897586,0.09279446958037403,0.4056733359080047
151,0.05,78.0,Sobol2,86.33333741106424,0.12994038715051098,0.49600071800867607,71.94215666161368,0.09369748677913727,0.3865931403248698
152,0.05,222.0,Grid1296,46.397075296456535,0.0557462247230187,0.5977171654123941,78.26325611698685,0.09583507513181247,0.4102274939526097
153,0.05,222.0,Grid2401,34.76265345115437,0.0382656052325633,0.7527952965856682,101.5025079331957,0.11841351052826096,0.06765416933202872
154,0.05,222.0,Sobol1,75.58612857381928,0.10110750291950102,0.5753034482717333,71.47282625717494,0.09295881068389565,0.4073813797564697
155,0.05,222.0,Sobol2,74.32934187183375,0.10395551686170684,0.5195987273591263,71.91273431407795,0.09357029355607945,0.38154469649017775
156,0.05,294.0,Grid1296,50.6529014033131,0.05467752676412104,0.5390376469557194,78.53612775279797,0.0957861539518868,0.40623628951891144
157,0.05,294.0,Grid2401,45.844012572629254,0.04776725481714596,0.5395799864231456,101.78684696502451,0.11882399031304568,0.06040021882179747
158,0.05,294.0,Sobol1,67.00431189369613,0.08566365199680677,0.5590476033874294,71.33321275442542,0.09272331061164514,0.40399908932079764
159,0.05,294.0,Sobol2,87.8229865880097,0.1359794285348666,0.5188175335119214,71.82586279429898,0.09357238799335886,0.39069030746368405
160,0.05,725.0,Grid1296,35.27677480595504,0.04179809503717937,0.6242715707421291,78.05917490404599,0.09564963664468117,0.41224723139609787
161,0.05,725.0,Grid2401,40.35227346628898,0.045314309036752314,0.4697009238581058,101.70276855739647,0.11882832054301194,0.05932169020017175
162,0.05,725.0,Sobol1,78.62510002797819,0.1108127487287245,0.4255486441732249,71.63938864046948,0.09329998805992344,0.3999672033100168
163,0.05,725.0,Sobol2,72.39865789504076,0.10208504781903578,0.5376125254424666,71.9825244173747,0.09365944626065163,0.37996432729543494
164,0.05,582.0,Grid1296,60.96610541212193,0.0684724688370554,0.4919422025462684,78.825439569592,0.09601427753091414,0.4028865093464511
165,0.05,582.0,Grid2401,38.36551497506724,0.042131870327981796,0.6707990173466407,101.34773455768803,0.11831987442191241,0.06821892343042002
166,0.05,582.0,Sobol1,84.60980917593399,0.1313935231904663,0.4816926654586663,71.60846874783904,0.0934494673240255,0.4059706629422061
167,0.05,582.0,Sobol2,84.11846541237922,0.12256956789894524,0.5660329117918972,71.79907428088258,0.09342827196972993,0.3904315118047451
168,0.05,731.0,Grid1296,47.858241190777825,0.054577021697182614,0.5589362609994988,78.34335921191453,0.09563708545753924,0.4089552490877215
169,0.05,731.0,Grid2401,35.316173893155266,0.04147805442961687,0.6721871964929114,101.29900522764976,0.11821743628241915,0.06896579252905655
170,0.05,731.0,Sobol1,80.60941325443694,0.12148888042046908,0.5653391800013223,71.52688839954061,0.09328586071880182,0.4088779301454083
171,0.05,731.0,Sobol2,79.696126996596,0.10687409061034624,0.37452898068140117,72.70240331744012,0.09459635647606879,0.36523285274038064
172,0.05,249.0,Grid1296,60.18952365754281,0.07004632376153157,0.5143466121983098,78.51946185103353,0.09594535316132241,0.4076079746212903
173,0.05,249.0,Grid2401,42.18217966231779,0.04653796488469375,0.6585606251500571,101.10310509404937,0.1180544987244395,0.07655893487486198
174,0.05,249.0,Sobol1,71.12015543796704,0.08724166324251437,0.48688819812724093,71.4015055828136,0.09274375489423423,0.40236451408748697
175,0.05,249.0,Sobol2,82.12175607543507,0.11721145720349241,0.5555077004955801,72.0386347721861,0.09373628966935016,0.3836827879053868
176,0.05,791.0,Grid1296,38.59131181831357,0.04250391468148524,0.6546661351015655,78.18181248586075,0.09574819531304267,0.41121695949786485
177,0.05,791.0,Grid2401,35.558733093001536,0.04235019531535185,0.66525327370211,101.21580430889645,0.11820346844798343,0.06968222093028686
178,0.05,791.0,Sobol1,71.99227804803074,0.09647518790990764,0.5432787975854128,71.33592692399658,0.0927774107504898,0.40674751290630484
179,0.05,791.0,Sobol2,70.34638863134525,0.0955787477550937,0.5231740807104881,72.07749982673515,0.0937270733172588,0.37649726334409983
180,0.05,35.0,Grid1296,63.35955159342309,0.07624130667757091,0.4632011382400094,78.92153576587421,0.0961956870412658,0.40153149994532444
181,0.05,35.0,Grid2401,40.57867798164736,0.04266883180716624,0.65934800053964,101.65003239917206,0.11863156441825798,0.06390835290032626
182,0.05,35.0,Sobol1,74.59309421035216,0.10620829805917859,0.6454431588700185,71.09110541224402,0.09244754879622029,0.41729740969975404
183,0.05,35.0,Sobol2,72.98239069759387,0.09985606464984616,0.5451547054174404,72.08456804561257,0.09374855967691662,0.3784752766564682
184,0.05,180.0,Grid1296,66.64275519318592,0.08310263351907797,0.4612005514542835,79.10110546588481,0.09619878160200433,0.3993976415560758
185,0.05,180.0,Grid2401,32.15742725124516,0.03876459382871697,0.7044530733288406,101.09777142749397,0.11805682565597117,0.07103663190168141
186,0.05,180.0,Sobol1,82.31945083082165,0.1184990482749557,0.5692129539094133,71.44199290708514,0.0930359555809649,0.4108738896772287
187,0.05,180.0,Sobol2,79.70606236912826,0.11639933192649365,0.6253383137535617,71.74220644524864,0.0933495514317077,0.39361937655448564
188,0.05,510.0,Grid1296,49.339026003796036,0.055459884422726556,0.4984143353992765,78.60715750299686,0.09593667367189497,0.4047588872494642
189,0.05,510.0,Grid2401,39.15437311039987,0.04310411854551877,0.679862412926173,101.74625662310125,0.11870807806776268,0.06290849590081238
190,0.05,510.0,Sobol1,64.5412159605989,0.0910331911342937,0.5450693804932114,71.38081722753894,0.09299254487546167,0.40349877861146244
191,0.05,510.0,Sobol2,80.73202051826229,0.11028246482384793,0.5648872929524074,71.95364257271015,0.09348120101659022,0.3847021684955856
192,0.05,593.0,Grid1296,63.30143795475781,0.07629675208828404,0.5555824588480542,78.64547363310268,0.09613484456750714,0.40661821488119365
193,0.05,593.0,Grid2401,39.20116628199013,0.044359260774743364,0.6915397468841751,101.32917104155473,0.11826714351596399,0.0722134456482092
194,0.05,593.0,Sobol1,76.24527824362532,0.10028215069633427,0.45195951693427827,71.57073291557558,0.09307409921145864,0.40123412143275916
195,0.05,593.0,Sobol2,76.32732651783775,0.10608298044561179,0.5686815948755675,71.76042700478396,0.09331283521285731,0.38676235807421233
196,0.05,634.0,Grid1296,47.8040683991929,0.05468108123668384,0.6504164410074316,78.2587453789922,0.0957158701565557,0.41105920571742127
197,0.05,634.0,Grid2401,42.41630054971632,0.04444008473395151,0.5495769747971502,101.37089744160967,0.11842112398505458,0.06762272543037051
198,0.05,634.0,Sobol1,88.28473763500499,0.13420249719094157,0.5243801534057653,71.22676132820904,0.0926499324214073,0.41812592996323694
199,0.05,634.0,Sobol2,79.99662907142162,0.10783071899443249,0.3725715895963734,72.12850543586636,0.09375490753153475,0.37547914941979843
200,0.1,678.0,Grid1296,51.30160898379602,0.06257808009456846,0.4990590068219656,78.09940687265974,0.09555960895598399,0.4097114161580412
201,0.1,678.0,Grid2401,36.83524957215729,0.04124924201418794,0.6716240157696787,100.7883483487907,0.11717503133100567,0.06978410543142899
202,0.1,678.0,Sobol1,84.18481747789947,0.12408294222808047,0.5374461153938859,71.59545713394989,0.09345203421300632,0.41936469648331576
203,0.1,678.0,Sobol2,82.33435691275277,0.11565707681638265,0.48021343665844773,71.94116697837839,0.0936284583152491,0.38940232846362144
