,SigC,SigH,EpsC,EpsH,density
672,0.225,0.0683,0.9037,0.03,672.623
673,0.225,0.0683,0.9037,0.05,680.345
674,0.225,0.0683,0.9037,0.07,672.246
675,0.225,0.0683,0.9037,0.09,674.407
676,0.225,0.0683,0.9037,0.11,673.629
677,0.225,0.0683,0.9037,0.13,674.804
678,0.225,0.0683,1.068,0.03,681.801
679,0.225,0.0683,1.068,0.05,682.931
680,0.225,0.0683,1.068,0.07,685.739
681,0.225,0.0683,1.068,0.09,685.142
682,0.225,0.0683,1.068,0.11,683.058
683,0.225,0.0683,1.068,0.13,684.667
684,0.225,0.1138,0.2465,0.03,651.585
685,0.225,0.1138,0.2465,0.05,646.417
686,0.225,0.1138,0.2465,0.07,649.803
687,0.225,0.1138,0.2465,0.09,653.254
688,0.225,0.1138,0.2465,0.11,644.038
689,0.225,0.1138,0.2465,0.13,652.933
690,0.225,0.1138,0.4108,0.03,651.836
691,0.225,0.1138,0.4108,0.05,653.23
692,0.225,0.1138,0.4108,0.07,656.307
693,0.225,0.1138,0.4108,0.09,654.957
694,0.225,0.1138,0.4108,0.11,656.944
695,0.225,0.1138,0.4108,0.13,658.7
696,0.225,0.1138,0.5751,0.03,662.443
697,0.225,0.1138,0.5751,0.05,666.681
698,0.225,0.1138,0.5751,0.07,667.014
699,0.225,0.1138,0.5751,0.09,663.396
700,0.225,0.1138,0.5751,0.11,665.663
701,0.225,0.1138,0.5751,0.13,671.632
702,0.225,0.1138,0.7394,0.03,667.388
703,0.225,0.1138,0.7394,0.05,675.246
704,0.225,0.1138,0.7394,0.07,666.715
705,0.225,0.1138,0.7394,0.09,672.577
706,0.225,0.1138,0.7394,0.11,672.5
707,0.225,0.1138,0.7394,0.13,670.263
708,0.225,0.1138,0.9037,0.03,674.79
709,0.225,0.1138,0.9037,0.05,683.032
710,0.225,0.1138,0.9037,0.07,679.093
711,0.225,0.1138,0.9037,0.09,682.547
712,0.225,0.1138,0.9037,0.11,673.393
713,0.225,0.1138,0.9037,0.13,683.053
714,0.225,0.1138,1.068,0.03,679.974
715,0.225,0.1138,1.068,0.05,686.387
716,0.225,0.1138,1.068,0.07,685.218
717,0.225,0.1138,1.068,0.09,684.84
718,0.225,0.1138,1.068,0.11,691.293
719,0.225,0.1138,1.068,0.13,685.113
720,0.225,0.1593,0.2465,0.03,651.894
721,0.225,0.1593,0.2465,0.05,652.889
722,0.225,0.1593,0.2465,0.07,657.823
723,0.225,0.1593,0.2465,0.09,663.641
724,0.225,0.1593,0.2465,0.11,666.545
725,0.225,0.1593,0.2465,0.13,666.541
726,0.225,0.1593,0.4108,0.03,660.196
727,0.225,0.1593,0.4108,0.05,661.566
728,0.225,0.1593,0.4108,0.07,663.938
729,0.225,0.1593,0.4108,0.09,673.548
730,0.225,0.1593,0.4108,0.11,674.143
731,0.225,0.1593,0.4108,0.13,673.165
732,0.225,0.1593,0.5751,0.03,660.457
733,0.225,0.1593,0.5751,0.05,672.726
734,0.225,0.1593,0.5751,0.07,676.81
735,0.225,0.1593,0.5751,0.09,675.839
736,0.225,0.1593,0.5751,0.11,681.414
737,0.225,0.1593,0.5751,0.13,681.541
738,0.225,0.1593,0.7394,0.03,666.702
739,0.225,0.1593,0.7394,0.05,676.4
740,0.225,0.1593,0.7394,0.07,680.171
741,0.225,0.1593,0.7394,0.09,688.958
742,0.225,0.1593,0.7394,0.11,687.774
743,0.225,0.1593,0.7394,0.13,686.357
744,0.225,0.1593,0.9037,0.03,682.668
745,0.225,0.1593,0.9037,0.05,677.508
746,0.225,0.1593,0.9037,0.07,685.388
747,0.225,0.1593,0.9037,0.09,692.879
748,0.225,0.1593,0.9037,0.11,694.848
749,0.225,0.1593,0.9037,0.13,696.942
750,0.225,0.1593,1.068,0.03,689.428
751,0.225,0.1593,1.068,0.05,688.213
752,0.225,0.1593,1.068,0.07,697.424
753,0.225,0.1593,1.068,0.09,698.725
754,0.225,0.1593,1.068,0.11,695.094
755,0.225,0.1593,1.068,0.13,703.444
756,0.225,0.2048,0.2465,0.03,660.56
757,0.225,0.2048,0.2465,0.05,663.317
758,0.225,0.2048,0.2465,0.07,674.011
759,0.225,0.2048,0.2465,0.09,678.182
760,0.225,0.2048,0.2465,0.11,690.873
761,0.225,0.2048,0.2465,0.13,697.651
762,0.225,0.2048,0.4108,0.03,660.593
763,0.225,0.2048,0.4108,0.05,674.011
764,0.225,0.2048,0.4108,0.07,678.878
765,0.225,0.2048,0.4108,0.09,685.528
766,0.225,0.2048,0.4108,0.11,690.401
767,0.225,0.2048,0.4108,0.13,702.772
768,0.225,0.2048,0.5751,0.03,668.882
769,0.225,0.2048,0.5751,0.05,679.335
770,0.225,0.2048,0.5751,0.07,688.208
771,0.225,0.2048,0.5751,0.09,696.543
772,0.225,0.2048,0.5751,0.11,702.525
773,0.225,0.2048,0.5751,0.13,705.906
774,0.225,0.2048,0.7394,0.03,675.987
775,0.225,0.2048,0.7394,0.05,686.228
776,0.225,0.2048,0.7394,0.07,692.548
777,0.225,0.2048,0.7394,0.09,698.6
778,0.225,0.2048,0.7394,0.11,709.652
779,0.225,0.2048,0.7394,0.13,716.985
780,0.225,0.2048,0.9037,0.03,680.686
781,0.225,0.2048,0.9037,0.05,696.277
782,0.225,0.2048,0.9037,0.07,696.826
783,0.225,0.2048,0.9037,0.09,705.516
784,0.225,0.2048,0.9037,0.11,712.542
785,0.225,0.2048,0.9037,0.13,718.364
786,0.225,0.2048,1.068,0.03,690.922
787,0.225,0.2048,1.068,0.05,697.038
788,0.225,0.2048,1.068,0.07,706.609
789,0.225,0.2048,1.068,0.09,713.379
790,0.225,0.2048,1.068,0.11,721.832
791,0.225,0.2048,1.068,0.13,726.55
792,0.225,0.2503,0.2465,0.03,608.049
793,0.225,0.2503,0.2465,0.05,610.992
794,0.225,0.2503,0.2465,0.07,614.531
795,0.225,0.2503,0.2465,0.09,622.194
796,0.225,0.2503,0.2465,0.11,624.379
797,0.225,0.2503,0.2465,0.13,627.536
798,0.225,0.2503,0.4108,0.03,620.906
799,0.225,0.2503,0.4108,0.05,612.809
800,0.225,0.2503,0.4108,0.07,621.169
801,0.225,0.2503,0.4108,0.09,624.486
802,0.225,0.2503,0.4108,0.11,629.689
803,0.225,0.2503,0.4108,0.13,634.741
804,0.225,0.2503,0.5751,0.03,634.577
805,0.225,0.2503,0.5751,0.05,623.456
806,0.225,0.2503,0.5751,0.07,627.399
807,0.225,0.2503,0.5751,0.09,633.014
808,0.225,0.2503,0.5751,0.11,630.015
809,0.225,0.2503,0.5751,0.13,634.802
810,0.225,0.2503,0.7394,0.03,634.303
811,0.225,0.2503,0.7394,0.05,630.169
812,0.225,0.2503,0.7394,0.07,632.442
813,0.225,0.2503,0.7394,0.09,637.098
814,0.225,0.2503,0.7394,0.11,642.018
815,0.225,0.2503,0.7394,0.13,643.765
816,0.225,0.2503,0.9037,0.03,642.048
817,0.225,0.2503,0.9037,0.05,634.375
818,0.225,0.2503,0.9037,0.07,637.906
819,0.225,0.2503,0.9037,0.09,637.189
820,0.225,0.2503,0.9037,0.11,643.713
821,0.225,0.2503,0.9037,0.13,648.062
822,0.225,0.2503,1.068,0.03,650.499
823,0.225,0.2503,1.068,0.05,641.534
824,0.225,0.2503,1.068,0.07,644.26
825,0.225,0.2503,1.068,0.09,646.777
826,0.225,0.2503,1.068,0.11,649.973
827,0.225,0.2503,1.068,0.13,651.605
828,0.225,0.2958,0.2465,0.03,421.351
834,0.225,0.2958,0.4108,0.03,424.027
840,0.225,0.2958,0.5751,0.03,430.944
846,0.225,0.2958,0.7394,0.03,432.485
852,0.225,0.2958,0.9037,0.03,458.887
858,0.225,0.2958,1.068,0.03,461.037
864,0.275,0.0683,0.2465,0.03,674.999
865,0.275,0.0683,0.2465,0.05,668.757
866,0.275,0.0683,0.2465,0.07,668.695
867,0.275,0.0683,0.2465,0.09,668.599
868,0.275,0.0683,0.2465,0.11,671.345
869,0.275,0.0683,0.2465,0.13,671.804
870,0.275,0.0683,0.4108,0.03,698.639
871,0.275,0.0683,0.4108,0.05,686.836
872,0.275,0.0683,0.4108,0.07,691.902
873,0.275,0.0683,0.4108,0.09,695.667
874,0.275,0.0683,0.4108,0.11,689.399
875,0.275,0.0683,0.4108,0.13,690.328
876,0.275,0.0683,0.5751,0.03,710.132
877,0.275,0.0683,0.5751,0.05,712.929
878,0.275,0.0683,0.5751,0.07,716.455
879,0.275,0.0683,0.5751,0.09,711.399
880,0.275,0.0683,0.5751,0.11,714.327
881,0.275,0.0683,0.5751,0.13,712.098
882,0.275,0.0683,0.7394,0.03,736.063
883,0.275,0.0683,0.7394,0.05,734.391
884,0.275,0.0683,0.7394,0.07,725.294
885,0.275,0.0683,0.7394,0.09,734.941
886,0.275,0.0683,0.7394,0.11,730.985
887,0.275,0.0683,0.7394,0.13,730.95
888,0.275,0.0683,0.9037,0.03,751.543
889,0.275,0.0683,0.9037,0.05,749.92
890,0.275,0.0683,0.9037,0.07,750.981
891,0.275,0.0683,0.9037,0.09,752.882
892,0.275,0.0683,0.9037,0.11,747.08
893,0.275,0.0683,0.9037,0.13,748.884
894,0.275,0.0683,1.068,0.03,765.772
895,0.275,0.0683,1.068,0.05,764.429
896,0.275,0.0683,1.068,0.07,767.17
897,0.275,0.0683,1.068,0.09,768.748
898,0.275,0.0683,1.068,0.11,765.916
899,0.275,0.0683,1.068,0.13,768.476
900,0.275,0.1138,0.2465,0.03,677.391
901,0.275,0.1138,0.2465,0.05,672.901
902,0.275,0.1138,0.2465,0.07,676.129
903,0.275,0.1138,0.2465,0.09,673.334
904,0.275,0.1138,0.2465,0.11,675.208
905,0.275,0.1138,0.2465,0.13,669.472
906,0.275,0.1138,0.4108,0.03,696.523
907,0.275,0.1138,0.4108,0.05,696.538
908,0.275,0.1138,0.4108,0.07,692.826
909,0.275,0.1138,0.4108,0.09,691.578
910,0.275,0.1138,0.4108,0.11,694.234
911,0.275,0.1138,0.4108,0.13,696.912
912,0.275,0.1138,0.5751,0.03,713.669
913,0.275,0.1138,0.5751,0.05,709.934
914,0.275,0.1138,0.5751,0.07,717.318
915,0.275,0.1138,0.5751,0.09,720.523
916,0.275,0.1138,0.5751,0.11,715.151
917,0.275,0.1138,0.5751,0.13,720.94
918,0.275,0.1138,0.7394,0.03,731.813
919,0.275,0.1138,0.7394,0.05,732.815
920,0.275,0.1138,0.7394,0.07,732.722
921,0.275,0.1138,0.7394,0.09,736.752
922,0.275,0.1138,0.7394,0.11,736.749
923,0.275,0.1138,0.7394,0.13,732.068
924,0.275,0.1138,0.9037,0.03,753.315
925,0.275,0.1138,0.9037,0.05,745.961
926,0.275,0.1138,0.9037,0.07,752.14
927,0.275,0.1138,0.9037,0.09,752.01
928,0.275,0.1138,0.9037,0.11,747.435
929,0.275,0.1138,0.9037,0.13,753.726
930,0.275,0.1138,1.068,0.03,767.249
931,0.275,0.1138,1.068,0.05,770.268
932,0.275,0.1138,1.068,0.07,763.445
933,0.275,0.1138,1.068,0.09,769.073
934,0.275,0.1138,1.068,0.11,771.562
935,0.275,0.1138,1.068,0.13,767.017
936,0.275,0.1593,0.2465,0.03,677.546
937,0.275,0.1593,0.2465,0.05,676.52
938,0.275,0.1593,0.2465,0.07,680.025
939,0.275,0.1593,0.2465,0.09,683.512
940,0.275,0.1593,0.2465,0.11,689.868
941,0.275,0.1593,0.2465,0.13,692.412
942,0.275,0.1593,0.4108,0.03,698.519
943,0.275,0.1593,0.4108,0.05,706.011
944,0.275,0.1593,0.4108,0.07,702.43
945,0.275,0.1593,0.4108,0.09,703.026
946,0.275,0.1593,0.4108,0.11,708.27
947,0.275,0.1593,0.4108,0.13,713.239
948,0.275,0.1593,0.5751,0.03,717.509
949,0.275,0.1593,0.5751,0.05,720.511
950,0.275,0.1593,0.5751,0.07,724.13
951,0.275,0.1593,0.5751,0.09,728.922
952,0.275,0.1593,0.5751,0.11,724.169
953,0.275,0.1593,0.5751,0.13,733.264
954,0.275,0.1593,0.7394,0.03,734.138
955,0.275,0.1593,0.7394,0.05,742.576
956,0.275,0.1593,0.7394,0.07,736.659
957,0.275,0.1593,0.7394,0.09,741.26
958,0.275,0.1593,0.7394,0.11,745.887
959,0.275,0.1593,0.7394,0.13,752.234
960,0.275,0.1593,0.9037,0.03,751.897
961,0.275,0.1593,0.9037,0.05,756.018
962,0.275,0.1593,0.9037,0.07,755.003
963,0.275,0.1593,0.9037,0.09,761.121
964,0.275,0.1593,0.9037,0.11,764.496
965,0.275,0.1593,0.9037,0.13,769.401
966,0.275,0.1593,1.068,0.03,773.891
967,0.275,0.1593,1.068,0.05,776.049
968,0.275,0.1593,1.068,0.07,775.818
969,0.275,0.1593,1.068,0.09,778.213
970,0.275,0.1593,1.068,0.11,779.471
971,0.275,0.1593,1.068,0.13,782.248
972,0.275,0.2048,0.2465,0.03,683.62
973,0.275,0.2048,0.2465,0.05,686.598
974,0.275,0.2048,0.2465,0.07,693.504
975,0.275,0.2048,0.2465,0.09,700.82
976,0.275,0.2048,0.2465,0.11,710.314
977,0.275,0.2048,0.2465,0.13,717.063
978,0.275,0.2048,0.4108,0.03,697.936
979,0.275,0.2048,0.4108,0.05,710.37
980,0.275,0.2048,0.4108,0.07,708.68
981,0.275,0.2048,0.4108,0.09,721.179
982,0.275,0.2048,0.4108,0.11,728.277
983,0.275,0.2048,0.4108,0.13,735.547
984,0.275,0.2048,0.5751,0.03,719.603
985,0.275,0.2048,0.5751,0.05,726.76
986,0.275,0.2048,0.5751,0.07,731.193
987,0.275,0.2048,0.5751,0.09,735.092
988,0.275,0.2048,0.5751,0.11,746.052
989,0.275,0.2048,0.5751,0.13,750.429
990,0.275,0.2048,0.7394,0.03,738.744
991,0.275,0.2048,0.7394,0.05,745.284
992,0.275,0.2048,0.7394,0.07,748.898
993,0.275,0.2048,0.7394,0.09,756.779
994,0.275,0.2048,0.7394,0.11,762.087
995,0.275,0.2048,0.7394,0.13,761.956
996,0.275,0.2048,0.9037,0.03,754.196
997,0.275,0.2048,0.9037,0.05,761.021
998,0.275,0.2048,0.9037,0.07,769.221
999,0.275,0.2048,0.9037,0.09,768.72
1000,0.275,0.2048,0.9037,0.11,774.903
1001,0.275,0.2048,0.9037,0.13,780.938
1002,0.275,0.2048,1.068,0.03,774.169
1003,0.275,0.2048,1.068,0.05,778.3
1004,0.275,0.2048,1.068,0.07,781.371
1005,0.275,0.2048,1.068,0.09,782.037
1006,0.275,0.2048,1.068,0.11,789.463
1007,0.275,0.2048,1.068,0.13,794.993
1008,0.275,0.2503,0.2465,0.03,633.32
1009,0.275,0.2503,0.2465,0.05,632.858
1010,0.275,0.2503,0.2465,0.07,639.23
1011,0.275,0.2503,0.2465,0.09,636.098
1012,0.275,0.2503,0.2465,0.11,642.339
1013,0.275,0.2503,0.2465,0.13,647.022
1014,0.275,0.2503,0.4108,0.03,655.667
1015,0.275,0.2503,0.4108,0.05,647.873
1016,0.275,0.2503,0.4108,0.07,646.573
1017,0.275,0.2503,0.4108,0.09,651.601
1018,0.275,0.2503,0.4108,0.11,652.397
1019,0.275,0.2503,0.4108,0.13,658.72
1020,0.275,0.2503,0.5751,0.03,676.419
1021,0.275,0.2503,0.5751,0.05,668.864
1022,0.275,0.2503,0.5751,0.07,665.333
1023,0.275,0.2503,0.5751,0.09,666.666
1024,0.275,0.2503,0.5751,0.11,670.659
1025,0.275,0.2503,0.5751,0.13,672.729
1026,0.275,0.2503,0.7394,0.03,693.166
1027,0.275,0.2503,0.7394,0.05,683.823
1028,0.275,0.2503,0.7394,0.07,683.987
1029,0.275,0.2503,0.7394,0.09,683.271
1030,0.275,0.2503,0.7394,0.11,685.767
1031,0.275,0.2503,0.7394,0.13,684.973
1032,0.275,0.2503,0.9037,0.03,710.868
1033,0.275,0.2503,0.9037,0.05,702.57
1034,0.275,0.2503,0.9037,0.07,698.295
1035,0.275,0.2503,0.9037,0.09,696.532
1036,0.275,0.2503,0.9037,0.11,698.812
1037,0.275,0.2503,0.9037,0.13,696.383
1038,0.275,0.2503,1.068,0.03,726.855
1039,0.275,0.2503,1.068,0.05,717.8
1040,0.275,0.2503,1.068,0.07,711.281
1041,0.275,0.2503,1.068,0.09,708.003
1042,0.275,0.2503,1.068,0.11,710.374
1043,0.275,0.2503,1.068,0.13,710.987
1044,0.275,0.2958,0.2465,0.03,435.702
1050,0.275,0.2958,0.4108,0.03,476.91
1056,0.275,0.2958,0.5751,0.03,494.905
1062,0.275,0.2958,0.7394,0.03,514.618
1068,0.275,0.2958,0.9037,0.03,533.031
1074,0.275,0.2958,1.068,0.03,551.614
1080,0.325,0.0683,0.2465,0.03,706.079
1081,0.325,0.0683,0.2465,0.05,710.519
1082,0.325,0.0683,0.2465,0.07,710.496
1083,0.325,0.0683,0.2465,0.09,711.105
1084,0.325,0.0683,0.2465,0.11,712.434
1085,0.325,0.0683,0.2465,0.13,708.572
1086,0.325,0.0683,0.4108,0.03,751.886
1087,0.325,0.0683,0.4108,0.05,749.404
1088,0.325,0.0683,0.4108,0.07,750.546
1089,0.325,0.0683,0.4108,0.09,751.809
1090,0.325,0.0683,0.4108,0.11,752.491
1091,0.325,0.0683,0.4108,0.13,750.493
1092,0.325,0.0683,0.5751,0.03,788.308
1093,0.325,0.0683,0.5751,0.05,783.783
1094,0.325,0.0683,0.5751,0.07,787.06
1095,0.325,0.0683,0.5751,0.09,784.269
1096,0.325,0.0683,0.5751,0.11,782.821
1097,0.325,0.0683,0.5751,0.13,785.061
1098,0.325,0.0683,0.7394,0.03,816.784
1099,0.325,0.0683,0.7394,0.05,815.546
1100,0.325,0.0683,0.7394,0.07,816.925
1101,0.325,0.0683,0.7394,0.09,816.944
1102,0.325,0.0683,0.7394,0.11,818.421
1103,0.325,0.0683,0.7394,0.13,817.876
1104,0.325,0.0683,0.9037,0.03,845.763
1105,0.325,0.0683,0.9037,0.05,841.756
1106,0.325,0.0683,0.9037,0.07,843.98
1107,0.325,0.0683,0.9037,0.09,837.151
1108,0.325,0.0683,0.9037,0.11,839.263
1109,0.325,0.0683,0.9037,0.13,842.093
1110,0.325,0.0683,1.068,0.03,867.164
1111,0.325,0.0683,1.068,0.05,866.437
1112,0.325,0.0683,1.068,0.07,864.16
1113,0.325,0.0683,1.068,0.09,867.218
1114,0.325,0.0683,1.068,0.11,867.291
1115,0.325,0.0683,1.068,0.13,866.49
1116,0.325,0.1138,0.2465,0.03,712.042
1117,0.325,0.1138,0.2465,0.05,712.213
1118,0.325,0.1138,0.2465,0.07,715.141
1119,0.325,0.1138,0.2465,0.09,713.724
1120,0.325,0.1138,0.2465,0.11,717.1
1121,0.325,0.1138,0.2465,0.13,710.851
1122,0.325,0.1138,0.4108,0.03,753.338
1123,0.325,0.1138,0.4108,0.05,753.778
1124,0.325,0.1138,0.4108,0.07,753.124
1125,0.325,0.1138,0.4108,0.09,753.399
1126,0.325,0.1138,0.4108,0.11,758.701
1127,0.325,0.1138,0.4108,0.13,753.331
1128,0.325,0.1138,0.5751,0.03,787.455
1129,0.325,0.1138,0.5751,0.05,785.224
1130,0.325,0.1138,0.5751,0.07,787.347
1131,0.325,0.1138,0.5751,0.09,787.0
1132,0.325,0.1138,0.5751,0.11,788.151
1133,0.325,0.1138,0.5751,0.13,790.865
1134,0.325,0.1138,0.7394,0.03,815.701
1135,0.325,0.1138,0.7394,0.05,816.678
1136,0.325,0.1138,0.7394,0.07,815.564
1137,0.325,0.1138,0.7394,0.09,818.475
1138,0.325,0.1138,0.7394,0.11,816.967
1139,0.325,0.1138,0.7394,0.13,816.021
1140,0.325,0.1138,0.9037,0.03,841.622
1141,0.325,0.1138,0.9037,0.05,843.263
1142,0.325,0.1138,0.9037,0.07,843.046
1143,0.325,0.1138,0.9037,0.09,842.052
1144,0.325,0.1138,0.9037,0.11,845.321
1145,0.325,0.1138,0.9037,0.13,846.531
1146,0.325,0.1138,1.068,0.03,866.628
1147,0.325,0.1138,1.068,0.05,866.262
1148,0.325,0.1138,1.068,0.07,867.005
1149,0.325,0.1138,1.068,0.09,868.298
1150,0.325,0.1138,1.068,0.11,869.742
1151,0.325,0.1138,1.068,0.13,867.249
1152,0.325,0.1593,0.2465,0.03,718.835
1153,0.325,0.1593,0.2465,0.05,715.185
1154,0.325,0.1593,0.2465,0.07,721.284
1155,0.325,0.1593,0.2465,0.09,721.928
1156,0.325,0.1593,0.2465,0.11,727.927
1157,0.325,0.1593,0.2465,0.13,726.347
1158,0.325,0.1593,0.4108,0.03,758.772
1159,0.325,0.1593,0.4108,0.05,754.956
1160,0.325,0.1593,0.4108,0.07,759.699
1161,0.325,0.1593,0.4108,0.09,759.728
1162,0.325,0.1593,0.4108,0.11,766.703
1163,0.325,0.1593,0.4108,0.13,766.704
1164,0.325,0.1593,0.5751,0.03,787.673
1165,0.325,0.1593,0.5751,0.05,792.279
1166,0.325,0.1593,0.5751,0.07,791.318
1167,0.325,0.1593,0.5751,0.09,797.144
1168,0.325,0.1593,0.5751,0.11,798.394
1169,0.325,0.1593,0.5751,0.13,801.966
1170,0.325,0.1593,0.7394,0.03,820.035
1171,0.325,0.1593,0.7394,0.05,819.932
1172,0.325,0.1593,0.7394,0.07,826.458
1173,0.325,0.1593,0.7394,0.09,824.614
1174,0.325,0.1593,0.7394,0.11,829.102
1175,0.325,0.1593,0.7394,0.13,827.901
1176,0.325,0.1593,0.9037,0.03,844.811
1177,0.325,0.1593,0.9037,0.05,846.287
1178,0.325,0.1593,0.9037,0.07,848.778
1179,0.325,0.1593,0.9037,0.09,851.501
1180,0.325,0.1593,0.9037,0.11,853.266
1181,0.325,0.1593,0.9037,0.13,854.643
1182,0.325,0.1593,1.068,0.03,867.514
1183,0.325,0.1593,1.068,0.05,868.43
1184,0.325,0.1593,1.068,0.07,872.848
1185,0.325,0.1593,1.068,0.09,871.334
1186,0.325,0.1593,1.068,0.11,875.063
1187,0.325,0.1593,1.068,0.13,874.729
1188,0.325,0.2048,0.2465,0.03,716.123
1189,0.325,0.2048,0.2465,0.05,728.571
1190,0.325,0.2048,0.2465,0.07,732.465
1191,0.325,0.2048,0.2465,0.09,737.553
1192,0.325,0.2048,0.2465,0.11,743.278
1193,0.325,0.2048,0.2465,0.13,749.266
1194,0.325,0.2048,0.4108,0.03,756.329
1195,0.325,0.2048,0.4108,0.05,764.023
1196,0.325,0.2048,0.4108,0.07,768.505
1197,0.325,0.2048,0.4108,0.09,769.615
1198,0.325,0.2048,0.4108,0.11,774.609
1199,0.325,0.2048,0.4108,0.13,783.475
1200,0.325,0.2048,0.5751,0.03,792.844
1201,0.325,0.2048,0.5751,0.05,792.427
1202,0.325,0.2048,0.5751,0.07,800.076
1203,0.325,0.2048,0.5751,0.09,801.256
1204,0.325,0.2048,0.5751,0.11,806.11
1205,0.325,0.2048,0.5751,0.13,810.713
1206,0.325,0.2048,0.7394,0.03,820.013
1207,0.325,0.2048,0.7394,0.05,822.042
1208,0.325,0.2048,0.7394,0.07,825.196
1209,0.325,0.2048,0.7394,0.09,826.969
1210,0.325,0.2048,0.7394,0.11,829.968
1211,0.325,0.2048,0.7394,0.13,836.255
1212,0.325,0.2048,0.9037,0.03,844.175
1213,0.325,0.2048,0.9037,0.05,843.989
1214,0.325,0.2048,0.9037,0.07,845.781
1215,0.325,0.2048,0.9037,0.09,851.915
1216,0.325,0.2048,0.9037,0.11,856.408
1217,0.325,0.2048,0.9037,0.13,858.932
1218,0.325,0.2048,1.068,0.03,866.154
1219,0.325,0.2048,1.068,0.05,867.415
1220,0.325,0.2048,1.068,0.07,867.417
1221,0.325,0.2048,1.068,0.09,873.144
1222,0.325,0.2048,1.068,0.11,876.602
1223,0.325,0.2048,1.068,0.13,880.964
1224,0.325,0.2503,0.2465,0.03,676.495
1225,0.325,0.2503,0.2465,0.05,673.082
1226,0.325,0.2503,0.2465,0.07,665.475
1227,0.325,0.2503,0.2465,0.09,664.856
1228,0.325,0.2503,0.2465,0.11,672.426
1229,0.325,0.2503,0.2465,0.13,673.49
1230,0.325,0.2503,0.4108,0.03,708.65
1231,0.325,0.2503,0.4108,0.05,706.884
1232,0.325,0.2503,0.4108,0.07,702.945
1233,0.325,0.2503,0.4108,0.09,700.872
1234,0.325,0.2503,0.4108,0.11,702.778
1235,0.325,0.2503,0.4108,0.13,704.226
1236,0.325,0.2503,0.5751,0.03,743.543
1237,0.325,0.2503,0.5751,0.05,738.114
1238,0.325,0.2503,0.5751,0.07,733.092
1239,0.325,0.2503,0.5751,0.09,728.286
1240,0.325,0.2503,0.5751,0.11,727.629
1241,0.325,0.2503,0.5751,0.13,728.444
1242,0.325,0.2503,0.7394,0.03,772.618
1243,0.325,0.2503,0.7394,0.05,763.694
1244,0.325,0.2503,0.7394,0.07,758.375
1245,0.325,0.2503,0.7394,0.09,754.263
1246,0.325,0.2503,0.7394,0.11,750.246
1247,0.325,0.2503,0.7394,0.13,749.779
1248,0.325,0.2503,0.9037,0.03,799.475
1249,0.325,0.2503,0.9037,0.05,787.401
1250,0.325,0.2503,0.9037,0.07,782.363
1251,0.325,0.2503,0.9037,0.09,773.9
1252,0.325,0.2503,0.9037,0.11,770.616
1253,0.325,0.2503,0.9037,0.13,768.491
1254,0.325,0.2503,1.068,0.03,822.864
1255,0.325,0.2503,1.068,0.05,808.921
1256,0.325,0.2503,1.068,0.07,800.675
1257,0.325,0.2503,1.068,0.09,793.724
1258,0.325,0.2503,1.068,0.11,791.707
1259,0.325,0.2503,1.068,0.13,784.206
1260,0.325,0.2958,0.2465,0.03,501.463
1266,0.325,0.2958,0.4108,0.03,541.242
1272,0.325,0.2958,0.5751,0.03,582.259
1278,0.325,0.2958,0.7394,0.03,612.224
1284,0.325,0.2958,0.9037,0.03,639.98
1290,0.325,0.2958,1.068,0.03,663.914
