,ratio,rndint,dataset,degree,mape_ist,r2_ist,mape_ost,r2_ost
9061,0.25,829.0,Grid2401,6.0,0.00964753575757656,0.9455870903804294,0.12450805987213677,-1.8372274321812299
9062,0.25,829.0,Sobol1,6.0,0.006640895557382871,0.994972577513145,0.015235307967898848,0.9505401357045012
9063,0.25,829.0,Sobol2,6.0,0.012567780373300988,0.9865687633240771,0.014353397927973901,0.9570172003196342
9064,0.25,829.0,Grid1296,7.0,0.009439297991577866,0.9873497361267475,535654.2580522406,-57429550485198.88
9065,0.25,829.0,Grid2401,7.0,0.012153134614133773,0.9280296371708875,664209.6083964113,-32341961299371.645
9066,0.25,829.0,Sobol1,7.0,0.006304606252568071,0.9951508632596031,0.015274399552382174,0.9475705337727363
9067,0.25,829.0,Sobol2,7.0,0.01215035605901216,0.9828728223956691,0.014898056812883038,0.9502398506296339
9068,0.25,829.0,Grid1296,8.0,0.011011458338198566,0.9548125406411364,1199107.836605515,-329131141750096.8
9069,0.25,829.0,Grid2401,8.0,0.01679352884818031,0.8419664890852154,573905.550205715,-25065711007421.074
9070,0.25,829.0,Sobol1,8.0,0.006401020110246363,0.9942788373131888,0.0162312491832747,0.9408687733709628
9071,0.25,829.0,Sobol2,8.0,0.016176128089272813,0.9576967376930505,0.016592987349762313,0.9214783007553161
9072,0.25,829.0,Grid1296,9.0,0.014472573731889388,0.839867267715856,118805329.61427781,-4.311105433950143e+18
9073,0.25,829.0,Grid2401,9.0,0.027426732934118077,0.4023781235674596,798076.3329064149,-56959613055080.42
9074,0.25,829.0,Sobol1,9.0,0.009056142945450164,0.9841912524178892,0.022450903972292116,0.8490501113350384
9075,0.25,829.0,Sobol2,9.0,0.02394957473026171,0.8906317741825476,0.022212380927920595,0.7954375563838116
9076,0.25,829.0,Grid1296,10.0,0.03463747892662392,-0.36975574260106625,2706738.703703941,-2212371862450930.0
9077,0.25,829.0,Grid2401,10.0,0.10807529113738953,-33.1446322596332,495542.3174738245,-25044948946089.797
9078,0.25,829.0,Sobol1,10.0,0.016385513952010763,0.8970052457507899,0.034538026822123216,0.3823716434482337
9079,0.25,829.0,Sobol2,10.0,0.04241819518771088,0.560712428354508,0.04303558206071682,-0.7396330527665291
9080,0.25,996.0,Grid1296,1.0,0.05935824434857937,0.5310767970725352,0.09616746747649865,0.4139112680184046
9081,0.25,996.0,Grid2401,1.0,0.044968013965255814,0.6455833821161554,0.12031004555960281,0.05042411401411995
9082,0.25,996.0,Sobol1,1.0,0.10401906082647924,0.5620569685380072,0.09257662438717444,0.40286656881758465
9083,0.25,996.0,Sobol2,1.0,0.10407746783497775,0.5207790553703604,0.09402454149035581,0.3699253271528876
9084,0.25,996.0,Grid1296,2.0,0.030591460306283878,0.8973576069145839,0.057006899043399284,0.7905691694010581
9085,0.25,996.0,Grid2401,2.0,0.021108159168314735,0.8461681766446144,0.09148967672373912,0.3731221994182936
9086,0.25,996.0,Sobol1,2.0,0.04859881436941929,0.9065455065692141,0.049695758858903025,0.812979629857033
9087,0.25,996.0,Sobol2,2.0,0.048610317870918615,0.8858729480510712,0.04939309106792861,0.8105834064672693
9088,0.25,996.0,Grid1296,3.0,0.010706843250958132,0.986729404390554,0.027097593172408656,0.9326814795926122
9089,0.25,996.0,Grid2401,3.0,0.014934494846410181,0.8695340517313395,0.05107191794448116,0.8263929155872799
9090,0.25,996.0,Sobol1,3.0,0.01603895148735842,0.9884347013629559,0.02386040670335729,0.9150458390550744
9091,0.25,996.0,Sobol2,3.0,0.021751588608643783,0.9613608206534758,0.022562400043202476,0.9242473715582541
9092,0.25,996.0,Grid1296,4.0,0.005312235076625304,0.9961371200255412,0.04310723188427753,0.7644172879706
9093,0.25,996.0,Grid2401,4.0,0.011255402908838221,0.8848939068345183,0.03759430977099919,0.7867896184872819
9094,0.25,996.0,Sobol1,4.0,0.013373127533935233,0.9919308625699313,0.02102036143141906,0.9286624964628555
9095,0.25,996.0,Sobol2,4.0,0.019998578227738713,0.968433315381092,0.0214403653139327,0.9316737886085196
9096,0.25,996.0,Grid1296,5.0,0.004669958613119122,0.9965646282867453,0.05421119883004465,0.54662821985327
9097,0.25,996.0,Grid2401,5.0,0.012919614828183872,0.8786576421439687,0.07148899921946857,0.21846189927716175
9098,0.25,996.0,Sobol1,5.0,0.008315173108016079,0.9966592905557403,0.016159568733088495,0.9521669257439919
9099,0.25,996.0,Sobol2,5.0,0.01045817388398982,0.9834944629700937,0.01507773544066878,0.9558724586159383
9100,0.25,996.0,Grid1296,6.0,0.004784740535998118,0.9964315813448099,279937.9248746989,-14087585151887.39
9101,0.25,996.0,Grid2401,6.0,0.01153042129936005,0.8790400506838961,0.06935864694544366,0.21955105603419522
9102,0.25,996.0,Sobol1,6.0,0.0061128836199811935,0.9976366340074274,0.015879690927265936,0.9477654263514901
9103,0.25,996.0,Sobol2,6.0,0.00862733055207677,0.9846105283702511,0.014314160694693743,0.9542398115367228
9104,0.25,996.0,Grid1296,7.0,0.005322034594654537,0.9955098401253851,61397.93125393204,-789359373945.5403
9105,0.25,996.0,Grid2401,7.0,0.01340640701975972,0.86425695909853,14445.830213923264,-15298193613.450203
9106,0.25,996.0,Sobol1,7.0,0.00579613997447548,0.9975303265693073,0.016141751897794734,0.9435273192908524
9107,0.25,996.0,Sobol2,7.0,0.00767597136715244,0.9850956973441269,0.014310324709963223,0.9534381613009195
9108,0.25,996.0,Grid1296,8.0,0.006663455623806398,0.9928175432204505,74228.89745690614,-1249894868067.9736
9109,0.25,996.0,Grid2401,8.0,0.019179003307024958,0.7743939180096204,8550.899160049305,-5604196056.3451395
9110,0.25,996.0,Sobol1,8.0,0.005543331772523799,0.9974806050432111,0.016120983999767472,0.9402054216623732
9111,0.25,996.0,Sobol2,8.0,0.00833911819077779,0.9835934145741336,0.014737609352820648,0.9416989105878122
9112,0.25,996.0,Grid1296,9.0,0.009787466755652672,0.9790387836315089,386082.5642314686,-29389236211807.715
9113,0.25,996.0,Grid2401,9.0,0.030261223139995765,0.00559345885444662,49459.05441459466,-219854502708.36075
9114,0.25,996.0,Sobol1,9.0,0.008148014752002762,0.9942937673971001,0.0216548054016082,0.8830093959149121
9115,0.25,996.0,Sobol2,9.0,0.011476317537921499,0.9757244960308447,0.0161364126294418,0.9371882464396029
9116,0.25,996.0,Grid1296,10.0,0.01612985295083548,0.8618422615295627,624006.896988503,-122544496373063.08
9117,0.25,996.0,Grid2401,10.0,0.04750525484094196,-2.064651466638823,122503.09233563885,-1453252477661.5618
9118,0.25,996.0,Sobol1,10.0,0.0139885135295647,0.9760013429860585,0.03153818806874779,0.7051231636084366
9119,0.25,996.0,Sobol2,10.0,0.02305511130616737,0.9160861390247429,0.025372913636238684,0.7972180317552027
9120,0.25,272.0,Grid1296,1.0,0.06559572600348025,0.5093366111395505,0.09644337873963607,0.3996459633421142
9121,0.25,272.0,Grid2401,1.0,0.04335544540155961,0.6391310655820793,0.11903919933512211,0.07287195965700666
9122,0.25,272.0,Sobol1,1.0,0.10277245691084545,0.5142053673552143,0.09267446582834203,0.40105389574303907
9123,0.25,272.0,Sobol2,1.0,0.11376150253559736,0.5630694246843513,0.09315179580078044,0.380387394051075
9124,0.25,272.0,Grid1296,2.0,0.03380187280737541,0.8869935734441616,0.058358047935387805,0.7787497613389767
9125,0.25,272.0,Grid2401,2.0,0.02250035231243974,0.8199406127762096,0.08945206863361634,0.4052572557262889
9126,0.25,272.0,Sobol1,2.0,0.04843693578590151,0.8969556209771463,0.04975481921415999,0.8135003238356686
9127,0.25,272.0,Sobol2,2.0,0.05275594616992451,0.9021782437964845,0.04889079072378445,0.8160638073436222
9128,0.25,272.0,Grid1296,3.0,0.010343803835596077,0.9874518540302343,0.027090512348239417,0.9351860888999056
9129,0.25,272.0,Grid2401,3.0,0.020906159409894463,0.820071987915955,0.04959802460421118,0.8446881133756985
9130,0.25,272.0,Sobol1,3.0,0.016772725372790172,0.985679416939561,0.023970765635506763,0.915422252173926
9131,0.25,272.0,Sobol2,3.0,0.025225159890147123,0.9694481224434798,0.02233135414143926,0.931355302687666
9132,0.25,272.0,Grid1296,4.0,0.005757418414863911,0.9954517040255556,0.04356647754293634,0.758218602278434
9133,0.25,272.0,Grid2401,4.0,0.030618224288974056,0.7437861340386556,0.04719555693651598,0.8573200711783121
9134,0.25,272.0,Sobol1,4.0,0.014754463946778956,0.9886165840347736,0.02118232009992425,0.9289401164121005
9135,0.25,272.0,Sobol2,4.0,0.02290302756374696,0.9731542196728997,0.021067818021880867,0.9377557037866829
9136,0.25,272.0,Grid1296,5.0,0.004935615843395597,0.9960734127890418,0.05602388340222826,0.5000847042022966
9137,0.25,272.0,Grid2401,5.0,0.014365301232855211,0.8414685385962992,0.08735826088120893,-0.14798830739589763
9138,0.25,272.0,Sobol1,5.0,0.009784001331738356,0.9926891913109834,0.01623356681660138,0.9520175398097387
9139,0.25,272.0,Sobol2,5.0,0.012854214946021724,0.9903293291717536,0.015142506732653988,0.9587194326203384
9140,0.25,272.0,Grid1296,6.0,0.005044572215545932,0.9962758525415518,225955.7392603326,-9178280337053.26
9141,0.25,272.0,Grid2401,6.0,0.012364793179917188,0.8463324493014279,0.09549350137015153,-0.6606097596581515
9142,0.25,272.0,Sobol1,6.0,0.0072290173218413495,0.9931250572967226,0.015821423197147716,0.9481010530848357
9143,0.25,272.0,Sobol2,6.0,0.010497167698183665,0.9912907681472003,0.014053775300266205,0.959223692066323
9144,0.25,272.0,Grid1296,7.0,0.005796378561298178,0.9952794254442269,171250.61104320423,-6164178551308.6875
9145,0.25,272.0,Grid2401,7.0,0.013280911783237516,0.8408440579089678,6259.303371796883,-2872166362.581003
9146,0.25,272.0,Sobol1,7.0,0.006936059356045436,0.9917809497530822,0.0157336026967637,0.9473435781021164
9147,0.25,272.0,Sobol2,7.0,0.009961919542520443,0.9895149431933464,0.014359878073834959,0.9519508019893784
9148,0.25,272.0,Grid1296,8.0,0.007852595101320362,0.9866652336821387,114814.5476286459,-2932715233504.448
9149,0.25,272.0,Grid2401,8.0,0.017759870834327295,0.8024310595622137,108872.36197950943,-904989722847.4503
9150,0.25,272.0,Sobol1,8.0,0.006803909750225296,0.9900931808857744,0.016018900294537244,0.9430566213464497
9151,0.25,272.0,Sobol2,8.0,0.01306933051345047,0.979781696591654,0.015526830063807789,0.9338573936100083
9152,0.25,272.0,Grid1296,9.0,0.013981988499016365,0.9238984652671028,49505.44292660145,-455609847246.31525
9153,0.25,272.0,Grid2401,9.0,0.036433331395323496,0.5212703522464844,601759.724523111,-31845195099979.754
9154,0.25,272.0,Sobol1,9.0,0.009070201330619147,0.9879221526654216,0.02138206478563044,0.8785862894519996
9155,0.25,272.0,Sobol2,9.0,0.029572499060554196,0.8379504886350793,0.023270865847822845,0.7938574702821348
9156,0.25,272.0,Grid1296,10.0,0.024838816248819215,0.7143787760286605,739275.9968683064,-169803639392972.4
9157,0.25,272.0,Grid2401,10.0,0.048346475615258476,0.1627738726301462,3656536.5703852507,-1321764598324486.8
9158,0.25,272.0,Sobol1,10.0,0.017393244925856748,0.960602761862653,0.04228987902674714,0.1088124686288583
9159,0.25,272.0,Sobol2,10.0,0.04310149161696654,0.37640153793935127,0.044244465468658796,-0.822969215756671
9160,0.25,759.0,Grid1296,1.0,0.06367431968096769,0.5438933523992082,0.09600079127449122,0.3975321449201876
9161,0.25,759.0,Grid2401,1.0,0.047962171546251785,0.6079363223124435,0.11925426055272202,0.07262289086537832
9162,0.25,759.0,Sobol1,1.0,0.11506334313535263,0.5120074933692775,0.09182222718276453,0.4085667710320251
9163,0.25,759.0,Sobol2,1.0,0.11394273162768807,0.5549395730315518,0.09370082579894677,0.3714659032829295
9164,0.25,759.0,Grid1296,2.0,0.03466213775937134,0.8867966069408754,0.05807598826325661,0.7797755812070467
9165,0.25,759.0,Grid2401,2.0,0.024994937647170683,0.7555881159945474,0.08978665957801112,0.3961657532402463
9166,0.25,759.0,Sobol1,2.0,0.05208703844940129,0.8997159153934111,0.04941904392999453,0.8153719451374717
9167,0.25,759.0,Sobol2,2.0,0.05294080634952303,0.8954812776319985,0.04882955766642184,0.8173461556839983
9168,0.25,759.0,Grid1296,3.0,0.01123965098603655,0.9864499860425675,0.02682561594642055,0.9360489521554182
9169,0.25,759.0,Grid2401,3.0,0.019791578748558032,0.7826774354499897,0.05559421610934641,0.7927312354330804
9170,0.25,759.0,Sobol1,3.0,0.018084479586813647,0.9844025810343543,0.02395959093894657,0.914716918290052
9171,0.25,759.0,Sobol2,3.0,0.023114695684656197,0.9697836151666631,0.022622597817487353,0.9273692482058316
9172,0.25,759.0,Grid1296,4.0,0.006437908446520073,0.9950428710998154,0.04284354084653397,0.7670007767819562
9173,0.25,759.0,Grid2401,4.0,0.012691261795538126,0.8077666453882744,0.03556118900493312,0.8126914862220539
9174,0.25,759.0,Sobol1,4.0,0.015898821949887655,0.9876212023060684,0.02091722925299168,0.9294439605158317
9175,0.25,759.0,Sobol2,4.0,0.020043879696349076,0.9742775592288044,0.02159402030940237,0.9303021089790543
9176,0.25,759.0,Grid1296,5.0,0.005009464597016025,0.9964009924585886,0.05344110254765973,0.5557315053396608
9177,0.25,759.0,Grid2401,5.0,0.012026455669977015,0.8106626855611738,0.08031774681252159,-0.051437490473343006
9178,0.25,759.0,Sobol1,5.0,0.01000765248433915,0.9935936857303741,0.01586146850533483,0.9522132606333115
9179,0.25,759.0,Sobol2,5.0,0.015080350270322387,0.9805805330459862,0.018958246597121038,0.9413577779996939
9180,0.25,759.0,Grid1296,6.0,0.005531574259594464,0.9960090086884424,2448836.6021536104,-1078037908698620.1
9181,0.25,759.0,Grid2401,6.0,0.012498922082823017,0.8088300634811006,0.07815533415184446,0.059248304884597314
9182,0.25,759.0,Sobol1,6.0,0.007063343203985492,0.9956645652561898,0.015182124367820874,0.949834016702793
9183,0.25,759.0,Sobol2,6.0,0.010575289523250314,0.9843975727167527,0.014433364382015743,0.9556942481925251
9184,0.25,759.0,Grid1296,7.0,0.006818748158891744,0.994129499507099,196121.1089474163,-7834612717666.901
9185,0.25,759.0,Grid2401,7.0,0.015032108137881757,0.7906610281411708,42485.584819839576,-132324291039.2068
9186,0.25,759.0,Sobol1,7.0,0.006891876593219496,0.9956462717550321,0.015600475827544138,0.9468405914154352
9187,0.25,759.0,Sobol2,7.0,0.010486630969689234,0.9846822487005946,0.015042964661879299,0.9487647352126594
9188,0.25,759.0,Grid1296,8.0,0.0074286739664193545,0.9928688351113273,323644.4196820187,-22420621403418.85
9189,0.25,759.0,Grid2401,8.0,0.01752060647751281,0.7742504308370046,14162.977491251044,-15198539534.192743
9190,0.25,759.0,Sobol1,8.0,0.007237550433806972,0.9943303762449199,0.01630280630187043,0.9422981465289898
9191,0.25,759.0,Sobol2,8.0,0.010736470457529408,0.981651150707462,0.015036091266224268,0.9379725148204705
9192,0.25,759.0,Grid1296,9.0,0.010656290221010662,0.9839280874701483,5662.084464396468,-5358133181.413802
9193,0.25,759.0,Grid2401,9.0,0.023819417177353464,0.6954551170047769,91378.63262156647,-743152247407.086
9194,0.25,759.0,Sobol1,9.0,0.01004107747921484,0.9875707867545213,0.02158893522585035,0.89152354729803
9195,0.25,759.0,Sobol2,9.0,0.012098889643997385,0.9785685492604297,0.016030248248845337,0.9300317989619958
9196,0.25,759.0,Grid1296,10.0,0.027067118046457266,0.821892505385581,129458.82151756788,-4951446411705.284
9197,0.25,759.0,Grid2401,10.0,0.09046780277309548,-21.17025476753409,141404.2221544946,-1782100136991.2947
9198,0.25,759.0,Sobol1,10.0,0.01838230935493059,0.954919608696305,0.038262841465143596,0.49721273133744825
9199,0.25,759.0,Sobol2,10.0,0.022359799403415023,0.9429808346007696,0.02476478704064352,0.7935887148919706
9200,0.25,390.0,Grid1296,1.0,0.05704326564257607,0.593612806078218,0.09634536163486232,0.3986463975507175
9201,0.25,390.0,Grid2401,1.0,0.04317044533090383,0.6569966426003605,0.11911811306881732,0.0708487682358292
9202,0.25,390.0,Sobol1,1.0,0.10085872307262962,0.5767350468927455,0.09170353667545562,0.41131790222033426
9203,0.25,390.0,Sobol2,1.0,0.11376099452870969,0.5459591897438065,0.0924982008780291,0.38628201634765436
9204,0.25,390.0,Grid1296,2.0,0.03148968440755774,0.8994106560124514,0.05822815193410278,0.7807479055831186
9205,0.25,390.0,Grid2401,2.0,0.01949208414158416,0.8688373663904311,0.09159202621285277,0.3733028180937422
9206,0.25,390.0,Sobol1,2.0,0.04629898991292884,0.9129855765995913,0.049866181889112036,0.8114205138924784
9207,0.25,390.0,Sobol2,2.0,0.05498242146952783,0.8932131469930037,0.04860816925785518,0.8179842130996768
9208,0.25,390.0,Grid1296,3.0,0.010921226147315947,0.9856526622582926,0.02733784594354063,0.9337755973906317
9209,0.25,390.0,Grid2401,3.0,0.013493477370586579,0.9075078536133143,0.05186625410519318,0.8214762313288311
9210,0.25,390.0,Sobol1,3.0,0.01583569199040135,0.9886645450054202,0.024060958329830004,0.9134174868959035
9211,0.25,390.0,Sobol2,3.0,0.02415156123962921,0.9739542827217537,0.022340374370467164,0.932678714085469
9212,0.25,390.0,Grid1296,4.0,0.0068705951285968235,0.9941358811920981,0.044088689967867696,0.7460047834630402
9213,0.25,390.0,Grid2401,4.0,0.009191384575110071,0.9242477906736304,0.038151043033016495,0.7869636575146344
9214,0.25,390.0,Sobol1,4.0,0.013910206412250799,0.99071947291371,0.021161229066643996,0.927484958336483
9215,0.25,390.0,Sobol2,4.0,0.0229061737164906,0.9776943757144912,0.021133650241841776,0.9385239625802444
9216,0.25,390.0,Grid1296,5.0,0.005001501595346104,0.9958949099388351,0.052895165313535754,0.5618449508679337
9217,0.25,390.0,Grid2401,5.0,0.008946518172415183,0.9242163763673794,0.0942085993374879,-0.4065069742175307
9218,0.25,390.0,Sobol1,5.0,0.011220097388317661,0.9930879939037979,0.018997570593098256,0.9434626421915667
9219,0.25,390.0,Sobol2,5.0,0.013023432433465536,0.9898283670851423,0.01481342040238093,0.959917731917642
9220,0.25,390.0,Grid1296,6.0,0.005345712631616213,0.9955885570979869,1223365.1657504046,-269045140814089.75
9221,0.25,390.0,Grid2401,6.0,0.009207428110891175,0.9195929830156766,0.11820222393781962,-1.6927971340207892
9222,0.25,390.0,Sobol1,6.0,0.0057510826157822935,0.9977463605881841,0.01624541764863627,0.946029653880809
9223,0.25,390.0,Sobol2,6.0,0.01090256511528743,0.991533436688763,0.013774872069525743,0.9605504762988349
9224,0.25,390.0,Grid1296,7.0,0.006234153402417682,0.9945168103598696,424514.31022165425,-37073107792759.43
9225,0.25,390.0,Grid2401,7.0,0.010560605391088747,0.9106639892766781,18968.81785073016,-26377640625.851852
9226,0.25,390.0,Sobol1,7.0,0.00558877322130755,0.9973686207982461,0.016803884063441063,0.9391775802298109
9227,0.25,390.0,Sobol2,7.0,0.01100941415632951,0.9898183161696569,0.014404391629406607,0.9541172014984194
9228,0.25,390.0,Grid1296,8.0,0.0076377986115007965,0.9910567191437191,688490.008037313,-109462336811269.55
9229,0.25,390.0,Grid2401,8.0,0.014309103787522787,0.8738940751543992,13611.50694155147,-14261577754.625616
9230,0.25,390.0,Sobol1,8.0,0.006081961792218344,0.9971456122885318,0.01718768551413748,0.93486386665307
9231,0.25,390.0,Sobol2,8.0,0.01362380724620128,0.9796179300887274,0.016603332048451203,0.9129881691026944
9232,0.25,390.0,Grid1296,9.0,0.011241363888471023,0.965425878878556,1700496.5561259405,-722131154789717.1
9233,0.25,390.0,Grid2401,9.0,0.02733309069616071,0.7067097510426309,58422.550556615744,-307573476484.0257
9234,0.25,390.0,Sobol1,9.0,0.008453270662642535,0.9902037627607856,0.02124363374700227,0.8993504512138745
9235,0.25,390.0,Sobol2,9.0,0.023592480803765522,0.9315412562966612,0.02593348526937737,0.6540382685309705
9236,0.25,390.0,Grid1296,10.0,0.026028762285977995,0.7992833496044601,1041134.805885115,-314177081708285.1
9237,0.25,390.0,Grid2401,10.0,0.0579444299916223,-6.904184600497161,84969.15571465367,-849039949433.4213
9238,0.25,390.0,Sobol1,10.0,0.015774303226639294,0.9639900899444535,0.03491244019388847,0.6410930353123417
9239,0.25,390.0,Sobol2,10.0,0.04127248981916796,0.8113404278231738,0.0435879546688936,-0.2039064765814962
9240,0.25,930.0,Grid1296,1.0,0.06287956897742009,0.5526408740425306,0.09633153123687532,0.40049341248639925
9241,0.25,930.0,Grid2401,1.0,0.0470801168186905,0.589436220176929,0.1200494826751671,0.06019293396329606
9242,0.25,930.0,Sobol1,1.0,0.09777506529936791,0.5040027742570208,0.09384475778146939,0.39033810061994856
9243,0.25,930.0,Sobol2,1.0,0.11198233505814391,0.5306192487909371,0.09261517584004451,0.3848850762525271
9244,0.25,930.0,Grid1296,2.0,0.03287210163355805,0.896698788005116,0.058008250978906675,0.7789042208473309
9245,0.25,930.0,Grid2401,2.0,0.023475054083511176,0.7893115559629293,0.09019463779809524,0.3925184211639233
9246,0.25,930.0,Sobol1,2.0,0.04553720270333825,0.8924839786801352,0.04999274292503158,0.8117426827632541
9247,0.25,930.0,Sobol2,2.0,0.05089974703020073,0.9037931290157447,0.04853988278701399,0.8192832642258275
9248,0.25,930.0,Grid1296,3.0,0.01080830787151052,0.9885632726194061,0.027153827983980083,0.9346761467241995
9249,0.25,930.0,Grid2401,3.0,0.016375107689992004,0.8222528355377952,0.0521123882451914,0.8187071762840696
9250,0.25,930.0,Sobol1,3.0,0.015804218235241845,0.9833648423268072,0.02411535739309842,0.9139068471847968
9251,0.25,930.0,Sobol2,3.0,0.022925971191445425,0.9780537350248906,0.02240716403620038,0.9329230673951445
9252,0.25,930.0,Grid1296,4.0,0.006397346763846695,0.995571991222486,0.04252411721476226,0.7746765916844022
9253,0.25,930.0,Grid2401,4.0,0.012712976217478363,0.832560407221495,0.03662727621856671,0.797308143599565
9254,0.25,930.0,Sobol1,4.0,0.014158769163542166,0.9866026417822584,0.021337696530173225,0.9276459882365402
9255,0.25,930.0,Sobol2,4.0,0.019580428342393895,0.9833610642132319,0.02118255222346456,0.9372193109938102
9256,0.25,930.0,Grid1296,5.0,0.0046980987220810065,0.9971566480329581,0.05522235892009423,0.5185793585059313
9257,0.25,930.0,Grid2401,5.0,0.011303696860268797,0.8274647925743124,0.09437177163723857,-0.3558528320664256
9258,0.25,930.0,Sobol1,5.0,0.009092884248782395,0.9932221313315618,0.016267562446104018,0.9509215575335289
9259,0.25,930.0,Sobol2,5.0,0.011779027222315821,0.9892960933799639,0.014758780891455162,0.9606649223170369
9260,0.25,930.0,Grid1296,6.0,0.005131548606549568,0.9964761509646171,1266246.501021152,-288238312982552.6
9261,0.25,930.0,Grid2401,6.0,0.012118258510649243,0.8184372972462106,0.14081831226980057,-2.861728911951043
9262,0.25,930.0,Sobol1,6.0,0.0062926698549550545,0.9958067246733869,0.016006635992684308,0.9468043141706073
9263,0.25,930.0,Sobol2,6.0,0.009947386697613912,0.9900703842148071,0.013724170571916357,0.9607376162293986
9264,0.25,930.0,Grid1296,7.0,0.006215723235821339,0.9943281312976671,341500.2042568398,-23946057312265.027
9265,0.25,930.0,Grid2401,7.0,0.015112182394327413,0.7930838634716261,57270.576952984324,-240446817687.5878
9266,0.25,930.0,Sobol1,7.0,0.006225188609955557,0.9953662018960148,0.016661730305677015,0.9377616261624883
9267,0.25,930.0,Sobol2,7.0,0.009614828272521404,0.9905202287507251,0.014450078237320533,0.95537047391988
9268,0.25,930.0,Grid1296,8.0,0.014983943922173995,0.968386673482289,873596.3957460298,-172824051060589.28
9269,0.25,930.0,Grid2401,8.0,0.017546372965274427,0.7538990108002765,18747.676534745013,-26844988672.387978
9270,0.25,930.0,Sobol1,8.0,0.005906277424172616,0.9947507331054453,0.017566661072158197,0.9222283170566706
9271,0.25,930.0,Sobol2,8.0,0.012598149801266658,0.9850242207031273,0.016366651616976115,0.921042436310528
9272,0.25,930.0,Grid1296,9.0,0.012696314484533566,0.9722050782629507,1108302.3197069461,-280283127850288.47
9273,0.25,930.0,Grid2401,9.0,0.021383635497806336,0.7019396577595638,11495.647896363163,-11887067236.625746
9274,0.25,930.0,Sobol1,9.0,0.007027062112581499,0.9916445246275348,0.020616418500797772,0.8902016394135844
9275,0.25,930.0,Sobol2,9.0,0.020207032233359613,0.949300470487379,0.021782398971947725,0.8442883382019406
9276,0.25,930.0,Grid1296,10.0,0.020512601709117166,0.84876618117784,50618.74340457169,-817126594089.3995
9277,0.25,930.0,Grid2401,10.0,0.04228468367276171,-3.726033337529011,815589.327941604,-65791594890033.51
9278,0.25,930.0,Sobol1,10.0,0.012550275251552149,0.9682876951019993,0.032521362210186276,0.6742963808438405
9279,0.25,930.0,Sobol2,10.0,0.035834626328287725,0.832041729230917,0.03560954048965303,0.3677210852539865
9280,0.25,633.0,Grid1296,1.0,0.054586662073614546,0.5829681032938272,0.09606608622605826,0.41816928516165364
9281,0.25,633.0,Grid2401,1.0,0.04445673846749539,0.6684155031436427,0.11982433102592914,0.05997546386556862
9282,0.25,633.0,Sobol1,1.0,0.09966431344614013,0.5003746240131693,0.09340574077040334,0.3936916485640325
9283,0.25,633.0,Sobol2,1.0,0.12580666101670981,0.5212257074108667,0.09219827903880666,0.3910001487888848
9284,0.25,633.0,Grid1296,2.0,0.02900732587487584,0.8986449285398711,0.05769752556421895,0.7862703130342759
9285,0.25,633.0,Grid2401,2.0,0.021792078802234632,0.8401168046888954,0.09061484042705639,0.38625879251717665
9286,0.25,633.0,Sobol1,2.0,0.04443411913495801,0.9024879746590038,0.050006553140110065,0.8116571128065577
9287,0.25,633.0,Sobol2,2.0,0.05698839021934717,0.8974694397595981,0.04850433972224564,0.8205050687043087
9288,0.25,633.0,Grid1296,3.0,0.010271414520423565,0.9854015498649454,0.02739119933353722,0.9334005576436498
9289,0.25,633.0,Grid2401,3.0,0.01497213668205709,0.8608517416764963,0.04878863820652597,0.8433294224895426
9290,0.25,633.0,Sobol1,3.0,0.015089396697144623,0.9866775683750793,0.023983932277192536,0.9145093575975924
9291,0.25,633.0,Sobol2,3.0,0.027324410343873798,0.9680872816243264,0.021883417579542937,0.9328404238955532
9292,0.25,633.0,Grid1296,4.0,0.005294470484804661,0.9955170806510523,0.04194212413416066,0.7796752389093438
9293,0.25,633.0,Grid2401,4.0,0.011396507585571524,0.8809319371711845,0.03703304227212187,0.7877781119227445
9294,0.25,633.0,Sobol1,4.0,0.012587654391730858,0.9908287033064659,0.02120311631911637,0.9272166921421399
9295,0.25,633.0,Sobol2,4.0,0.02424414306500597,0.976349836441216,0.021708562974864846,0.9309982017003829
9296,0.25,633.0,Grid1296,5.0,0.004280745011694642,0.9967833144555049,0.055717723429375386,0.494377883720582
9297,0.25,633.0,Grid2401,5.0,0.010567674387235873,0.8827396094632609,0.06180326685879528,0.44880585731789413
9298,0.25,633.0,Sobol1,5.0,0.0074981339101208525,0.9964305477209753,0.016361394064896586,0.9509012605849709
9299,0.25,633.0,Sobol2,5.0,0.01741178084404533,0.9846413780053684,0.017492442688929067,0.951117893881896
9300,0.25,633.0,Grid1296,6.0,0.005460147856555974,0.9950723554029612,2679291.470435531,-1290490441660353.8
9301,0.25,633.0,Grid2401,6.0,0.011313242040762929,0.877688230281968,0.0886432934021048,-0.4701889758980238
9302,0.25,633.0,Sobol1,6.0,0.005815626911204875,0.9969324012139997,0.016235251810779797,0.9474431309459903
9303,0.25,633.0,Sobol2,6.0,0.014437327536653489,0.9855656630315117,0.015089151602335123,0.9560535505647956
9304,0.25,633.0,Grid1296,7.0,0.007366714997058887,0.9910260535434017,292813.4339875672,-17698957636212.832
9305,0.25,633.0,Grid2401,7.0,0.013936362447830468,0.8599506066735852,9507.763989201629,-6626984248.8155985
9306,0.25,633.0,Sobol1,7.0,0.005011485227492031,0.9973306738662834,0.016414536281591625,0.9447704221074745
